sensor_scenario,event_q,deltaT_threshold,model,model_key,algorithm,algorithm_key,horizon_min,threshold_mean,threshold_std,threshold_last_fold
clean,0.95,3.8100000000000023,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10,0.8045680228151415,0.04021303513076631,0.8604456579008646
clean,0.95,3.8100000000000023,DT-proxy base,DT_PROXY_BASE,RF,rf,10,0.6841631955511698,0.0554412883764394,0.6626262907800538
clean,0.95,3.8100000000000023,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10,0.34640111923217776,0.03173973991780901,0.3489059805870056
clean,0.95,3.8100000000000023,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10,0.8005032245686527,0.08184040637121064,0.8385299243091822
clean,0.95,3.8100000000000023,Causal-parents,CAUSAL_PARENTS,RF,rf,10,0.6161846936305497,0.015236561993834826,0.5981603437181636
clean,0.95,3.8100000000000023,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10,0.3969338655471802,0.006261712135434655,0.39191535115242004
clean,0.95,3.8100000000000023,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,10,0.8190099160185828,0.04072273511321688,0.8503091596916134
clean,0.95,3.8100000000000023,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,10,0.5999130300049657,0.01864511148604898,0.6010007113032393
clean,0.95,3.8100000000000023,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,10,0.40130777955055236,0.027381075638505368,0.3830469846725464
clean,0.95,3.8100000000000023,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,30,0.7607908750090309,0.03373152889738886,0.8138327067730814
clean,0.95,3.8100000000000023,DT-proxy base,DT_PROXY_BASE,RF,rf,30,0.5965440734457819,0.028572178270324093,0.6134831554014286
clean,0.95,3.8100000000000023,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,30,0.333378666639328,0.01837617153561523,0.3086664080619812
clean,0.95,3.8100000000000023,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,30,0.7882793826201635,0.066842650005151,0.8094455928130037
clean,0.95,3.8100000000000023,Causal-parents,CAUSAL_PARENTS,RF,rf,30,0.5916428849187811,0.02896118088381284,0.5888373617085181
clean,0.95,3.8100000000000023,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,30,0.38979480862617494,0.01260163948284064,0.3720579743385315
clean,0.95,3.8100000000000023,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,30,0.8075319681732646,0.05531418688507049,0.8751493054238193
clean,0.95,3.8100000000000023,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,30,0.6184624533310137,0.015006047906189637,0.597978351387074
