feature,importance,sensor_scenario,event_q,model,model_key,algorithm,algorithm_key,horizon_min
deltaT_raw_lag1,1.395579793766615,noise_10,0.95,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag2,0.6421576713370856,noise_10,0.95,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag3,0.18775652524176376,noise_10,0.95,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag1,0.39359389171832276,noise_10,0.95,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag2,0.33329801730394026,noise_10,0.95,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag3,0.27310809097773703,noise_10,0.95,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag1,0.4953027665615082,noise_10,0.95,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag2,0.3654394745826721,noise_10,0.95,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag3,0.1392577439546585,noise_10,0.95,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag1,1.3351817514604911,noise_10,0.95,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag2,0.5358865260983451,noise_10,0.95,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag1,0.37836762170676685,noise_10,0.95,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag2,0.37520827047678573,noise_10,0.95,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag3,0.21751824883203683,noise_10,0.95,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag1,0.2144284433771632,noise_10,0.95,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag1,0.20914711627322377,noise_10,0.95,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag2,0.16977027337530973,noise_10,0.95,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
