feature,importance,sensor_scenario,event_q,model,model_key,algorithm,algorithm_key,horizon_min
deltaT_raw_lag1,2.7520817744302173,missing_5,0.9,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag2,0.26489794173311,missing_5,0.9,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag3,0.24083765402887092,missing_5,0.9,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag1,0.4051674952950471,missing_5,0.9,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag2,0.3245339162830132,missing_5,0.9,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag3,0.27029858842193966,missing_5,0.9,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag1,0.5470497608184814,missing_5,0.9,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag2,0.374077707529068,missing_5,0.9,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag3,0.07887263596057892,missing_5,0.9,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag1,2.7021894230912133,missing_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag1,0.9134184616673103,missing_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag2,0.7385421555208339,missing_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag2,0.7244637496532479,missing_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag1,0.4833766777445254,missing_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag3,0.2524571350190589,missing_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag3,0.21500480297954264,missing_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag3,0.17028454555530928,missing_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag3,0.14845716139399207,missing_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag2,0.03928835019670017,missing_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
