sensor_scenario,event_q,horizon_min,model,algorithm,env_type,n,positive_rate
missing_5,0.9,60,Causal-parents,RF,high_vpd,2145,0.11515151515151516
missing_5,0.9,60,Causal-parents,RF,high_par,2155,0.0900232018561485
