sensor_scenario,event_q,deltaT_threshold,model,model_key,algorithm,algorithm_key,horizon_min,threshold_mean,threshold_std,threshold_last_fold
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10,0.7116393534616906,0.024519620327138624,0.7396195756578621
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,RF,rf,10,0.6788340911128071,0.05893211030980852,0.734133934002939
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10,0.4373172104358673,0.04025640521109257,0.40082553029060364
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10,0.6535619782890596,0.049732737578118115,0.6968270336680619
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,RF,rf,10,0.6513680090835164,0.026745884827156622,0.6885077411920164
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10,0.4330833852291107,0.02174387807135573,0.4371371269226074
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,10,0.7291713859880524,0.035133113305233256,0.7666994795298575
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,10,0.6362260779984152,0.021106201688019,0.6341265658138902
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,10,0.42188050150871276,0.01478054384325572,0.4199828505516052
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,30,0.6601431061425707,0.06628629726043193,0.7199852642429481
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,RF,rf,30,0.6180105563617299,0.046327522996507234,0.6740735684986875
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,30,0.3567973017692566,0.025299413465963382,0.3170800507068634
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,30,0.6330931942545304,0.03896200203058651,0.6925375262174442
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,RF,rf,30,0.5936438155126644,0.014542895684643698,0.6095389552163982
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,30,0.3810543954372406,0.028344076051080608,0.35877662897109985
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,30,0.6805668111347657,0.03078956891695956,0.7337739570184928
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,30,0.5795579779742482,0.016665254751464104,0.5982219392529434
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,30,0.36581413745880126,0.026312713363561044,0.3873193562030792
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,60,0.6331172171219075,0.051834514410206416,0.6535690300473868
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,RF,rf,60,0.605520575131705,0.01975283744570208,0.6050685411345134
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,60,0.32232593894004824,0.04689625196935087,0.27621424198150635
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,60,0.602919278781797,0.07003342272468407,0.696852554269311
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,RF,rf,60,0.5550649387141172,0.02263003261772877,0.5535692500214022
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,60,0.34127381443977356,0.04112579927018445,0.30623817443847656
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,60,0.6715594871480857,0.022024693669492536,0.6967723932493415
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,60,0.5623545555116182,0.015667767637271242,0.5780417642531552
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,60,0.3605006098747253,0.03695030568693256,0.31229493021965027
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,120,0.5775908119666544,0.0314591481137626,0.6083944256196454
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,RF,rf,120,0.5192429804970111,0.028544426273639744,0.4987062663984317
missing_5,0.9,3.604023952095812,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,120,0.2769012629985809,0.06034878592690371,0.22813758254051208
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,120,0.5935188084662759,0.024999146304672957,0.6328558817901604
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,RF,rf,120,0.5389181151993443,0.023391533044338476,0.561118500043151
missing_5,0.9,3.604023952095812,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,120,0.3305667757987976,0.01927896532124348,0.317599892616272
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,120,0.6032651964130269,0.024757626420918822,0.6437731589436178
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,120,0.5500107686427981,0.014483932819817455,0.563265846355546
missing_5,0.9,3.604023952095812,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,120,0.336961168050766,0.05458167797832816,0.27811387181282043
