fold,feature_set,model,horizon_steps,horizon_minutes,n,p,n_train,n_val,n_test,runtime_s,train_MAE,train_RMSE,train_R2,val_MAE,val_RMSE,val_R2,test_MAE,test_RMSE,test_R2,feature_display_name,main_manuscript_configuration
fold_2,AR-LeafParents,PatchTST,6,60,11448,3,8424,1008,1008,2.2664873600006104,0.716853788301868,1.0215624070197502,0.781164248464259,0.6567282014422944,0.8277835304954306,0.7827006094198492,0.6215489213428799,0.7324723560983898,0.7478472546533237,AR-LeafParents,True
fold_3,AR-LeafParents,PatchTST,6,60,11448,3,7416,1008,1008,5.753075122833252,0.6897593880422674,0.9632092363331304,0.8143735171778201,0.4510082367488315,0.6132637408543401,0.8181725186972446,1.0413362465207538,1.5138191249052553,0.27327028105353457,AR-LeafParents,True
fold_4,AR-LeafParents,PatchTST,6,60,11448,3,6408,1008,1008,2.52583646774292,0.7451955575942384,1.0526600002879833,0.7910109603212716,0.5313152794106296,0.6934874908487224,0.7628511526449506,0.474423897574548,0.6334691030829063,0.8059937049585055,AR-LeafParents,True
fold_5,AR-LeafParents,PatchTST,6,60,11448,3,5400,1008,1008,5.140416383743286,0.7587297055589067,1.070677202823468,0.7855985684809969,0.5509919858795658,0.7115177586103477,0.7962273330243411,0.5990512627899333,0.7597646080620529,0.7153561054247516,AR-LeafParents,True
fold_1,AR-LeafParents,RF,6,60,11448,3,9432,1008,1008,0.2776978015899658,0.4398530796808717,0.6490695515252691,0.9168912340113179,0.4837353563603472,0.6370430781193356,0.8092700804133219,0.6858575911393552,0.9106126239576213,0.560429695575569,AR-LeafParents,True
fold_2,AR-LeafParents,RF,6,60,11448,3,8424,1008,1008,0.2635524272918701,0.4525871295159137,0.6586743712358177,0.9090233375324975,1.1659568685569375,1.6893865719199814,0.09492822567643378,1.158884889599768,1.5343031103260398,-0.10637805812112977,AR-LeafParents,True
fold_3,AR-LeafParents,RF,6,60,11448,3,7416,1008,1008,0.24757027626037598,0.46774920830273015,0.6771150846367429,0.9082674139198517,0.5458069092080006,0.7262549089781063,0.7449982804190758,1.301321493209127,1.7913797298161362,-0.017654264312704893,AR-LeafParents,True
fold_4,AR-LeafParents,RF,6,60,11448,3,6408,1008,1008,0.2317807674407959,0.4821781103085453,0.6975443185903343,0.9082320815749414,0.5798406708730669,0.7575937189013139,0.7169804178159274,0.6364200837186504,0.8210554447701239,0.6740808206979264,AR-LeafParents,True
fold_5,AR-LeafParents,RF,6,60,11448,3,5400,1008,1008,0.225846529006958,0.4965320086653872,0.7195152282438647,0.9031743213777196,0.7579681054578921,0.9370786044715866,0.6465512209878084,0.6283645484520528,0.8351493736607768,0.6560684045829728,AR-LeafParents,True
fold_1,AR-LeafParents,Ridge,6,60,11448,3,9432,1008,1008,0.0009996891021728516,0.7000390108792583,0.9909776157983503,0.8062721536385942,0.49013915868687263,0.5752762271212346,0.8444628709780567,0.5527560384806754,0.6314726392768442,0.788616984937813,AR-LeafParents,True
fold_2,AR-LeafParents,Ridge,6,60,11448,3,8424,1008,1008,0.0009763240814208984,0.7302725021123093,1.0222997315065643,0.780848239992783,0.6159025968330635,0.7343216881510722,0.8289993914586392,0.5991063214339686,0.6874664753170795,0.7778817351798265,AR-LeafParents,True
fold_3,AR-LeafParents,Ridge,6,60,11448,3,7416,1008,1008,0.0,0.7686761720494103,1.0647359796054927,0.7731793873974543,0.4822826022210681,0.6363995717339905,0.8041945820349349,0.6488973205749009,0.7679240041632567,0.8129914633743185,AR-LeafParents,True
fold_4,AR-LeafParents,Ridge,6,60,11448,3,6408,1008,1008,0.0009999275207519531,0.8068202588312549,1.1086251207999003,0.7681982557636698,0.5512324260889022,0.7312449968808875,0.7363246262986736,0.5017181206284009,0.652572514761506,0.794116044527329,AR-LeafParents,True
fold_5,AR-LeafParents,Ridge,6,60,11448,3,5400,1008,1008,0.0010001659393310547,0.8554984825444855,1.1634560432364354,0.7468309983678344,0.6087005955488318,0.7621115770670972,0.7662177363875563,0.5712415581105086,0.7490240153085458,0.7233470920811922,AR-LeafParents,True
fold_1,AR-LeafParents,TimeMixer,6,60,11448,3,9432,1008,1008,2.5925064086914062,0.6802008434222883,0.9788714662991299,0.8109765439638708,0.41568509730081693,0.4916580555639797,0.8863923590649208,0.4708705310216024,0.5424348784744129,0.8440245577060532,AR-LeafParents,True
fold_2,AR-LeafParents,TimeMixer,6,60,11448,3,8424,1008,1008,1.605520248413086,0.7299788009406794,1.0256129427962413,0.779425423025052,0.7018999574297949,0.8028242827065031,0.795607034269648,0.7050970493044172,0.7630364739793608,0.7263648906585838,AR-LeafParents,True
fold_3,AR-LeafParents,TimeMixer,6,60,11448,3,7416,1008,1008,3.161795139312744,0.7297576889010703,1.0184877165416266,0.7924559677346579,0.4215329088375411,0.5949940204708852,0.8288447797838085,0.898176942931281,1.1544430946105504,0.5773605757636278,AR-LeafParents,True
fold_4,AR-LeafParents,TimeMixer,6,60,11448,3,6408,1008,1008,3.364175319671631,0.7618568001486764,1.0654250434552854,0.7859116322878738,0.505898550679444,0.6805523926975228,0.7716153635946617,0.4158387862743973,0.5924533304325821,0.8303033622714348,AR-LeafParents,True
fold_5,AR-LeafParents,TimeMixer,6,60,11448,3,5400,1008,1008,2.6858580112457275,0.8031553543510856,1.1141385733576148,0.7678391471783518,0.5924896584033695,0.74721763165713,0.775266061066125,0.5256416729013755,0.7057720156513886,0.7543749685136867,AR-LeafParents,True
fold_1,AR-LeafParents,XGBoost,6,60,11448,3,9432,1008,1008,0.08506250381469727,0.5415061927655062,0.7862702489887016,0.8780426308718609,0.508805768906124,0.6579689611863309,0.7965339111144509,0.5868298467757208,0.7839104155995397,0.6742429061928072,AR-LeafParents,True
fold_2,AR-LeafParents,XGBoost,6,60,11448,3,8424,1008,1008,0.0855112075805664,0.5557066746252048,0.7971724631393473,0.8667420751024122,1.2009340679077871,1.7375071827309403,0.04263364116843127,1.2373528067270911,1.6532560031811416,-0.28458083986933413,AR-LeafParents,True
fold_3,AR-LeafParents,XGBoost,6,60,11448,3,7416,1008,1008,0.09051012992858887,0.5744541006501008,0.8136767138464482,0.8675346065638261,0.5146484180913219,0.7017311987350413,0.7619289878777666,1.2754619991968548,1.7551770307089456,0.02306245808296148,AR-LeafParents,True
fold_4,AR-LeafParents,XGBoost,6,60,11448,3,6408,1008,1008,0.07850980758666992,0.5941722357315179,0.8361109214070398,0.8681515399609329,0.5452575492354297,0.7115978621497596,0.7503031727038209,0.5768573651994976,0.7595488954135103,0.7210820784965684,AR-LeafParents,True
fold_5,AR-LeafParents,XGBoost,6,60,11448,3,5400,1008,1008,0.08750700950622559,0.6111890376884301,0.8566333935782643,0.8627537238125357,0.7491138717508311,1.0106953941307733,0.5888360641751511,0.5567390377811653,0.7281048979098298,0.7385843041173314,AR-LeafParents,True
fold_1,AR-LeafParents,iTransformer,6,60,11448,3,9432,1008,1008,4.520037889480591,0.7463189117418205,1.039641861945276,0.7867780662413627,0.5407290561615473,0.6868274347982903,0.7782944872318709,0.5122832968878366,0.6292653689519754,0.7900921525974556,AR-LeafParents,True
fold_2,AR-LeafParents,iTransformer,6,60,11448,3,8424,1008,1008,3.101924180984497,0.7716723127226118,1.0565024228016486,0.7659387802001315,0.9422337434405372,1.2129543577890405,0.533433165992271,0.9240434997043911,1.119853920329275,0.41060835834367426,AR-LeafParents,True
fold_3,AR-LeafParents,iTransformer,6,60,11448,3,7416,1008,1008,4.217645168304443,0.7859386726949334,1.0710306238428273,0.7704895647874958,0.4792192012544662,0.653092796234424,0.7937876203095875,1.0948967405349488,1.372373277025253,0.40273171938920027,AR-LeafParents,True
fold_4,AR-LeafParents,iTransformer,6,60,11448,3,6408,1008,1008,1.9750089645385742,0.899104096871767,1.2100433946642553,0.7238473852421301,0.5756522433215349,0.7479621068688769,0.724130970307876,0.470939712967732,0.6533075089937946,0.7936520080120968,AR-LeafParents,True
fold_5,AR-LeafParents,iTransformer,6,60,11448,3,5400,1008,1008,2.5555694103240967,0.853309382661852,1.1537798189641828,0.7510245957869434,0.753397523885052,0.9231583171532155,0.6569741768996663,0.604438380387725,0.7820518086058392,0.6984114812298978,AR-LeafParents,True
fold_1,AR_AirT,PatchTST,6,60,11446,4,9430,1008,1008,6.305050373077393,0.6356370974956539,0.9598785516625212,0.8182485398575183,0.26217651654803553,0.3559098052414496,0.9404665392836565,0.21612688594394258,0.2989047396713498,0.9526383727558569,AR-AirT,True
fold_2,AR_AirT,PatchTST,6,60,11446,4,8422,1008,1008,2.453216075897217,0.7069805110866776,1.0436766057828828,0.7716059403486865,0.4762622650842817,0.6012421752576944,0.8853632618695967,0.4355977305911835,0.5391096465513159,0.8634048028864137,AR-AirT,True
fold_3,AR_AirT,PatchTST,6,60,11446,4,7414,1008,1008,4.3157618045806885,0.7384653160753586,1.0520172460471002,0.7785935811466881,0.4090978018767168,0.596785072853377,0.8278128052090079,0.6491968954177129,0.8049321894961837,0.7945323110928574,AR-AirT,True
fold_4,AR_AirT,PatchTST,6,60,11446,4,6406,1008,1008,3.293999195098877,0.7643473030357999,1.1040173085023295,0.7701628398717106,0.5238520115393179,0.7023793751318891,0.7567307279964005,0.49143644067976205,0.6517983939913361,0.7946042186691057,AR-AirT,True
fold_5,AR_AirT,PatchTST,6,60,11446,4,5398,1008,1008,6.237057447433472,0.7722676603006451,1.10858616897897,0.7702089963716683,0.525634251464072,0.705481312483516,0.7996702403766425,0.5037815231242507,0.694468048189901,0.7621800448167695,AR-AirT,True
fold_1,AR_AirT,RF,6,60,11446,4,9430,1008,1008,0.2934877872467041,0.4546301167089447,0.6792809312224436,0.9089784598180785,0.44907032711875833,0.5706672025745209,0.8469451661541536,0.38310111860645324,0.49971761409114734,0.8676236726952492,AR-AirT,True
fold_2,AR_AirT,RF,6,60,11446,4,8422,1008,1008,0.28011107444763184,0.4724645216187826,0.6956090803890905,0.8985426787237247,0.8575343959680949,1.2058106280743834,0.5389127000806011,0.8328989722108984,1.1755302985990532,0.35054527934065716,AR-AirT,True
fold_3,AR_AirT,RF,6,60,11446,4,7414,1008,1008,0.2811105251312256,0.4899869404799847,0.7172648834658729,0.8970790879365403,0.5400291278379596,0.7301398607875842,0.7422628246690989,0.9351240256819372,1.2632821826527747,0.49391241085421245,AR-AirT,True
fold_4,AR_AirT,RF,6,60,11446,4,6406,1008,1008,0.26266026496887207,0.49740045434203617,0.7288640037393932,0.8998245072966838,0.5495561086513745,0.7544392566386988,0.7193323801032054,0.5602933939005621,0.7510690669920407,0.7272751580191983,AR-AirT,True
fold_5,AR_AirT,RF,6,60,11446,4,5398,1008,1008,0.25901222229003906,0.5259253542864789,0.7597851880435675,0.8920616547934146,0.6802762051597295,0.8544495825690299,0.7061353642258444,0.5639527231291135,0.7704628149584166,0.7072835557143554,AR-AirT,True
fold_1,AR_AirT,Ridge,6,60,11446,4,9430,1008,1008,0.0010004043579101562,0.7073998631018806,1.0221566905525084,0.79389891181209,0.4353572409161795,0.520811311618655,0.8725200044298551,0.4332352923358712,0.5158734314214266,0.8589258848691019,AR-AirT,True
fold_2,AR_AirT,Ridge,6,60,11446,4,8422,1008,1008,0.0009989738464355469,0.739971124644444,1.061118080779204,0.7639085084558521,0.5282459548755714,0.6484165017483002,0.8666684085117039,0.5002717855924649,0.5963704763457931,0.8328472623391519,AR-AirT,True
fold_3,AR_AirT,Ridge,6,60,11446,4,7414,1008,1008,0.00099945068359375,0.7736981550056609,1.1026080859023881,0.7567869720070171,0.5194943085785818,0.6906041514765944,0.7694191070806826,0.5611206452121319,0.6846918727667414,0.8513327557985916,AR-AirT,True
fold_4,AR_AirT,Ridge,6,60,11446,4,6406,1008,1008,0.0,0.8119585510235173,1.1479242373622518,0.7515180000596183,0.5593804409008389,0.7591932427267312,0.7157840656091246,0.5386129915571347,0.7055312284306947,0.7593435921302185,AR-AirT,True
fold_5,AR_AirT,Ridge,6,60,11446,4,5398,1008,1008,0.0,0.8637048460239579,1.2091081214598316,0.7266466587602978,0.5787685872203899,0.7442531141503558,0.777045746313066,0.5720587428189768,0.7696892608138179,0.7078710424664978,AR-AirT,True
fold_1,AR_AirT,TimeMixer,6,60,11446,4,9430,1008,1008,1.2161593437194824,0.748670976427215,1.0914921168139842,0.7649898929661947,0.379824514540415,0.5067683425922243,0.8793019712080098,0.36963368491520965,0.47881704597008695,0.8784653210409787,AR-AirT,True
fold_2,AR_AirT,TimeMixer,6,60,11446,4,8422,1008,1008,1.2143809795379639,0.7899152847980481,1.1441520785208232,0.7255138635602179,0.508505980400812,0.6644217402201936,0.8600049712410599,0.42674141179947617,0.5454803409421831,0.8601574193378343,AR-AirT,True
fold_3,AR_AirT,TimeMixer,6,60,11446,4,7414,1008,1008,3.8813929557800293,0.7405076853224483,1.0624425081106452,0.7741836593007145,0.47907050574988186,0.6503267121914221,0.7955306891337872,0.7635315312279595,0.9324166704523837,0.7242947700126232,AR-AirT,True
fold_4,AR_AirT,TimeMixer,6,60,11446,4,6406,1008,1008,2.115489959716797,0.835402298265677,1.1835398618531374,0.7358599463434651,0.5575491464201104,0.7655668474257251,0.7109919157015019,0.5063899416285577,0.6875512277632847,0.7714532388561172,AR-AirT,True
fold_5,AR_AirT,TimeMixer,6,60,11446,4,5398,1008,1008,0.8019134998321533,0.902166663646273,1.2596511357298943,0.7033156245610637,0.5978580115125831,0.7786056011245164,0.755988952807555,0.5878033710156799,0.7996663014158328,0.6846728652415746,AR-AirT,True
fold_1,AR_AirT,XGBoost,6,60,11446,4,9430,1008,1008,0.09350943565368652,0.573044675466858,0.8435539149696352,0.859631058765664,0.4726162772708468,0.5654128083927881,0.8497506824271962,0.3878232613063992,0.48482520533187107,0.8753961698057365,AR-AirT,True
fold_2,AR_AirT,XGBoost,6,60,11446,4,8422,1008,1008,0.09150862693786621,0.5881631752143527,0.8544022229616354,0.8469343832474043,0.8790129386054143,1.3292674949143064,0.43966246505867934,0.8769374714200456,1.3246330525155356,0.17534480689269494,AR-AirT,True
fold_3,AR_AirT,XGBoost,6,60,11446,4,7414,1008,1008,0.0945119857788086,0.6089999841364756,0.88173306673425,0.8444683624208351,0.5421482127810281,0.729316028597383,0.7428441171134885,0.9529638621163746,1.4535216637911381,0.33001055103134536,AR-AirT,True
fold_4,AR_AirT,XGBoost,6,60,11446,4,6406,1008,1008,0.08050942420959473,0.6207272604933407,0.8954406173884377,0.848803386887819,0.5468862754831869,0.7492160941101657,0.7232051848221406,0.5680070624275813,0.7498276975747441,0.7281759340273726,AR-AirT,True
fold_5,AR_AirT,XGBoost,6,60,11446,4,5398,1008,1008,0.07850980758666992,0.651075538159749,0.9319496265175268,0.8376026315925571,0.6475924784327759,0.838124167360542,0.7172574509781355,0.5525379830567294,0.7589202173088427,0.7159884515723853,AR-AirT,True
fold_1,AR_AirT,iTransformer,6,60,11446,4,9430,1008,1008,4.087114334106445,0.705950303633466,1.0436990027194568,0.7851200617871544,0.3233083422978718,0.4526488960672766,0.9037049075659996,0.28010438313559877,0.40187032182451626,0.9143883472014142,AR-AirT,True
fold_2,AR_AirT,iTransformer,6,60,11446,4,8422,1008,1008,2.6427066326141357,0.7621147270463242,1.1015095889763462,0.7455927574200464,0.44594015545315197,0.6016377862231033,0.8852123527253971,0.38804701509929834,0.51371982594134,0.8759679628514007,AR-AirT,True
fold_3,AR_AirT,iTransformer,6,60,11446,4,7414,1008,1008,3.8003201484680176,0.7778737358203672,1.1092978077535083,0.7538267846781248,0.46923607717025295,0.649773395690655,0.7958784777505319,0.6279082025043548,0.7987713810373162,0.7976655012114863,AR-AirT,True
fold_4,AR_AirT,iTransformer,6,60,11446,4,6406,1008,1008,7.49336576461792,0.8311074286872512,1.165808195782554,0.7437152936101877,0.5298121541307508,0.7276606626333655,0.7389031995053812,0.4337543894428244,0.6146582692267527,0.8173446469039439,AR-AirT,True
fold_5,AR_AirT,iTransformer,6,60,11446,4,5398,1008,1008,2.0435760021209717,0.8806796194625289,1.2507415044868804,0.7074977349563242,0.5946425363765235,0.7752316296972934,0.7580991418575026,0.5480817711794818,0.7670696881251827,0.7098561313599472,AR-AirT,True
fold_1,AR_AirT_PAR,PatchTST,6,60,11446,5,9430,1008,1008,6.181839466094971,0.6420168811502966,0.956616924853403,0.8194816089161967,0.28910828613099593,0.3735483284427282,0.9344194857250712,0.24358938958909765,0.3167833577828976,0.946803173132435,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,PatchTST,6,60,11446,5,8422,1008,1008,3.4785075187683105,0.6764477562117673,1.0205437169037193,0.7816183550134499,0.4851184545244488,0.648454983701362,0.8666525822263348,0.43823058393266456,0.5700276012289972,0.8472880602878791,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,PatchTST,6,60,11446,5,7414,1008,1008,2.0230584144592285,0.7698500077209953,1.1010732067737912,0.757463627254497,0.42696756389946616,0.6147823549245088,0.8172708914341439,0.5096422945506988,0.6168433492026978,0.8793368333932811,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,PatchTST,6,60,11446,5,6406,1008,1008,4.413310766220093,0.7649927242554357,1.103446175446446,0.7704005782563608,0.5104706341375119,0.6967505535368678,0.7606141920129219,0.44505258204445003,0.6230353809385303,0.8123319387867847,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,PatchTST,6,60,11446,5,5398,1008,1008,2.4030606746673584,0.814255158445473,1.1946229224708205,0.7331570104249585,0.5273316021488844,0.7141118669528564,0.7947387630194145,0.5187286171332868,0.7240669290785466,0.7414758142869434,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,RF,6,60,11446,5,9430,1008,1008,0.31201672554016113,0.39423598748907956,0.5811046382108981,0.9333877632081192,0.4432600629897231,0.5843882054141826,0.8394966477471318,0.513883858107463,0.7592220795868059,0.6944384730889219,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,RF,6,60,11446,5,8422,1008,1008,0.2640514373779297,0.4025449168086359,0.5874529857837321,0.9276399034817139,1.1295816777523071,1.618013620341375,0.16978745466357104,1.0880217616542978,1.4702989145663503,-0.015997166010212505,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,RF,6,60,11446,5,7414,1008,1008,0.27871060371398926,0.4151391969229961,0.6023345551590046,0.9274194848608275,0.5296030682630087,0.7221963380515342,0.7478403975293303,1.2689572817183734,1.7549048093227304,0.023365473293221584,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,RF,6,60,11446,5,6406,1008,1008,0.26273536682128906,0.4183492258734147,0.6107743582486821,0.9296555117428994,0.5410432894763421,0.6981162057535741,0.7596748654719492,0.5978094105825463,0.7852640663104835,0.7018763729216824,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,RF,6,60,11446,5,5398,1008,1008,0.25124335289001465,0.4332627433045525,0.6288515822880822,0.9260581306138317,0.7113279006112815,0.8732191362421898,0.6930830098351056,0.5931265616562371,0.7760756026493522,0.7030031682595345,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,Ridge,6,60,11446,5,9430,1008,1008,0.0009970664978027344,0.696527744768809,0.9898570692182821,0.8067184892711714,0.4898677554164046,0.5736859841046318,0.845321588778646,0.5527405663659033,0.629901101963031,0.7896678077568968,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,Ridge,6,60,11446,5,8422,1008,1008,0.0010001659393310547,0.7272005435570442,1.0214356741439288,0.7812364562112746,0.6142301500386146,0.7305903510437021,0.830732800193627,0.5999012541034406,0.6866828694477175,0.7783878077967421,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,Ridge,6,60,11446,5,7414,1008,1008,0.0,0.765440484255112,1.0638066881610584,0.7736033889971271,0.4819277856530503,0.6365249213947733,0.8041174400599755,0.6478956999860735,0.7647207032272358,0.8145483757681007,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,Ridge,6,60,11446,5,6406,1008,1008,0.0009996891021728516,0.804112472851587,1.1078712346814528,0.7685553986060032,0.5490725594299131,0.729107619484935,0.7378637825127152,0.5019341252727292,0.6531018574074543,0.793781898185484,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,Ridge,6,60,11446,5,5398,1008,1008,0.0009996891021728516,0.8531793747492425,1.162835247834025,0.747168905121651,0.6078231357923912,0.7608016436137937,0.7670207054852508,0.569665373817349,0.7476521240241171,0.7243595833502152,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,TimeMixer,6,60,11446,5,9430,1008,1008,1.2187049388885498,0.7334763962721061,1.053242127039469,0.7811725616563426,0.2973031632862394,0.4029218178299354,0.9237003066334488,0.29551879950932086,0.3834299842277421,0.9220648894868075,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,TimeMixer,6,60,11446,5,8422,1008,1008,1.0789167881011963,0.7919666063342428,1.1559714402736845,0.7198135586025695,0.5112715114865982,0.6326498906262662,0.8730736416144167,0.5028114748001098,0.5907831326386552,0.8359646694977865,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,TimeMixer,6,60,11446,5,7414,1008,1008,2.534637212753296,0.7534659980907007,1.0454511702935723,0.7813487346942536,0.40609862244318395,0.5788304714719398,0.8380176413253042,0.7689950124801149,0.960170609515579,0.707637436061281,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,TimeMixer,6,60,11446,5,6406,1008,1008,0.9572451114654541,0.8615696294142731,1.2242938352097397,0.7173559758319648,0.5387018356878291,0.7250971638594665,0.7407396113814226,0.43697805518195737,0.5962958772486049,0.8280949794756484,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,TimeMixer,6,60,11446,5,5398,1008,1008,1.7405920028686523,0.8541274076964323,1.1717441716816566,0.7432799940743348,0.6120180786544073,0.762592801611406,0.765922406187932,0.5475717517560121,0.7352212721365224,0.7334492659905385,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,XGBoost,6,60,11446,5,9430,1008,1008,0.1335155963897705,0.5010983650825783,0.7210276466147665,0.8974468113787202,0.4183692046574182,0.5569825294586711,0.8541977018043416,0.5160811431824213,0.7498498407015195,0.7019359355495014,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,XGBoost,6,60,11446,5,8422,1008,1008,0.13651537895202637,0.5104924876866226,0.727266515910235,0.8890978177767038,1.1852573136677818,1.7452562666133071,0.03407510903703925,1.171218895306663,1.610023744673282,-0.21827627134677074,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,XGBoost,6,60,11446,5,7414,1008,1008,0.12202119827270508,0.5283020434562808,0.7453405031191239,0.8888642120278181,0.5183829929066353,0.7086486389044647,0.7572121988726114,1.313439579993959,1.861191560851567,-0.09851779049704579,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,XGBoost,6,60,11446,5,6406,1008,1008,0.12506818771362305,0.5372891133547509,0.7568348205678369,0.8919883271523136,0.546202875041457,0.7049162506851049,0.754970259507313,0.5902208399394201,0.7771906212307513,0.7079749887107307,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,XGBoost,6,60,11446,5,5398,1008,1008,0.10606932640075684,0.5497743849950438,0.7749433107824446,0.8877118367824468,0.759079791759622,0.9977641252683664,0.59928997198702,0.6142839087632598,0.8030599420189486,0.6819908023934438,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,iTransformer,6,60,11446,5,9430,1008,1008,5.016619443893433,0.7062859837573526,1.0032584700130056,0.8014494916271139,0.40726956458318797,0.5139038278377973,0.8758790964457492,0.3962005030919634,0.48901860401989095,0.8732313763070432,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,iTransformer,6,60,11446,5,8422,1008,1008,2.7027647495269775,0.7418268991197635,1.045548972847882,0.7707857224652662,0.848202517373221,1.034054341524929,0.6609125861021248,0.8178542177260867,0.9323905118673534,0.5914201786792469,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,iTransformer,6,60,11446,5,7414,1008,1008,2.6158251762390137,0.7887918127563106,1.0901612166888197,0.7622470337977756,0.4028343090935359,0.5808276748411226,0.8368979012537394,0.7013423499606904,0.9320825255967587,0.7244923404335417,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,iTransformer,6,60,11446,5,6406,1008,1008,2.342042922973633,0.8195477534520068,1.1218364528241442,0.7626836948292941,0.5383638449152521,0.6950154070988632,0.7618050119532231,0.4124869504050603,0.5717354713151488,0.8419642936655689,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,iTransformer,6,60,11446,5,5398,1008,1008,2.672480344772339,0.8483282070045887,1.1601602365539219,0.7483308033605044,0.6065519975129661,0.7641825139232667,0.764945465699276,0.5413770334136129,0.6970283889230386,0.7604232395730263,AR-AirT-PAR,False
fold_1,AR_AirT_PAR_window,PatchTST,6,60,11446,9,9430,1008,1008,6.990000009536743,0.616065686013332,0.8903641707768079,0.8436201890166235,0.24212741594465956,0.3461100353274559,0.9436998429061164,0.34582809645032137,0.5080075968309427,0.8631951715408084,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,PatchTST,6,60,11446,9,8422,1008,1008,2.6178135871887207,0.752412219888858,1.044640713705061,0.7711837823247044,0.7366672982866801,0.9175242890035796,0.7330314607982323,0.7118075948291352,0.8161427134397136,0.6869501943783204,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,PatchTST,6,60,11446,9,7414,1008,1008,3.491896867752075,0.7820505266961805,1.0672531501102869,0.772134078365151,0.46262014539333685,0.6411575766146764,0.8012557811177308,0.8537169140861146,1.0554020987531596,0.6467673395272286,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,PatchTST,6,60,11446,9,6406,1008,1008,4.622632026672363,0.7160786409438538,0.9982749266602112,0.8120818151200195,0.5350407263841579,0.6874894123198285,0.766935684780493,0.5367950780051094,0.7041304799723423,0.7602982329558555,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,PatchTST,6,60,11446,9,5398,1008,1008,1.6212241649627686,0.87875654569398,1.2058625590775536,0.7281121928791592,0.688731772983205,0.8788960597636317,0.6890794148066566,0.5655562139945055,0.7468116894117939,0.7249789289956248,AR-LeafParents-window,False
fold_1,AR_AirT_PAR_window,RF,6,60,11446,9,9430,1008,1008,0.3251361846923828,0.37021960569186113,0.5467979267646874,0.9410207763032251,0.3750304876867141,0.5211191450996555,0.8723692618964622,0.4928393109484887,0.7464697626844662,0.7046170299301118,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,RF,6,60,11446,9,8422,1008,1008,0.31157612800598145,0.3785696227773973,0.5507083509685754,0.9364089156071377,1.232600296178717,1.8888090077529622,-0.1313605625946399,1.0855172153839467,1.514488996396603,-0.07798686194969484,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,RF,6,60,11446,9,7414,1008,1008,0.29461193084716797,0.3907777288603093,0.5650449184027693,0.9361280116913857,0.5178480046395879,0.7055313585980453,0.7593435033301523,1.364912144765503,1.9676742864613415,-0.22781056487346207,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,RF,6,60,11446,9,6406,1008,1008,0.2780463695526123,0.3948555030768653,0.5729601659011824,0.9380961954328237,0.5342288702830351,0.6898442162815718,0.7653363563268429,0.5893935684508189,0.7847878731441851,0.7022378344874979,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,RF,6,60,11446,9,5398,1008,1008,0.27017641067504883,0.40581880862570646,0.5869397718632614,0.9355858636933025,0.7753354201263809,1.0100382526609517,0.5893705576272543,0.5723537959662884,0.749626418240085,0.7229019166632169,AR-LeafParents-window,False
fold_1,AR_AirT_PAR_window,Ridge,6,60,11446,9,9430,1008,1008,0.0009996891021728516,0.6863308943224862,0.9793223302650553,0.8108106661351391,0.4677319708357714,0.5565230390418653,0.8544381658085153,0.5298620876419516,0.6119583605348483,0.8014797757525137,AR-LeafParents-window,False
