fold,feature_set,model,horizon_steps,horizon_minutes,n,p,n_train,n_val,n_test,runtime_s,train_MAE,train_RMSE,train_R2,val_MAE,val_RMSE,val_R2,test_MAE,test_RMSE,test_R2,feature_display_name,main_manuscript_configuration
fold_4,TwoStage_CBF_AirT_PAR,TimeMixer,1,10,8427,5,6411,1008,1008,3.941288948059082,0.4101901738186822,0.6309849777775366,0.9248890093744011,0.21414757816879842,0.2947836238218983,0.9571500359775661,0.20856878742339113,0.2954792859530622,0.9577896426489653,Two-stage CBF,True
fold_5,TwoStage_CBF_AirT_PAR,TimeMixer,1,10,7419,5,5403,1008,1008,4.35210394859314,0.428075265896278,0.6653087239105948,0.9171806813433776,0.27358581381529934,0.36087224070512125,0.9475818856482257,0.22978963758579635,0.3160353286537347,0.9507490034519819,Two-stage CBF,True
fold_1,TwoStage_CBF_AirT_PAR,XGBoost,1,10,11451,5,9435,1008,1008,0.10184526443481445,0.24660213878734397,0.3913409525768729,0.969786325756771,0.18343388966151639,0.2466281626226449,0.971413133192453,0.17860486068422826,0.24797550951739664,0.9674029277750578,Two-stage CBF,True
fold_2,TwoStage_CBF_AirT_PAR,XGBoost,1,10,10443,5,8427,1008,1008,0.09666585922241211,0.2527235671603381,0.4011335923108929,0.966254185631085,0.3652933577128819,0.5091766810804891,0.917782937263259,0.32504649290962817,0.44283683681152486,0.9078344321558566,Two-stage CBF,True
fold_3,TwoStage_CBF_AirT_PAR,XGBoost,1,10,9435,5,7419,1008,1008,0.09304475784301758,0.25995338182457345,0.411430108424649,0.9661255637373034,0.22531298531426316,0.30957618252777336,0.9536659750432066,0.3942485609508696,0.5415970288118854,0.9069797522857217,Two-stage CBF,True
fold_4,TwoStage_CBF_AirT_PAR,XGBoost,1,10,8427,5,6411,1008,1008,0.10331916809082031,0.27033330408858025,0.4274166509023224,0.9655357903006404,0.20600363658218784,0.2841533414546535,0.9601847644247615,0.24214492865971152,0.3256555436382338,0.9487278064119442,Two-stage CBF,True
fold_5,TwoStage_CBF_AirT_PAR,XGBoost,1,10,7419,5,5403,1008,1008,0.09508061408996582,0.2851212094325059,0.4440095742636316,0.9631132929284144,0.32240484838800665,0.453434984424053,0.9172430472222431,0.22194819165285298,0.3025143080661217,0.954873090135253,Two-stage CBF,True
fold_1,TwoStage_CBF_AirT_PAR,iTransformer,1,10,11451,5,9435,1008,1008,10.699840068817139,0.39041439978452797,0.5926173749277518,0.9307146033454546,0.18870211041162888,0.2589509228756155,0.9684850843126704,0.2040303049390279,0.27145626384604027,0.9609374359261706,Two-stage CBF,True
fold_2,TwoStage_CBF_AirT_PAR,iTransformer,1,10,10443,5,8427,1008,1008,3.507129192352295,0.39797114151444796,0.6047129600821954,0.9233097064080411,0.3747218336377825,0.4816326515689832,0.9264374477611724,0.37503703026544477,0.4536328182808791,0.9032858195845399,Two-stage CBF,True
fold_3,TwoStage_CBF_AirT_PAR,iTransformer,1,10,9435,5,7419,1008,1008,6.9784369468688965,0.40584665101889283,0.623320765467068,0.9222495114239767,0.2500235179113963,0.3469811121066873,0.9417928123300494,0.33739260703798324,0.4428837660383047,0.9377979828998289,Two-stage CBF,True
fold_4,TwoStage_CBF_AirT_PAR,iTransformer,1,10,8427,5,6411,1008,1008,5.600104570388794,0.4359295397339954,0.6601512274113712,0.9177847616276117,0.2452421821866717,0.3290314674820692,0.9466150766299344,0.25924909041311733,0.3550194903027937,0.9390646458577133,Two-stage CBF,True
fold_5,TwoStage_CBF_AirT_PAR,iTransformer,1,10,7419,5,5403,1008,1008,4.707091808319092,0.4576403066098728,0.6922796253593982,0.910329763156184,0.3168519843351379,0.4402691693949886,0.9219790938254662,0.27145289955946494,0.36375067427573887,0.934754379024313,Two-stage CBF,True
fold_1,TwoStage_CBF_AirT_PAR_Residual,PatchTST,1,10,11451,11,9435,1008,1008,4.548206090927124,0.33645551571118815,0.5322988463510808,0.9441010054057429,0.16495249210842075,0.23677712189950895,0.973651208684078,0.18478689413222057,0.24711938373254974,0.9676276194782543,Two-stage CBF-residual,False
fold_2,TwoStage_CBF_AirT_PAR_Residual,PatchTST,1,10,10443,11,8427,1008,1008,6.378139019012451,0.34290826242983496,0.5356153361103315,0.9398344550580681,0.280913515545073,0.40562700337254753,0.9478230530315186,0.23905158603002152,0.318416263120809,0.9523490343820329,Two-stage CBF-residual,False
fold_3,TwoStage_CBF_AirT_PAR_Residual,PatchTST,1,10,9435,11,7419,1008,1008,8.060076236724854,0.34359098232150637,0.5476661303994317,0.9399778285523659,0.2029548343671422,0.28988457191316064,0.9593729628215075,0.30031035120525057,0.45067922305096947,0.9355890033330305,Two-stage CBF-residual,False
fold_4,TwoStage_CBF_AirT_PAR_Residual,PatchTST,1,10,8427,11,6411,1008,1008,9.770585060119629,0.3683937595627756,0.5798472764947475,0.9365702947318357,0.20538128841911468,0.2920424217464568,0.957943256949565,0.23441318602789013,0.32219717647524343,0.9498110155938814,Two-stage CBF-residual,False
fold_5,TwoStage_CBF_AirT_PAR_Residual,PatchTST,1,10,7419,11,5403,1008,1008,1.9191224575042725,0.47890366965481646,0.7323253573861962,0.8996555489753862,0.3884117346243221,0.5165358257801674,0.8926071572103077,0.32498868997765584,0.431743991006519,0.9080828905685252,Two-stage CBF-residual,False
fold_1,TwoStage_CBF_AirT_PAR_Residual,RF,1,10,11451,11,9435,1008,1008,0.3329765796661377,0.18221579839670127,0.30245599179042926,0.9819524883086201,0.17635233324257368,0.2424272485260758,0.9723787017001375,0.18778799991440792,0.2511827537131117,0.9665542725196626,Two-stage CBF-residual,False
fold_2,TwoStage_CBF_AirT_PAR_Residual,RF,1,10,10443,11,8427,1008,1008,0.3198730945587158,0.18576836622432175,0.3105005911796049,0.9797806723334469,0.42963279784135744,0.629047606566596,0.8745149540816894,0.38484096500691345,0.5312218945586996,0.8673726304858708,Two-stage CBF-residual,False
fold_3,TwoStage_CBF_AirT_PAR_Residual,RF,1,10,9435,11,7419,1008,1008,0.3034989833831787,0.1918063589173268,0.3207926110354025,0.9794065718445797,0.24851423808935055,0.3421238364847426,0.943411052821002,0.4897740690831069,0.6776476558137612,0.8543760436096515,Two-stage CBF-residual,False
fold_4,TwoStage_CBF_AirT_PAR_Residual,RF,1,10,8427,11,6411,1008,1008,0.2905573844909668,0.1994056838204027,0.33491212353943667,0.9788394384831299,0.22675832631837456,0.3020749672158761,0.9550040703746936,0.2946599179630349,0.38836279401563933,0.9270810878462084,Two-stage CBF-residual,False
fold_5,TwoStage_CBF_AirT_PAR_Residual,RF,1,10,7419,11,5403,1008,1008,0.2647824287414551,0.21226319958508708,0.35243165443364083,0.9767600583060976,0.39479751815498937,0.5812000162286927,0.8640354539553452,0.24406209534614734,0.32711204683048134,0.9472361068849007,Two-stage CBF-residual,False
fold_1,TwoStage_CBF_AirT_PAR_Residual,Ridge,1,10,11451,11,9435,1008,1008,0.001991748809814453,0.31581897664971303,0.5260117892171667,0.9454136692233965,0.19413215506173764,0.2540769218840592,0.969660273464252,0.23756664087960183,0.29852432817611885,0.9527588488816949,Two-stage CBF-residual,False
fold_2,TwoStage_CBF_AirT_PAR_Residual,Ridge,1,10,10443,11,8427,1008,1008,0.0019800662994384766,0.3304077918326172,0.545640529849549,0.93756112183775,0.2563892792964669,0.3384516536407559,0.9636739458399285,0.22442222905220477,0.2888573851794102,0.9607853652361454,Two-stage CBF-residual,False
fold_3,TwoStage_CBF_AirT_PAR_Residual,Ridge,1,10,9435,11,7419,1008,1008,0.002987384796142578,0.35105320789428984,0.5726470961007091,0.9343773050700238,0.19124710714284068,0.2761400532483533,0.9631341921020588,0.26449513544664977,0.3488412182355594,0.9614094885560205,Two-stage CBF-residual,False
fold_4,TwoStage_CBF_AirT_PAR_Residual,Ridge,1,10,8427,11,6411,1008,1008,0.002025127410888672,0.3789039988471577,0.6072460504779317,0.9304343499368262,0.18305634510304358,0.2631691483113135,0.96584819164265,0.19558173748312593,0.28000006909622815,0.9620963333236658,Two-stage CBF-residual,False
fold_5,TwoStage_CBF_AirT_PAR_Residual,Ridge,1,10,7419,11,5403,1008,1008,0.0010082721710205078,0.40936700079923216,0.6466536936415126,0.9217600179670721,0.2488021124478953,0.33025209711853115,0.9560998898751409,0.18982800458995203,0.26998581900233715,0.964056061565402,Two-stage CBF-residual,False
fold_1,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,1,10,11451,11,9435,1008,1008,4.048230409622192,0.38456637182597003,0.6008041314881417,0.9287870842764279,0.15335827221946105,0.2089747753029573,0.9794756714962122,0.18841666675749266,0.24072580942541574,0.9692810530800696,Two-stage CBF-residual,False
fold_2,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,1,10,10443,11,8427,1008,1008,3.0770390033721924,0.4015720646137589,0.6174278009973496,0.920050784098374,0.3172064417884463,0.4226422631015523,0.9433537986456406,0.27330969553145146,0.34316452745438164,0.9446540302736594,Two-stage CBF-residual,False
fold_3,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,1,10,9435,11,7419,1008,1008,5.544050216674805,0.39828178150286137,0.6192174781003539,0.9232697967340656,0.20427081326508462,0.2951612947251712,0.9578804463121865,0.3200748076514592,0.4220522403700813,0.9435118482297463,Two-stage CBF-residual,False
fold_4,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,1,10,8427,11,6411,1008,1008,3.28244686126709,0.4608616448922146,0.6919537332226268,0.9096725887571548,0.24954294207234864,0.34300446861599276,0.9419845973412259,0.29418540871332555,0.3835657109113132,0.9288713608704664,Two-stage CBF-residual,False
fold_5,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,1,10,7419,11,5403,1008,1008,5.072049140930176,0.45269745574843856,0.6902051532562539,0.9108663662523449,0.2900699674290428,0.38835455498884225,0.9392940516332547,0.23794799678540104,0.3331961808299684,0.9452550851787873,Two-stage CBF-residual,False
fold_1,TwoStage_CBF_AirT_PAR_Residual,XGBoost,1,10,11451,11,9435,1008,1008,0.1042628288269043,0.23271126239431122,0.36340708933707955,0.973945680330575,0.18587839156862282,0.25255601076065204,0.9700224151144899,0.18078682922181627,0.24895256878698777,0.9671455473829165,Two-stage CBF-residual,False
fold_2,TwoStage_CBF_AirT_PAR_Residual,XGBoost,1,10,10443,11,8427,1008,1008,0.10105204582214355,0.23615263905031586,0.37081269649671156,0.9711629361402933,0.3832367511779543,0.543044781363756,0.9064817794808266,0.3521057329480609,0.47978519767736955,0.8918130410490454,Two-stage CBF-residual,False
fold_3,TwoStage_CBF_AirT_PAR_Residual,XGBoost,1,10,9435,11,7419,1008,1008,0.1135103702545166,0.24169236832992474,0.37661294382177984,0.971616207676822,0.21312294952453123,0.2935203901234455,0.9583474591340686,0.4017853641510009,0.5642596952194169,0.8990321740019517,Two-stage CBF-residual,False
fold_4,TwoStage_CBF_AirT_PAR_Residual,XGBoost,1,10,8427,11,6411,1008,1008,0.12702178955078125,0.2530128775283013,0.3905517333631084,0.9712245191623242,0.20166739362888228,0.27784999046372855,0.9619316084785243,0.23847053981962651,0.3198571292537932,0.9505373913347397,Two-stage CBF-residual,False
fold_5,TwoStage_CBF_AirT_PAR_Residual,XGBoost,1,10,7419,11,5403,1008,1008,0.09649944305419922,0.26263944969129727,0.40108907889308393,0.9698999726167287,0.3205633763843701,0.46353889888117084,0.9135138009117627,0.2135547524659091,0.2916440601391245,0.9580579140265952,Two-stage CBF-residual,False
fold_1,TwoStage_CBF_AirT_PAR_Residual,iTransformer,1,10,11451,11,9435,1008,1008,8.297412157058716,0.5710738724115957,0.7997267296139896,0.8738241699080458,0.702599476329864,0.8958287433720029,0.6228351520887192,0.5821791872902522,0.7981062327266238,0.6623378223666785,Two-stage CBF-residual,False
fold_2,TwoStage_CBF_AirT_PAR_Residual,iTransformer,1,10,10443,11,8427,1008,1008,4.701958894729614,0.5497177021845455,0.7665999690878424,0.876752124345034,0.9655366984624711,1.258362587615071,0.49784644573907866,0.837525516010466,1.0179052584190937,0.5130370282257671,Two-stage CBF-residual,False
fold_3,TwoStage_CBF_AirT_PAR_Residual,iTransformer,1,10,9435,11,7419,1008,1008,4.44568657875061,0.594854277447104,0.8242811145040241,0.8640339016342017,0.5245736843334033,0.6976494552252407,0.7646904972638603,1.060594869492546,1.333492131259394,0.43609511079682495,Two-stage CBF-residual,False
fold_4,TwoStage_CBF_AirT_PAR_Residual,iTransformer,1,10,8427,11,6411,1008,1008,5.379818677902222,0.596290688797133,0.8259466786574949,0.8713026891563777,0.39770229623010755,0.4981527942400862,0.8776317085715626,0.5481701934148394,0.7221535403970962,0.7478702828089883,Two-stage CBF-residual,False
fold_5,TwoStage_CBF_AirT_PAR_Residual,iTransformer,1,10,7419,11,5403,1008,1008,2.4592158794403076,0.6499095341395885,0.9043198921244672,0.846986628346429,0.6248736626107012,0.8761295470673062,0.6910337118123708,0.4499418996965654,0.5631904241202766,0.8435936869158259,Two-stage CBF-residual,False
fold_1,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,1,10,11451,5,9435,1008,1008,0.08850765228271484,0.3243299607384074,0.5334106081205013,0.9438672597752402,0.18614538577389633,0.24001772760109802,0.9729250375682342,0.2077096294823957,0.2536014863318254,0.9659070484484923,Two-stage CBF-validation,False
fold_2,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,1,10,10443,5,8427,1008,1008,0.09505224227905273,0.3423239165394896,0.5558347343629603,0.9352062355641224,0.24048291146528075,0.302805262011318,0.9709228537308189,0.2247325262747248,0.2790672592130793,0.9633984904343548,Two-stage CBF-validation,False
fold_3,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,1,10,9435,5,7419,1008,1008,0.321826696395874,0.3589310181029839,0.5729345013164117,0.9343114179370635,0.19631861572405718,0.278322759836666,0.9625490885554958,0.2812166348861447,0.3488153152610375,0.9614152193691803,Two-stage CBF-validation,False
fold_4,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,1,10,8427,5,6411,1008,1008,0.16500544548034668,0.27028433944802216,0.42411601523272074,0.9660660203684596,0.20721250068153224,0.28650891867290207,0.9595219068060069,0.24881705170585988,0.33325362395582814,0.9463073661004776,Two-stage CBF-validation,False
fold_5,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,1,10,7419,5,5403,1008,1008,0.0030002593994140625,0.4233096172534919,0.6612333101975615,0.9181922094049118,0.24521456693057989,0.329280827783394,0.9563577300577086,0.21040838449226812,0.29987757604158605,0.9556563193182797,Two-stage CBF-validation,False
fold_1,AR-LeafParents,PatchTST,3,30,11451,3,9435,1008,1008,2.909907817840576,0.4869320287386188,0.7480087248779868,0.8896159628009469,0.22209002411554726,0.29212481285272146,0.9598931902730387,0.2071386811846778,0.2773892212433004,0.9592112708013053,AR-LeafParents,True
fold_2,AR-LeafParents,PatchTST,3,30,11451,3,8427,1008,1008,3.1409945487976074,0.49877715168266545,0.7619570366114153,0.8782405113002182,0.48131293803926495,0.6140025733854602,0.8804456650055741,0.45518025322565947,0.5459766752135835,0.8599028171542071,AR-LeafParents,True
fold_3,AR-LeafParents,PatchTST,3,30,11451,3,7419,1008,1008,2.2812390327453613,0.5272188828153926,0.8074652029987951,0.8695249211918097,0.30524466783821985,0.4232134217564493,0.9134067954113303,0.49380964687892354,0.6234544905920475,0.8767365099103875,AR-LeafParents,True
fold_4,AR-LeafParents,PatchTST,3,30,11451,3,6411,1008,1008,2.1225900650024414,0.5730540844034073,0.8493891420573914,0.8638935019000018,0.33538615902895647,0.4630788512535575,0.8942565077020114,0.32803028960887526,0.43972997192690627,0.9065160437825844,AR-LeafParents,True
fold_5,AR-LeafParents,PatchTST,3,30,11451,3,5403,1008,1008,1.866851568222046,0.6118082765073103,0.9128807306981255,0.8440758817266117,0.4285464146925113,0.5684855689041861,0.8699191606463198,0.3322738533423692,0.45551912634780695,0.897680834714907,AR-LeafParents,True
fold_1,AR-LeafParents,RF,3,30,11451,3,9435,1008,1008,0.2648019790649414,0.3248573579150825,0.5025061969008641,0.9501832041898638,0.3301533605219551,0.43549288628801697,0.9108660087501985,0.3861616311317493,0.49792285423565746,0.8685728370420677,AR-LeafParents,True
fold_2,AR-LeafParents,RF,3,30,11451,3,8427,1008,1008,0.24808502197265625,0.33020158628059876,0.5096390186336472,0.9455287691233277,0.7051120108178522,0.9615197518226549,0.7068152575559885,0.7274821025585396,0.9179700550127947,0.6039607293521227,AR-LeafParents,True
fold_3,AR-LeafParents,RF,3,30,11451,3,7419,1008,1008,0.26482629776000977,0.3437185785456696,0.5283825170113547,0.9441302388356018,0.4111536735873217,0.5351147827718868,0.8615608753424776,0.7782036846356323,1.0078920504764206,0.6778538206168038,AR-LeafParents,True
fold_4,AR-LeafParents,RF,3,30,11451,3,6411,1008,1008,0.23366928100585938,0.3571013853733127,0.5481540067417328,0.9433146756491119,0.41608201321643196,0.5445554636834936,0.8537728571244487,0.4889665217084666,0.6159296719739163,0.8165882308323952,AR-LeafParents,True
fold_5,AR-LeafParents,RF,3,30,11451,3,5403,1008,1008,0.23357462882995605,0.3748710563282165,0.5736064732426022,0.938437917234721,0.5652811202636712,0.7476655396080077,0.7749965538077754,0.4480841447077232,0.6000352820624885,0.8224595443695668,AR-LeafParents,True
fold_1,AR-LeafParents,Ridge,3,30,11451,3,9435,1008,1008,0.000985860824584961,0.4944526904219201,0.7468190722954265,0.8899667988921757,0.3094316017283757,0.37600070998397944,0.9335555741095445,0.3388990387350053,0.4015328942025747,0.9145320533033711,AR-LeafParents,True
fold_2,AR-LeafParents,Ridge,3,30,11451,3,8427,1008,1008,0.0010004043579101562,0.5189275127926442,0.7751233690722228,0.8739962388841072,0.39530229289177743,0.47999592875159725,0.9269365706022785,0.3749948961179768,0.44323692941935255,0.9076678181027252,AR-LeafParents,True
fold_3,AR-LeafParents,Ridge,3,30,11451,3,7419,1008,1008,0.0010004043579101562,0.5481882664985848,0.8101135307173395,0.8686676522481509,0.32628703485201965,0.44425220604436905,0.9045833569019618,0.4182904328512245,0.5020889914109411,0.9200559135489239,AR-LeafParents,True
fold_4,AR-LeafParents,Ridge,3,30,11451,3,6411,1008,1008,0.0,0.5804550779160019,0.8495532155954441,0.8638409143863737,0.35678278187897455,0.4930463484980095,0.8801275868091413,0.3376242932063803,0.4539062953716054,0.9003912799600398,AR-LeafParents,True
fold_5,AR-LeafParents,Ridge,3,30,11451,3,5403,1008,1008,0.0010373592376708984,0.6208139839776758,0.8981944063229386,0.8490525054050791,0.4008855168656935,0.5217363453038129,0.8904337936240732,0.36611000855517584,0.5011867620990959,0.876136616946636,AR-LeafParents,True
fold_1,AR-LeafParents,TimeMixer,3,30,11451,3,9435,1008,1008,2.529956340789795,0.49586997137549793,0.7514914920302728,0.8885856622797914,0.24712937559400275,0.3146272110187051,0.9534763495140592,0.25441048478323297,0.3133544426952098,0.9479485628378429,AR-LeafParents,True
fold_2,AR-LeafParents,TimeMixer,3,30,11451,3,8427,1008,1008,1.8544871807098389,0.5299114399503987,0.7844082541228918,0.8709594642404688,0.5003466952036296,0.6006897295166017,0.8855738308715856,0.48203714575086315,0.5505895499097617,0.8575254965951342,AR-LeafParents,True
fold_3,AR-LeafParents,TimeMixer,3,30,11451,3,7419,1008,1008,3.781967878341675,0.5285295605028957,0.790510672172434,0.8749466267823246,0.3193328188768589,0.4322287454240338,0.9096782715686373,0.6495711730775379,0.8412279475135002,0.7755847682839767,AR-LeafParents,True
fold_4,AR-LeafParents,TimeMixer,3,30,11451,3,6411,1008,1008,2.8363380432128906,0.5620300405507153,0.8323192629593446,0.8693091020298787,0.34046360275732784,0.4675090844472157,0.892223552730137,0.323096091374248,0.4431901213301216,0.9050390413895355,AR-LeafParents,True
fold_5,AR-LeafParents,TimeMixer,3,30,11451,3,5403,1008,1008,3.1031057834625244,0.5873139166126772,0.8663068376839033,0.859580086420312,0.42587790119834595,0.5619717352437937,0.8728830724058732,0.3586516538751188,0.49065908213696585,0.8812855898563647,AR-LeafParents,True
fold_1,AR-LeafParents,XGBoost,3,30,11451,3,9435,1008,1008,0.09350848197937012,0.39408565526736355,0.6034378223874538,0.9281613765711363,0.3174840319345867,0.42540991083104657,0.9149456695192444,0.3188899011460561,0.4452663724067785,0.8949004619930951,AR-LeafParents,True
fold_2,AR-LeafParents,XGBoost,3,30,11451,3,8427,1008,1008,0.09050965309143066,0.4067962337351746,0.61709960583183,0.9201357558875212,0.6308911568777901,0.8836742368612523,0.7523665362095092,0.647456973545135,0.8327611076961932,0.674071684787243,AR-LeafParents,True
fold_3,AR-LeafParents,XGBoost,3,30,11451,3,7419,1008,1008,0.09807348251342773,0.42328274917896996,0.6342754112484337,0.9194926211344966,0.3721376032299465,0.4939553171170706,0.8820385026664049,0.7044485785469176,0.9428437514120405,0.7180939478126215,AR-LeafParents,True
fold_4,AR-LeafParents,XGBoost,3,30,11451,3,6411,1008,1008,0.08504295349121094,0.44288557809273316,0.6594050419601493,0.917970516468961,0.38575783202257097,0.5115131090642556,0.8709799245875672,0.43595382705567365,0.5667628889353533,0.8447013223151635,AR-LeafParents,True
fold_5,AR-LeafParents,XGBoost,3,30,11451,3,5403,1008,1008,0.09250688552856445,0.4598446314774626,0.6784247625088673,0.9138830580432611,0.5568233342524855,0.8015845990986651,0.7413734119113462,0.39994601153822795,0.5328201095487723,0.8600074353630223,AR-LeafParents,True
fold_1,AR-LeafParents,iTransformer,3,30,11451,3,9435,1008,1008,11.914391040802002,0.5894182981945653,0.830813834896633,0.8638240584973926,0.46962580082908517,0.7050686309781868,0.7663617151744581,0.4124985260433622,0.6465542073507661,0.7783994180899025,AR-LeafParents,True
fold_2,AR-LeafParents,iTransformer,3,30,11451,3,8427,1008,1008,3.0762763023376465,0.643508571574996,0.8971323776108645,0.8312068146619208,0.9182162985726008,1.159854499043297,0.5733890796468497,0.911613668941316,1.0790179133432,0.4528095203100869,AR-LeafParents,True
fold_3,AR-LeafParents,iTransformer,3,30,11451,3,7419,1008,1008,2.177001476287842,0.6991550882735307,0.9726045516585607,0.8106991642002623,0.48642304874601805,0.637877090409459,0.8032843300064829,0.9562963385052149,1.145211141964235,0.5840931485354912,AR-LeafParents,True
fold_4,AR-LeafParents,iTransformer,3,30,11451,3,6411,1008,1008,3.4141595363616943,0.6913297278898298,0.9592345847801886,0.8264138354157069,0.4385846799012845,0.5601798533512177,0.8452613776828746,0.5041157595965327,0.664246538310822,0.7866839433387943,AR-LeafParents,True
fold_5,AR-LeafParents,iTransformer,3,30,11451,3,5403,1008,1008,2.837158441543579,0.692637553717813,0.956271566330024,0.8289009089847076,0.6561952823724349,0.8349190737377162,0.7194158032428942,0.46986772834939294,0.6207185756874193,0.8100089077665021,AR-LeafParents,True
fold_1,AR_AirT,PatchTST,3,30,11449,4,9433,1008,1008,5.746595621109009,0.48962145610286106,0.7492658063401818,0.889249496153862,0.16734783104487833,0.23053909004374204,0.9750212689120362,0.19244924181983594,0.24831979528006248,0.9673123502932768,AR-AirT,True
fold_2,AR_AirT,PatchTST,3,30,11449,4,8425,1008,1008,2.099026679992676,0.5307008421839576,0.8119188968786694,0.8617606903106547,0.3213237014649405,0.4246764671159788,0.9428072028848187,0.2759448627441648,0.38312711002453637,0.9310130426892785,AR-AirT,True
fold_3,AR_AirT,PatchTST,3,30,11449,4,7417,1008,1008,2.171989679336548,0.5452083460199865,0.8354045446002144,0.860356921166797,0.30040877364930646,0.43154115353153083,0.9099654116108515,0.3473773232717361,0.43771192175387613,0.939242248077979,AR-AirT,True
fold_4,AR_AirT,PatchTST,3,30,11449,4,6409,1008,1008,3.8404147624969482,0.5493659763766916,0.8384444620247307,0.8674025220508433,0.3196025559511134,0.4580498218481841,0.8965407818838569,0.32036382410261355,0.4384092275159092,0.9070767651329867,AR-AirT,True
fold_5,AR_AirT,PatchTST,3,30,11449,4,5401,1008,1008,4.074153423309326,0.5737373756791961,0.8818073956855484,0.8545491496428556,0.3402770099301431,0.4935958330216648,0.9019342371853742,0.3547285432916469,0.4886127719727949,0.8822737298760572,AR-AirT,True
fold_1,AR_AirT,RF,3,30,11449,4,9433,1008,1008,0.29567551612854004,0.3176604331639797,0.4985192546531162,0.9509727247201254,0.2968345383403798,0.38177433964823987,0.9314993499923566,0.2510639619322334,0.3399639375765063,0.9387329861086273,AR-AirT,True
fold_2,AR_AirT,RF,3,30,11449,4,8425,1008,1008,0.2766895294189453,0.33098280471285096,0.5128430651210661,0.9448462264161146,0.5408088507869617,0.7764904836838259,0.8087958912295831,0.5351111344955986,0.7609789504699521,0.727838612065381,AR-AirT,True
fold_3,AR_AirT,RF,3,30,11449,4,7417,1008,1008,0.2655527591705322,0.3431583252751699,0.5290438903189464,0.9439972755767118,0.37471006655931016,0.522938739351933,0.8677893079913147,0.6201296713399679,0.8708589752569158,0.7594969382042371,AR-AirT,True
fold_4,AR_AirT,RF,3,30,11449,4,6409,1008,1008,0.27935314178466797,0.35516396049064486,0.548393929831048,0.9432753348969679,0.34564139913355424,0.4827993913675258,0.8850584147083926,0.38878455891743363,0.5409930159243039,0.8585026637248121,AR-AirT,True
fold_5,AR_AirT,RF,3,30,11449,4,5401,1008,1008,0.2519207000732422,0.38002381024523285,0.5773559031225544,0.9376471926242926,0.485922032124475,0.6357432131485411,0.8373185979488793,0.35358499679379346,0.4908035067186979,0.8812156928423474,AR-AirT,True
fold_1,AR_AirT,Ridge,3,30,11449,4,9433,1008,1008,0.000997304916381836,0.49581382626693665,0.7647638893349665,0.8846205059753716,0.2691701770548892,0.33558479378343076,0.9470719650282011,0.25994468708564356,0.32761881874589066,0.9431017783994776,AR-AirT,True
fold_2,AR_AirT,Ridge,3,30,11449,4,8425,1008,1008,0.0,0.5229625050409448,0.798202161939668,0.8663921248936554,0.32304001675426613,0.4061622327254748,0.9476852660593325,0.3071555463484608,0.3749827999289633,0.9339148441712536,AR-AirT,True
fold_3,AR_AirT,Ridge,3,30,11449,4,7417,1008,1008,0.0,0.5512284804708764,0.8335551818501381,0.8609745018608165,0.337876916245444,0.4665693573111459,0.8947559936769004,0.34385932662217855,0.42798287771894084,0.9419131621918633,AR-AirT,True
fold_4,AR_AirT,Ridge,3,30,11449,4,6409,1008,1008,0.0009982585906982422,0.5835995690679076,0.8738792741323728,0.8559578678825255,0.3651006588254492,0.5111665206277604,0.8711547068791988,0.3499038960063779,0.4768985485596278,0.89004450233819,AR-AirT,True
fold_5,AR_AirT,Ridge,3,30,11449,4,5401,1008,1008,0.0,0.624461534838801,0.9254540944328993,0.8397940826243243,0.3916448370031027,0.5190964476376984,0.8915397614690015,0.37083889341341075,0.5147369331082882,0.8693484952313055,AR-AirT,True
fold_1,AR_AirT,TimeMixer,3,30,11449,4,9433,1008,1008,3.6090002059936523,0.5054392655531378,0.7850881775165537,0.8784063882774589,0.2065822535469418,0.28861900221246223,0.9608500632092414,0.1908362493060884,0.2570155419622539,0.9649829315765327,AR-AirT,True
fold_2,AR_AirT,TimeMixer,3,30,11449,4,8425,1008,1008,2.1308040618896484,0.5492015283391957,0.8317305635502278,0.8549320148727296,0.2779565943611992,0.3788560040199835,0.9544830352519661,0.24194196345314137,0.32439061838530037,0.9505441358777664,AR-AirT,True
fold_3,AR_AirT,TimeMixer,3,30,11449,4,7417,1008,1008,1.0563304424285889,0.6355313145890233,0.9623194378625811,0.8147047591869528,0.34169318457579667,0.48618588246670025,0.8857201569960313,0.27393635522751575,0.3758187721026436,0.955209915278104,AR-AirT,True
fold_4,AR_AirT,TimeMixer,3,30,11449,4,6409,1008,1008,5.866947889328003,0.5536767095978257,0.8455725804296563,0.8651383571686502,0.32517747616641735,0.475690618067302,0.8884183120646089,0.3055506077158748,0.43253475579781553,0.9095503338954912,AR-AirT,True
