split,bridge_variable,bridge_variable_full,horizon_steps,horizon_minutes,stageA_model,stageA_runtime_s,MAE,RMSE,R2,fold,final_model,feature_set,stageB_model_selected
train,PAR,compartment/par,1,10,Ridge,0.0,48.97082179349063,90.09112466678765,0.6754562381099017,fold_5,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
val,PAR,compartment/par,1,10,Ridge,0.0,29.73802928728179,52.85192487537368,0.7227654201398002,fold_5,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
test,PAR,compartment/par,1,10,Ridge,0.0,30.107125991746496,56.746705004764074,0.6450458376969304,fold_5,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
train,Air_T,compartment/air_temperature,1,10,Ridge,0.0009980201721191406,0.3803823530871426,0.5356331713309558,0.9457790852915273,fold_4,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
val,Air_T,compartment/air_temperature,1,10,Ridge,0.0009980201721191406,0.30745809068918617,0.4336223445582701,0.9178152279134802,fold_4,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
test,Air_T,compartment/air_temperature,1,10,Ridge,0.0009980201721191406,0.33521522933899633,0.4807113264249567,0.9193486542083507,fold_4,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
train,PAR,compartment/par,1,10,Ridge,0.0009992122650146484,45.64542897110024,85.29939466446959,0.6813455272104045,fold_4,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
val,PAR,compartment/par,1,10,Ridge,0.0009992122650146484,29.215256207620133,56.23312985252143,0.6514416529994469,fold_4,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
test,PAR,compartment/par,1,10,Ridge,0.0009992122650146484,23.091999480132834,41.7279698716523,0.8117057175891027,fold_4,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
train,Air_T,compartment/air_temperature,1,10,Ridge,0.0010428428649902344,0.37043316132175846,0.5227387429419129,0.9444993586444163,fold_3,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
val,Air_T,compartment/air_temperature,1,10,Ridge,0.0010428428649902344,0.32916789475444636,0.4758058072811835,0.9209863025030128,fold_3,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
test,Air_T,compartment/air_temperature,1,10,Ridge,0.0010428428649902344,0.293777371584017,0.4231141309035124,0.9588261469879669,fold_3,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
train,PAR,compartment/par,1,10,Ridge,0.0010046958923339844,43.246403863689366,81.93162010096418,0.6820416739650786,fold_3,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
val,PAR,compartment/par,1,10,Ridge,0.0010046958923339844,22.864246198744183,41.33864036877181,0.8152029655367579,fold_3,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
test,PAR,compartment/par,1,10,Ridge,0.0010046958923339844,18.576619840307405,28.605903199452545,0.9124048563154611,fold_3,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
train,Air_T,compartment/air_temperature,1,10,Ridge,0.0010139942169189453,0.36432763202034585,0.5168988473176838,0.9430653029953848,fold_2,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
val,Air_T,compartment/air_temperature,1,10,Ridge,0.0010139942169189453,0.29534047043566114,0.4219909194753962,0.9590444595169574,fold_2,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
test,Air_T,compartment/air_temperature,1,10,Ridge,0.0010139942169189453,0.24564242451146923,0.36651508855957576,0.9545808178398137,fold_2,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
train,PAR,compartment/par,1,10,Ridge,0.0010151863098144531,40.479013981392534,78.18577140380917,0.6903556967270266,fold_2,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
val,PAR,compartment/par,1,10,Ridge,0.0010151863098144531,17.995993316181103,28.087811030622944,0.9155490597521861,fold_2,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
test,PAR,compartment/par,1,10,Ridge,0.0010151863098144531,15.622660524619198,25.723423120242867,0.906393452012318,fold_2,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
train,Air_T,compartment/air_temperature,1,10,Ridge,0.0,0.35679112764888604,0.5073820284541267,0.9472724676213949,fold_1,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
val,Air_T,compartment/air_temperature,1,10,Ridge,0.0,0.24427372227729996,0.3646130209569273,0.9550510096099011,fold_1,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
test,Air_T,compartment/air_temperature,1,10,Ridge,0.0,0.29560394639381654,0.3863380185488484,0.9371485301388609,fold_1,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
train,PAR,compartment/par,1,10,Ridge,0.0010008811950683594,37.60580415230089,74.44612708291511,0.7028517773941245,fold_1,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
val,PAR,compartment/par,1,10,Ridge,0.0010008811950683594,15.118308130094666,25.37796740740571,0.9088907697613913,fold_1,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
test,PAR,compartment/par,1,10,Ridge,0.0010008811950683594,15.337720013102375,25.8410725694965,0.9008863415049139,fold_1,TimeMixer,TwoStage_CBF_AirT_PAR_Residual,
train,Air_T,compartment/air_temperature,1,10,Ridge,0.0009996891021728516,0.3860891402600663,0.5404756879116898,0.941334451587442,fold_5,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
val,Air_T,compartment/air_temperature,1,10,Ridge,0.0009996891021728516,0.3740025443327135,0.5176328556445511,0.9206881424050383,fold_5,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
test,Air_T,compartment/air_temperature,1,10,Ridge,0.0009996891021728516,0.3074566175712704,0.4331213278519793,0.9180050343500862,fold_5,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
train,PAR,compartment/par,1,10,Ridge,0.0010006427764892578,48.97082179349063,90.09112466678765,0.6754562381099017,fold_5,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
val,PAR,compartment/par,1,10,Ridge,0.0010006427764892578,29.73802928728179,52.85192487537368,0.7227654201398002,fold_5,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
test,PAR,compartment/par,1,10,Ridge,0.0010006427764892578,30.107125991746496,56.746705004764074,0.6450458376969304,fold_5,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
train,Air_T,compartment/air_temperature,1,10,Ridge,0.0010001659393310547,0.3803823530871426,0.5356331713309558,0.9457790852915273,fold_4,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,XGBoost
val,Air_T,compartment/air_temperature,1,10,Ridge,0.0010001659393310547,0.30745809068918617,0.4336223445582701,0.9178152279134802,fold_4,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,XGBoost
test,Air_T,compartment/air_temperature,1,10,Ridge,0.0010001659393310547,0.33521522933899633,0.4807113264249567,0.9193486542083507,fold_4,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,XGBoost
train,PAR,compartment/par,1,10,XGBoost,0.08150815963745117,34.440949656402815,72.2401501813297,0.7714478027607476,fold_4,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,XGBoost
val,PAR,compartment/par,1,10,XGBoost,0.08150815963745117,23.450050730908675,54.328021158815716,0.6746590370223986,fold_4,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,XGBoost
test,PAR,compartment/par,1,10,XGBoost,0.08150815963745117,18.8043279918502,39.83595982979057,0.8283937140602583,fold_4,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,XGBoost
train,Air_T,compartment/air_temperature,1,10,XGBoost,0.10350847244262695,0.30262641389987943,0.425506078014534,0.9632260603092725,fold_3,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
val,Air_T,compartment/air_temperature,1,10,XGBoost,0.10350847244262695,0.3397007998966035,0.47263859821789644,0.9220347133831748,fold_3,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
test,Air_T,compartment/air_temperature,1,10,XGBoost,0.10350847244262695,0.37304562670843944,0.4966154152396914,0.9432786129512776,fold_3,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
train,PAR,compartment/par,1,10,RF,0.21731805801391602,27.390084172818035,60.007069892843965,0.8294420534735667,fold_3,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
val,PAR,compartment/par,1,10,RF,0.21731805801391602,19.665051636561337,40.04518694500157,0.8265863531770646,fold_3,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
test,PAR,compartment/par,1,10,RF,0.21731805801391602,12.757367876963484,27.167913401209088,0.9209901443302294,fold_3,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
train,Air_T,compartment/air_temperature,1,10,Ridge,0.0010001659393310547,0.36432763202034585,0.5168988473176838,0.9430653029953848,fold_2,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
val,Air_T,compartment/air_temperature,1,10,Ridge,0.0010001659393310547,0.29534047043566114,0.4219909194753962,0.9590444595169574,fold_2,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
test,Air_T,compartment/air_temperature,1,10,Ridge,0.0010001659393310547,0.24564242451146923,0.36651508855957576,0.9545808178398137,fold_2,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
train,PAR,compartment/par,1,10,XGBoost,0.09305310249328613,30.687054009295817,67.1091080100428,0.7718762109907886,fold_2,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
val,PAR,compartment/par,1,10,XGBoost,0.09305310249328613,11.732656279135318,24.57434659372369,0.9353553395818702,fold_2,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
test,PAR,compartment/par,1,10,XGBoost,0.09305310249328613,9.575487062867198,23.499704247909072,0.9218779735915394,fold_2,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
train,Air_T,compartment/air_temperature,1,10,Ridge,0.00099945068359375,0.35679112764888604,0.5073820284541267,0.9472724676213949,fold_1,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
val,Air_T,compartment/air_temperature,1,10,Ridge,0.00099945068359375,0.24427372227729996,0.3646130209569273,0.9550510096099011,fold_1,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
test,Air_T,compartment/air_temperature,1,10,Ridge,0.00099945068359375,0.29560394639381654,0.3863380185488484,0.9371485301388609,fold_1,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
train,PAR,compartment/par,1,10,XGBoost,0.08650779724121094,28.424835736800834,63.9770396296418,0.7805491845663362,fold_1,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
val,PAR,compartment/par,1,10,XGBoost,0.08650779724121094,8.765410910523126,22.09392262964053,0.9309451216593745,fold_1,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
test,PAR,compartment/par,1,10,XGBoost,0.08650779724121094,9.986966411627474,23.47204996217497,0.9182261439063303,fold_1,ValidationSelected,TwoStage_CBF_AirT_PAR_ValidationSelected,Ridge
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0,0.5910424594540602,0.7907898988602262,0.8744520655353318,fold_5,Ridge,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0,0.6013616733763139,0.8105033208720863,0.8055517449898862,fold_5,Ridge,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0,0.4866111148098333,0.6706621728664952,0.8034035497917036,fold_5,Ridge,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0,63.20258552637565,105.63520322424567,0.5538015863018528,fold_5,Ridge,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0,41.337833367969125,65.73761298352679,0.571102374403589,fold_5,Ridge,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0,41.55315356999716,66.93573709620966,0.5061363350145063,fold_5,Ridge,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0009999275207519531,0.5872943918075433,0.7919750406799214,0.8814919587806643,fold_4,Ridge,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0009999275207519531,0.48084888695849,0.6683917611310466,0.8047323838210493,fold_4,Ridge,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0009999275207519531,0.5154868350389513,0.734509916530877,0.811705239412724,fold_4,Ridge,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0,59.33011933565546,100.38710157025395,0.5586453986156459,fold_4,Ridge,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0,40.209341351077605,66.13894872556834,0.5178240445770863,fold_4,Ridge,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0,34.598476562038556,57.466839777814094,0.6428774692652118,fold_4,Ridge,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0,0.5730593749862535,0.776052572429068,0.8777006018839254,fold_3,Ridge,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0,0.5128949773814667,0.7299203655367381,0.8140509898668973,fold_3,Ridge,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0,0.4962894967444617,0.695445653563313,0.8887672064506155,fold_3,Ridge,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0009999275207519531,56.415482522610716,96.39649121959596,0.5598562930577686,fold_3,Ridge,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0009999275207519531,34.18214364244447,56.93974782087565,0.6493985569787162,fold_3,Ridge,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0009999275207519531,28.98607265465326,43.31538930799362,0.7991586443428893,fold_3,Ridge,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0010004043579101562,0.5644405291530243,0.769889352543035,0.8737155370990141,fold_2,Ridge,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0010004043579101562,0.4935349961220044,0.689808540940475,0.8905631498090544,fold_2,Ridge,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0010004043579101562,0.40886311130297937,0.565491993652961,0.8918793832551587,fold_2,Ridge,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0,53.384271157505445,92.55394079231188,0.5660843665200226,fold_2,Ridge,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0,28.30712737243604,42.74337074950885,0.8044281988804698,fold_2,Ridge,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0,23.553886641625468,36.96889241483669,0.8066600573210605,fold_2,Ridge,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0009961128234863281,0.556483559983527,0.7611502111452152,0.8813548690355724,fold_1,Ridge,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0009961128234863281,0.405036613622282,0.5599602717767607,0.8939843391942984,fold_1,Ridge,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0009961128234863281,0.4715357942658052,0.598991141315987,0.8489150025656054,fold_1,Ridge,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0010094642639160156,50.131987274721396,88.55875708675312,0.5795034054548402,fold_1,Ridge,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0010094642639160156,22.877502389921546,36.62326730180318,0.8102582593648233,fold_1,Ridge,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0010094642639160156,23.14840365565132,37.403865638314144,0.7923435561871232,fold_1,Ridge,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0010006427764892578,0.5910424594540602,0.7907898988602262,0.8744520655353318,fold_5,RF,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0010006427764892578,0.6013616733763139,0.8105033208720863,0.8055517449898862,fold_5,RF,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0010006427764892578,0.4866111148098333,0.6706621728664952,0.8034035497917036,fold_5,RF,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0,63.20258552637565,105.63520322424567,0.5538015863018528,fold_5,RF,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0,41.337833367969125,65.73761298352679,0.571102374403589,fold_5,RF,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0,41.55315356999716,66.93573709620966,0.5061363350145063,fold_5,RF,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0010004043579101562,0.5872943918075433,0.7919750406799214,0.8814919587806643,fold_4,RF,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0010004043579101562,0.48084888695849,0.6683917611310466,0.8047323838210493,fold_4,RF,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0010004043579101562,0.5154868350389513,0.734509916530877,0.811705239412724,fold_4,RF,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.001001596450805664,59.33011933565546,100.38710157025395,0.5586453986156459,fold_4,RF,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.001001596450805664,40.209341351077605,66.13894872556834,0.5178240445770863,fold_4,RF,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.001001596450805664,34.598476562038556,57.466839777814094,0.6428774692652118,fold_4,RF,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0,0.5730593749862535,0.776052572429068,0.8777006018839254,fold_3,RF,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0,0.5128949773814667,0.7299203655367381,0.8140509898668973,fold_3,RF,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0,0.4962894967444617,0.695445653563313,0.8887672064506155,fold_3,RF,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0010013580322265625,56.415482522610716,96.39649121959596,0.5598562930577686,fold_3,RF,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0010013580322265625,34.18214364244447,56.93974782087565,0.6493985569787162,fold_3,RF,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0010013580322265625,28.98607265465326,43.31538930799362,0.7991586443428893,fold_3,RF,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0010001659393310547,0.5644405291530243,0.769889352543035,0.8737155370990141,fold_2,RF,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0010001659393310547,0.4935349961220044,0.689808540940475,0.8905631498090544,fold_2,RF,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0010001659393310547,0.40886311130297937,0.565491993652961,0.8918793832551587,fold_2,RF,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.001001596450805664,53.384271157505445,92.55394079231188,0.5660843665200226,fold_2,RF,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.001001596450805664,28.30712737243604,42.74337074950885,0.8044281988804698,fold_2,RF,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.001001596450805664,23.553886641625468,36.96889241483669,0.8066600573210605,fold_2,RF,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.000997781753540039,0.556483559983527,0.7611502111452152,0.8813548690355724,fold_1,RF,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.000997781753540039,0.405036613622282,0.5599602717767607,0.8939843391942984,fold_1,RF,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.000997781753540039,0.4715357942658052,0.598991141315987,0.8489150025656054,fold_1,RF,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.000997781753540039,50.131987274721396,88.55875708675312,0.5795034054548402,fold_1,RF,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.000997781753540039,22.877502389921546,36.62326730180318,0.8102582593648233,fold_1,RF,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.000997781753540039,23.14840365565132,37.403865638314144,0.7923435561871232,fold_1,RF,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.00099945068359375,0.5910424594540602,0.7907898988602262,0.8744520655353318,fold_5,XGBoost,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.00099945068359375,0.6013616733763139,0.8105033208720863,0.8055517449898862,fold_5,XGBoost,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.00099945068359375,0.4866111148098333,0.6706621728664952,0.8034035497917036,fold_5,XGBoost,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0,63.20258552637565,105.63520322424567,0.5538015863018528,fold_5,XGBoost,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0,41.337833367969125,65.73761298352679,0.571102374403589,fold_5,XGBoost,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0,41.55315356999716,66.93573709620966,0.5061363350145063,fold_5,XGBoost,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0010001659393310547,0.5872943918075433,0.7919750406799214,0.8814919587806643,fold_4,XGBoost,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0010001659393310547,0.48084888695849,0.6683917611310466,0.8047323838210493,fold_4,XGBoost,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0010001659393310547,0.5154868350389513,0.734509916530877,0.811705239412724,fold_4,XGBoost,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0009999275207519531,59.33011933565546,100.38710157025395,0.5586453986156459,fold_4,XGBoost,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0009999275207519531,40.209341351077605,66.13894872556834,0.5178240445770863,fold_4,XGBoost,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0009999275207519531,34.598476562038556,57.466839777814094,0.6428774692652118,fold_4,XGBoost,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0009996891021728516,0.5730593749862535,0.776052572429068,0.8777006018839254,fold_3,XGBoost,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0009996891021728516,0.5128949773814667,0.7299203655367381,0.8140509898668973,fold_3,XGBoost,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0009996891021728516,0.4962894967444617,0.695445653563313,0.8887672064506155,fold_3,XGBoost,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0010008811950683594,56.415482522610716,96.39649121959596,0.5598562930577686,fold_3,XGBoost,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0010008811950683594,34.18214364244447,56.93974782087565,0.6493985569787162,fold_3,XGBoost,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0010008811950683594,28.98607265465326,43.31538930799362,0.7991586443428893,fold_3,XGBoost,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0009999275207519531,0.5644405291530243,0.769889352543035,0.8737155370990141,fold_2,XGBoost,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0009999275207519531,0.4935349961220044,0.689808540940475,0.8905631498090544,fold_2,XGBoost,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0009999275207519531,0.40886311130297937,0.565491993652961,0.8918793832551587,fold_2,XGBoost,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0010001659393310547,53.384271157505445,92.55394079231188,0.5660843665200226,fold_2,XGBoost,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0010001659393310547,28.30712737243604,42.74337074950885,0.8044281988804698,fold_2,XGBoost,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0010001659393310547,23.553886641625468,36.96889241483669,0.8066600573210605,fold_2,XGBoost,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0009999275207519531,0.556483559983527,0.7611502111452152,0.8813548690355724,fold_1,XGBoost,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0009999275207519531,0.405036613622282,0.5599602717767607,0.8939843391942984,fold_1,XGBoost,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0009999275207519531,0.4715357942658052,0.598991141315987,0.8489150025656054,fold_1,XGBoost,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0,50.131987274721396,88.55875708675312,0.5795034054548402,fold_1,XGBoost,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0,22.877502389921546,36.62326730180318,0.8102582593648233,fold_1,XGBoost,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0,23.14840365565132,37.403865638314144,0.7923435561871232,fold_1,XGBoost,TwoStage_CBF_AirT_PAR,
train,Air_T,compartment/air_temperature,3,30,Ridge,0.0010077953338623047,0.5910424594540602,0.7907898988602262,0.8744520655353318,fold_5,PatchTST,TwoStage_CBF_AirT_PAR,
val,Air_T,compartment/air_temperature,3,30,Ridge,0.0010077953338623047,0.6013616733763139,0.8105033208720863,0.8055517449898862,fold_5,PatchTST,TwoStage_CBF_AirT_PAR,
test,Air_T,compartment/air_temperature,3,30,Ridge,0.0010077953338623047,0.4866111148098333,0.6706621728664952,0.8034035497917036,fold_5,PatchTST,TwoStage_CBF_AirT_PAR,
train,PAR,compartment/par,3,30,Ridge,0.0010001659393310547,63.20258552637565,105.63520322424567,0.5538015863018528,fold_5,PatchTST,TwoStage_CBF_AirT_PAR,
val,PAR,compartment/par,3,30,Ridge,0.0010001659393310547,41.337833367969125,65.73761298352679,0.571102374403589,fold_5,PatchTST,TwoStage_CBF_AirT_PAR,
test,PAR,compartment/par,3,30,Ridge,0.0010001659393310547,41.55315356999716,66.93573709620966,0.5061363350145063,fold_5,PatchTST,TwoStage_CBF_AirT_PAR,
