feature,importance_std,abs_importance_std,importance_raw,abs_importance_raw,intercept_raw,rank_value,fold,horizon_steps,horizon_minutes,feature_set,model
compartment/leaf_temperature_lag1,1.9631019694252492,1.9631019694252492,0.8526068010034917,0.8526068010034917,0.9079674201871626,0.8526068010034917,fold_4,1,10,AR_AirT,Ridge
compartment/air_temperature_lag1,0.2558727067466046,0.2558727067466046,0.11123364405566764,0.11123364405566764,0.9079674201871626,0.11123364405566764,fold_4,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag2,0.05390456136984353,0.05390456136984353,0.023410893722823806,0.023410893722823806,0.9079674201871626,0.023410893722823806,fold_4,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag3,-0.030748613938270337,0.030748613938270337,-0.013353789468150419,0.013353789468150419,0.9079674201871626,0.013353789468150419,fold_4,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag1,1.934550410346631,1.934550410346631,0.8653484982541532,0.8653484982541532,0.8558554845820829,0.8653484982541532,fold_3,1,10,AR_AirT,Ridge
compartment/air_temperature_lag1,0.2550595223831527,0.2550595223831527,0.1149615171965807,0.1149615171965807,0.8558554845820829,0.1149615171965807,fold_3,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag3,-0.051047121965470746,0.051047121965470746,-0.022832371888528394,0.022832371888528394,0.8558554845820829,0.022832371888528394,fold_3,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag2,0.041646833305466195,0.041646833305466195,0.018628478973289692,0.018628478973289692,0.8558554845820829,0.018628478973289692,fold_3,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag1,1.911907284402052,1.911907284402052,0.8755016830517653,0.8755016830517653,0.7974804653390244,0.8755016830517653,fold_2,1,10,AR_AirT,Ridge
compartment/air_temperature_lag1,0.2528255238277965,0.2528255238277965,0.11670649758748358,0.11670649758748358,0.7974804653390244,0.11670649758748358,fold_2,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag3,-0.06413480015569081,0.06413480015569081,-0.02936652085014967,0.02936652085014967,0.7974804653390244,0.02936652085014967,fold_2,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag2,0.03377628219353474,0.03377628219353474,0.015466290834550893,0.015466290834550893,0.7974804653390244,0.015466290834550893,fold_2,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag1,1.9875523182942596,1.9875523182942596,0.8828101827980989,0.8828101827980989,0.6301200484815332,0.8828101827980989,fold_1,1,10,AR_AirT,Ridge
compartment/air_temperature_lag1,0.26495535907846945,0.26495535907846945,0.119908953663938,0.119908953663938,0.6301200484815332,0.119908953663938,fold_1,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag3,-0.07271170250056028,0.07271170250056028,-0.03229702303751469,0.03229702303751469,0.6301200484815332,0.03229702303751469,fold_1,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag2,0.03380891083214573,0.03380891083214573,0.015017015301148217,0.015017015301148217,0.6301200484815332,0.015017015301148217,fold_1,1,10,AR_AirT,Ridge
compartment/leaf_temperature_lag1,0.46645747495902956,0.46645747495902956,,,,0.46645747495902956,fold_5,1,10,AR_AirT,RF
compartment/leaf_temperature_lag2,0.3160198633716765,0.3160198633716765,,,,0.3160198633716765,fold_5,1,10,AR_AirT,RF
compartment/leaf_temperature_lag3,0.14372833978708732,0.14372833978708732,,,,0.14372833978708732,fold_5,1,10,AR_AirT,RF
compartment/air_temperature_lag1,0.07379432188220654,0.07379432188220654,,,,0.07379432188220654,fold_5,1,10,AR_AirT,RF
compartment/leaf_temperature_lag1,0.46924492224988285,0.46924492224988285,,,,0.46924492224988285,fold_4,1,10,AR_AirT,RF
compartment/leaf_temperature_lag2,0.3277707910447265,0.3277707910447265,,,,0.3277707910447265,fold_4,1,10,AR_AirT,RF
compartment/leaf_temperature_lag3,0.14936238858920514,0.14936238858920514,,,,0.14936238858920514,fold_4,1,10,AR_AirT,RF
