fold,feature_set,model,horizon_steps,horizon_minutes,stageA_AirT_MAE,stageA_PAR_MAE,stageB_LeafT_MAE,amplification_ratio_vs_10min,feature_display_name
fold_3,TwoStage_CBF_AirT_PAR_Residual,Ridge,6,60,0.7258128996562041,42.30058857249289,0.5303262503446443,2.3847883467289686,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,Ridge,6,60,0.6971582588834994,47.48040780628376,0.44854210693340674,2.0170187482458077,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,Ridge,6,60,0.6794129891367675,53.896339459323045,0.5566138000026474,2.502999055792916,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,Ridge,12,120,1.05321483496252,46.90398835596137,0.9842744403832309,4.426117345471151,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,Ridge,12,120,0.9701148087452965,47.85578930160777,0.867676941097637,3.90179791498224,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,Ridge,12,120,1.1266044444142242,56.646190095343606,0.8135448597249525,3.6583750092560607,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,Ridge,12,120,0.9716516722704003,62.08542086174676,0.6782707243065746,3.050069873408203,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,Ridge,12,120,0.947551542679883,68.98909974508489,0.842768437112589,3.7897885433937293,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,1,10,0.29560394639381654,15.337720013102375,0.18841666675749266,0.7169940965078948,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,1,10,0.24564242451146923,15.622660524619198,0.27330969553145146,1.0400430152319748,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,1,10,0.293777371584017,18.576619840307405,0.3200748076514592,1.2180013131342062,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,1,10,0.33521522933899633,23.091999480132834,0.29418540871332555,1.119482713266016,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,1,10,0.3074566175712704,30.107125991746496,0.23794799678540104,0.9054788618599083,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,3,30,0.4715357942658052,23.14840365565132,0.3000986246835616,1.1419846554508457,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,3,30,0.40886311130297937,23.553886641625468,0.5648055238572377,2.1492908947482188,Two-stage CBF-residual
