fold,feature_set,model,horizon_steps,horizon_minutes,stageA_AirT_MAE,stageA_PAR_MAE,stageB_LeafT_MAE,amplification_ratio_vs_10min,feature_display_name
fold_3,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,3,30,0.4962894967444617,28.98607265465326,0.6190835133053005,2.3558384293921053,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,3,30,0.5154868350389513,34.598476562038556,0.29185189672067857,1.1106028495488018,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,3,30,0.4866111148098333,41.55315356999716,0.3838299186898287,1.4606127499215436,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,6,60,0.6862743218609856,33.2540794449546,0.5048947637043301,1.9213086143790274,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,6,60,0.6248067117825653,34.49001252560068,0.9023431873321531,3.4337447396518246,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,6,60,0.7258128996562041,42.30058857249289,0.861736569934421,3.2792217589921484,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,6,60,0.6971582588834994,47.48040780628376,0.5657601274438455,2.1529235093564796,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,6,60,0.6794129891367675,53.896339459323045,0.5759504123213429,2.191701257761843,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,12,120,1.05321483496252,46.90398835596137,1.0062427576004511,3.829120476809718,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,12,120,0.9701148087452965,47.85578930160777,1.1313218648093086,4.305092072149824,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,12,120,1.1266044444142242,56.646190095343606,1.1923020570997205,4.537143931619432,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,12,120,0.9716516722704003,62.08542086174676,0.6490566411850944,2.469897106437637,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,TimeMixer,12,120,0.947551542679883,68.98909974508489,0.8795955172291507,3.3471815631884914,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,XGBoost,1,10,0.29560394639381654,15.337720013102375,0.18078682922181627,0.6518584034278815,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,XGBoost,1,10,0.24564242451146923,15.622660524619198,0.3521057329480609,1.269578552294392,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,XGBoost,1,10,0.293777371584017,18.576619840307405,0.4017853641510009,1.4487071161296523,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,XGBoost,1,10,0.33521522933899633,23.091999480132834,0.23847053981962651,0.8598470697258521,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,XGBoost,1,10,0.3074566175712704,30.107125991746496,0.2135547524659091,0.7700088584222219,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,XGBoost,3,30,0.4715357942658052,23.14840365565132,0.29011602674211767,1.0460638687839554,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,XGBoost,3,30,0.40886311130297937,23.553886641625468,0.633290095404973,2.283437749720544,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,XGBoost,3,30,0.4962894967444617,28.98607265465326,0.7282096722012474,2.625686817591264,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,XGBoost,3,30,0.5154868350389513,34.598476562038556,0.35738052330319836,1.2885977277183822,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,XGBoost,3,30,0.4866111148098333,41.55315356999716,0.3332763663801566,1.2016859913078128,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,XGBoost,6,60,0.6862743218609856,33.2540794449546,0.45154443491072876,1.628122113124229,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,XGBoost,6,60,0.6248067117825653,34.49001252560068,1.1307707532246907,4.077190916024101,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,XGBoost,6,60,0.7258128996562041,42.30058857249289,1.3380701529790482,4.8246450106453205,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,XGBoost,6,60,0.6971582588834994,47.48040780628376,0.499745968377509,1.8019211381067375,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,XGBoost,6,60,0.6794129891367675,53.896339459323045,0.5121099849226614,1.8465017534080337,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,XGBoost,12,120,1.05321483496252,46.90398835596137,0.7832306164786926,2.8240744161025706,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,XGBoost,12,120,0.9701148087452965,47.85578930160777,1.2667147908135064,4.5673608231994605,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,XGBoost,12,120,1.1266044444142242,56.646190095343606,1.453640706198556,5.241354771136292,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,XGBoost,12,120,0.9716516722704003,62.08542086174676,0.6474908877175951,2.3346411799934375,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,XGBoost,12,120,0.947551542679883,68.98909974508489,0.8471725379348433,3.054628151747642,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,iTransformer,1,10,0.29560394639381654,15.337720013102375,0.5821791872902522,0.8368463011390551,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,iTransformer,1,10,0.24564242451146923,15.622660524619198,0.837525516010466,1.203890735849176,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,iTransformer,1,10,0.293777371584017,18.576619840307405,1.060594869492546,1.524539030110321,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,iTransformer,1,10,0.33521522933899633,23.091999480132834,0.5481701934148394,0.7879604918359638,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,iTransformer,1,10,0.3074566175712704,30.107125991746496,0.4499418996965654,0.6467634410654842,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,iTransformer,3,30,0.4715357942658052,23.14840365565132,0.4977729848831418,0.7155176452550226,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,iTransformer,3,30,0.40886311130297937,23.553886641625468,0.8680989821751913,1.2478381881654241,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,iTransformer,3,30,0.4962894967444617,28.98607265465326,1.053429926841978,1.5142398715593097,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,iTransformer,3,30,0.5154868350389513,34.598476562038556,0.45362304498278894,0.6520548580106176,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,iTransformer,3,30,0.4866111148098333,41.55315356999716,0.5414283063172032,0.7782694492780629,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,iTransformer,6,60,0.6862743218609856,33.2540794449546,0.5665007657853381,0.8143095472829868,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,iTransformer,6,60,0.6248067117825653,34.49001252560068,0.9830135039677694,1.413020651930378,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,iTransformer,6,60,0.7258128996562041,42.30058857249289,1.1608509965169995,1.6686509648867054,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,iTransformer,6,60,0.6971582588834994,47.48040780628376,0.47718674962482754,0.6859262149765133,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,iTransformer,6,60,0.6794129891367675,53.896339459323045,0.6256654144721056,0.8993550427122632,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_Residual,iTransformer,12,120,1.05321483496252,46.90398835596137,0.625902376553369,0.8996956609369346,Two-stage CBF-residual
fold_2,TwoStage_CBF_AirT_PAR_Residual,iTransformer,12,120,0.9701148087452965,47.85578930160777,1.2018447835104806,1.7275769790145061,Two-stage CBF-residual
fold_3,TwoStage_CBF_AirT_PAR_Residual,iTransformer,12,120,1.1266044444142242,56.646190095343606,1.1898577522853062,1.710346368643297,Two-stage CBF-residual
fold_4,TwoStage_CBF_AirT_PAR_Residual,iTransformer,12,120,0.9716516722704003,62.08542086174676,0.6019578132932148,0.865276843442073,Two-stage CBF-residual
fold_5,TwoStage_CBF_AirT_PAR_Residual,iTransformer,12,120,0.947551542679883,68.98909974508489,0.8556245614864209,1.2299069858137237,Two-stage CBF-residual
fold_1,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,1,10,0.29560394639381654,9.986966411627474,0.2077096294823957,0.8854651837281629,Two-stage CBF-validation
fold_2,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,1,10,0.24564242451146923,9.575487062867198,0.2247325262747248,0.95803371352318,Two-stage CBF-validation
fold_3,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,1,10,0.37304562670843944,12.757367876963484,0.2812166348861447,1.1988252056363147,Two-stage CBF-validation
fold_4,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,1,10,0.33521522933899633,18.8043279918502,0.24881705170585988,1.0607059333380688,Two-stage CBF-validation
fold_5,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,1,10,0.3074566175712704,30.107125991746496,0.21040838449226812,0.8969699637742728,Two-stage CBF-validation
fold_1,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,3,30,0.4715357942658052,17.61383301114279,0.36820082404547533,1.569638399166853,Two-stage CBF-validation
fold_2,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,3,30,0.40886311130297937,15.771952180753624,0.38284654264515944,1.6320730293908665,Two-stage CBF-validation
fold_3,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,3,30,0.8011080787967131,19.949072535667156,0.5255523269754511,2.240427123786875,Two-stage CBF-validation
fold_4,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,3,30,0.5154868350389513,30.895259562114468,0.41617876287490596,1.7741681290901397,Two-stage CBF-validation
fold_5,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,3,30,0.4866111148098333,41.55315356999716,0.3645335886972773,1.5540049919461165,Two-stage CBF-validation
fold_1,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,6,60,0.6862743218609856,29.17394255409165,0.5928856133017026,2.5274686100023636,Two-stage CBF-validation
fold_2,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,6,60,0.6248067117825653,28.26276674299013,0.6095995565210484,2.598720072153734,Two-stage CBF-validation
fold_3,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,6,60,1.0570101368723341,35.21589756295795,0.8261565354020659,3.5219014651894764,Two-stage CBF-validation
fold_4,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,6,60,0.73198578092787,41.37015017671954,0.5116854908820362,2.1813128660618877,Two-stage CBF-validation
fold_5,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,6,60,0.6794129891367675,53.896339459323045,0.5752901807390115,2.45245936288308,Two-stage CBF-validation
fold_1,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,12,120,1.05321483496252,46.11780473347458,0.8427869985974022,3.592797052387041,Two-stage CBF-validation
fold_2,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,12,120,0.9701148087452965,44.65401447386969,0.9716283791815709,4.142047258143246,Two-stage CBF-validation
fold_3,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,12,120,1.2646749053528696,53.50511229984344,1.1849930378185791,5.051619804836983,Two-stage CBF-validation
fold_4,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,12,120,1.0103296588784405,56.13096093510588,0.8047573263960257,3.430676736796339,Two-stage CBF-validation
fold_5,TwoStage_CBF_AirT_PAR_ValidationSelected,ValidationSelected,12,120,0.947551542679883,68.98909974508489,0.8790930370375837,3.747569525276179,Two-stage CBF-validation
