feature_set,feature_display_name,model,horizon_steps,horizon_minutes,stageA_AirT_MAE_mean,stageA_AirT_MAE_std,stageA_PAR_MAE_mean,stageA_PAR_MAE_std,stageB_LeafT_MAE_mean,stageB_LeafT_MAE_std,amplification_ratio_mean,amplification_ratio_std
TwoStage_CBF_AirT_PAR_Residual,Two-stage CBF-residual,TimeMixer,6,60,0.6826930362640043,0.036888264265373095,42.284285561731,8.719734264332438,0.6821370121472186,0.1850545518596275,2.5957799760282647,0.7042000238017194
TwoStage_CBF_AirT_PAR_Residual,Two-stage CBF-residual,TimeMixer,12,120,1.0138274606144648,0.07475309974669102,56.49609767194888,9.407465813376554,0.9717037675847451,0.21674846140592857,3.6976870300410205,0.8248069023280292
TwoStage_CBF_AirT_PAR_Residual,Two-stage CBF-residual,XGBoost,1,10,0.29553911787991394,0.032438436234114805,20.54722516998166,6.187510531361375,0.27734064372128275,0.0948399586209369,1.0,0.3419619906711099
TwoStage_CBF_AirT_PAR_Residual,Two-stage CBF-residual,XGBoost,3,30,0.4757572704324062,0.040652385986503836,30.36799861679315,7.801747043936639,0.4684545368063386,0.19815315424561325,1.6890944310243916,0.7144757132847429
TwoStage_CBF_AirT_PAR_Residual,Two-stage CBF-residual,XGBoost,6,60,0.6826930362640043,0.036888264265373095,42.284285561731,8.719734264332438,0.7864482588829276,0.41607239676758123,2.835676186261684,1.5002215008403847
TwoStage_CBF_AirT_PAR_Residual,Two-stage CBF-residual,XGBoost,12,120,1.0138274606144648,0.07475309974669102,56.49609767194888,9.407465813376554,0.9996499078286387,0.3433416411433328,3.604411868435881,1.2379780927038542
TwoStage_CBF_AirT_PAR_Residual,Two-stage CBF-residual,iTransformer,1,10,0.29553911787991394,0.032438436234114805,20.54722516998166,6.187510531361375,0.6956823331809339,0.24915447207863045,1.0,0.3581440266556691
TwoStage_CBF_AirT_PAR_Residual,Two-stage CBF-residual,iTransformer,3,30,0.4757572704324062,0.040652385986503836,30.36799861679315,7.801747043936639,0.6828706490400606,0.26383956266942554,0.9815840024536874,0.3792529292256814
TwoStage_CBF_AirT_PAR_Residual,Two-stage CBF-residual,iTransformer,6,60,0.6826930362640043,0.036888264265373095,42.284285561731,8.719734264332438,0.7626434860734082,0.29404620103222473,1.0962524843577692,0.42267308943685505
TwoStage_CBF_AirT_PAR_Residual,Two-stage CBF-residual,iTransformer,12,120,1.0138274606144648,0.07475309974669102,56.49609767194888,9.407465813376554,0.8950374574257584,0.2919471217222816,1.2865605675701068,0.41965579374049117
TwoStage_CBF_AirT_PAR_ValidationSelected,Two-stage CBF-validation,ValidationSelected,1,10,0.3113927689047984,0.047319320810690076,16.24625506701097,8.580758328119556,0.23457684536827866,0.030744616812530507,0.9999999999999998,0.1310641583753178
TwoStage_CBF_AirT_PAR_ValidationSelected,Two-stage CBF-validation,ValidationSelected,3,30,0.5367209868428564,0.15285546157947075,25.15665417193504,10.884191212031121,0.41146240904765385,0.06695427561504078,1.7540623346761701,0.28542576531764924
TwoStage_CBF_AirT_PAR_ValidationSelected,Two-stage CBF-validation,ValidationSelected,6,60,0.7558979881161045,0.1725707481611792,37.583819299216465,10.531497002575028,0.6231234753691729,0.11940068740534274,2.6563724752581086,0.5090045746752506
TwoStage_CBF_AirT_PAR_ValidationSelected,Two-stage CBF-validation,ValidationSelected,12,120,1.049177150123802,0.1270268976401054,53.8793984374757,9.732198409155481,0.9366517558062324,0.15200040772632917,3.992942075487958,0.6479770306727974
