source,target,lag,count,B,freq,mean_val,tau_max,pc_alpha,alpha_level,fdr,block_len,seed,max_conds_dim,max_conds_px,max_conds_py,parent_restrict,topk_fast,topk_growth,ar_fast,ar_growth,growth_target,delta_7d_lag_points
delta_mass_7d,delta_mass_7d,1,30,30,1.0,0.7115000694308389,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/leaf_temperature,compartment/leaf_temperature,1,30,30,1.0,0.5811714088651703,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/leaf_temperature,compartment/air_temperature,1,30,30,1.0,0.10207047157047026,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/air_temperature,compartment/air_temperature,1,30,30,1.0,0.6896036150520126,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_temperature_mean,compartment/air_temperature,1,30,30,1.0,0.07324390933071252,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/air_temperature,2,30,30,1.0,-0.08293770908255109,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_lee_side,compartment/air_temperature,1,30,30,1.0,0.13014394125594347,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/air_temperature,1,30,30,1.0,0.1423892470511529,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/humidity_deficit,1,30,30,1.0,0.6322429537142346,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/humidity_deficit,1,30,30,1.0,-0.0645567274699729,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/humidity_deficit,1,30,30,1.0,-0.04874784435562107,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/humidity_deficit,2,30,30,1.0,-0.04289948907751035,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,compartment/humidity_deficit,1,30,30,1.0,-0.07814161153945713,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,compartment/co2_concentration,1,30,30,1.0,0.7555544375690745,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,compartment/co2_concentration,2,30,30,1.0,-0.1565227774711579,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/par,1,30,30,1.0,0.21317019030332265,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/par,compartment/par,1,30,30,1.0,0.572029227293788,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,compartment/par,1,30,30,1.0,0.08584902129225681,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_relative_permittivity_mean,substrate_relative_permittivity_mean,1,30,30,1.0,0.6847344410606945,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_bulk_ec_mean,substrate_bulk_ec_mean,1,30,30,1.0,0.6664999445957284,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_temperature_mean,substrate_temperature_mean,1,30,30,1.0,0.6017315983209925,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,energy/energy_use.heating,1,30,30,1.0,0.7067543928919746,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,energy/energy_use.heating,2,30,30,1.0,-0.20704786213203102,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/electricity_use.lighting,energy/electricity_use.lighting,1,30,30,1.0,0.7514952824548528,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/electricity_use.lighting,energy/electricity_use.lighting,2,30,30,1.0,-0.11496138264450668,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/par,energy/co2_dosage,1,30,30,1.0,0.0327627975418666,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,energy/co2_dosage,1,30,30,1.0,0.4727425516727,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,energy/co2_dosage,3,30,30,1.0,0.05272176252421696,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,compartment/screen_energy/screen_position,1,30,30,1.0,-0.068874276681723,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/screen_energy/screen_position,1,30,30,1.0,0.7429251165161744,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/screen_energy/screen_position,2,30,30,1.0,-0.19420642155537385,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/screen_blackout/screen_position,1,30,30,1.0,0.7595892630393237,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/screen_blackout/screen_position,2,30,30,1.0,-0.18244865917948247,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,1,30,30,1.0,0.7712763221807684,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,2,30,30,1.0,-0.1767920022751893,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_lee_side,compartment/window_position_lee_side,1,30,30,1.0,0.5656390182843151,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/window_position_wind_side,1,30,30,1.0,0.6545419805267099,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,compartment/heating_lower_circuit/pipe_temperature,1,30,30,1.0,0.6450368743724112,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,energy/energy_use.heating,3,29,30,0.9666666666666667,0.04569949887053741,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/screen_energy/screen_position,3,29,30,0.9666666666666667,0.04622322386310438,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,compartment/window_position_lee_side,1,29,30,0.9666666666666667,-0.049546548721614306,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,compartment/heating_lower_circuit/pipe_temperature,2,29,30,0.9666666666666667,-0.09322420619770296,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_lee_side,compartment/air_temperature,2,28,30,0.9333333333333333,-0.06816663721942119,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/air_temperature,2,28,30,0.9333333333333333,-0.07415395772044091,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/air_temperature,compartment/par,4,28,30,0.9333333333333333,0.0496530158144151,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/par,2,28,30,0.9333333333333333,-0.06496850496294589,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/par,compartment/par,3,28,30,0.9333333333333333,0.05279191807308572,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_relative_permittivity_mean,substrate_relative_permittivity_mean,2,28,30,0.9333333333333333,0.048889534170920686,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/screen_energy/screen_position,1,28,30,0.9333333333333333,-0.06249567532637947,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/air_temperature,compartment/leaf_temperature,2,27,30,0.9,-0.06694536105860356,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/par,compartment/par,2,27,30,0.9,0.0553316250179244,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,3,27,30,0.9,0.03840560539221184,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/humidity_deficit,4,26,30,0.8666666666666667,0.03520338857495935,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/humidity_deficit,1,26,30,0.8666666666666667,0.03435787815147957,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,energy/co2_dosage,2,26,30,0.8666666666666667,0.04128614662579991,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/par,3,25,30,0.8333333333333334,-0.05172873366421174,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,compartment/screen_energy/screen_position,4,24,30,0.8,0.03553387677379343,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/electricity_use.lighting,compartment/screen_blackout/screen_position,11,24,30,0.8,0.026137881726891965,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,compartment/window_position_lee_side,2,23,30,0.7666666666666667,-0.05275069598048698,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/heating_lower_circuit/pipe_temperature,7,23,30,0.7666666666666667,0.047932197201690126,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,energy/energy_use.heating,7,22,30,0.7333333333333333,0.04048885328312012,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/par,compartment/screen_blackout/screen_position,1,20,30,0.6666666666666666,-0.030485605328739694,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,compartment/humidity_deficit,4,18,30,0.6,0.025089758523692395,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/window_position_wind_side,3,18,30,0.6,0.03502735279948986,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/leaf_temperature,compartment/par,7,18,30,0.6,0.05487225658413281,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_temperature_mean,compartment/leaf_temperature,1,18,30,0.6,0.03568887773075551,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/heating_lower_circuit/pipe_temperature,2,18,30,0.6,0.08064805568095888,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/air_temperature,compartment/air_temperature,2,17,30,0.5666666666666667,-0.047129545980047406,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/air_temperature,compartment/air_temperature,3,17,30,0.5666666666666667,-0.03280238282589196,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/screen_blackout/screen_position,3,17,30,0.5666666666666667,0.02390167087152509,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_lee_side,compartment/window_position_wind_side,4,17,30,0.5666666666666667,0.03890596105252747,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/par,compartment/air_temperature,1,17,30,0.5666666666666667,0.03024796962583253,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/humidity_deficit,2,17,30,0.5666666666666667,0.09824106668699374,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,compartment/window_position_lee_side,5,17,30,0.5666666666666667,0.032108736163240746,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/leaf_temperature,compartment/air_temperature,4,16,30,0.5333333333333333,-0.041211234407335866,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,energy/energy_use.heating,2,16,30,0.5333333333333333,-0.04431806171715257,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,energy/electricity_use.lighting,2,16,30,0.5333333333333333,-0.031693870747251475,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/humidity_deficit,2,16,30,0.5333333333333333,-0.04051778701049736,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/air_temperature,compartment/leaf_temperature,1,15,30,0.5,0.056988564525067814,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,compartment/humidity_deficit,5,15,30,0.5,0.02733238825848375,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,substrate_temperature_mean,1,15,30,0.5,0.047131014583569796,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,energy/energy_use.heating,6,15,30,0.5,0.04073517218809804,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/humidity_deficit,5,15,30,0.5,0.02508194064126127,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,compartment/par,7,15,30,0.5,0.028038754171858422,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/par,compartment/air_temperature,3,14,30,0.4666666666666667,0.0007282530795670106,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,energy/energy_use.heating,5,14,30,0.4666666666666667,0.04633045567382944,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/air_temperature,3,13,30,0.43333333333333335,0.02380951686108013,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/air_temperature,4,13,30,0.43333333333333335,0.03174634664382667,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,compartment/humidity_deficit,3,13,30,0.43333333333333335,0.02351107274410929,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/window_position_lee_side,4,13,30,0.43333333333333335,0.03313456564227197,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_bulk_ec_mean,substrate_bulk_ec_mean,2,13,30,0.43333333333333335,0.03640863805749448,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/screen_energy/screen_position,2,13,30,0.43333333333333335,0.03338772717435859,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_lee_side,compartment/window_position_wind_side,1,13,30,0.43333333333333335,0.0489130450121124,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/heating_lower_circuit/pipe_temperature,6,13,30,0.43333333333333335,0.032010539347389365,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/screen_blackout/screen_position,3,12,30,0.4,0.038414825555283826,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,compartment/window_position_lee_side,4,12,30,0.4,0.02989206086124707,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/window_position_wind_side,2,11,30,0.36666666666666664,-0.06307513698525777,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/humidity_deficit,3,11,30,0.36666666666666664,0.02505180345034447,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/par,energy/co2_dosage,5,11,30,0.36666666666666664,0.03099587528522645,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/humidity_deficit,3,10,30,0.3333333333333333,-0.0028714306551645015,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/par,9,10,30,0.3333333333333333,-0.027259213554028005,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,compartment/screen_blackout/screen_position,1,10,30,0.3333333333333333,-0.021717379098747453,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/leaf_temperature,compartment/air_temperature,3,9,30,0.3,-0.037464038331352076,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/humidity_deficit,2,9,30,0.3,0.024069569127941455,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,energy/electricity_use.lighting,1,9,30,0.3,0.024576589984283883,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/leaf_temperature,compartment/screen_energy/screen_position,2,9,30,0.3,-0.027838295697553552,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/screen_blackout/screen_position,4,9,30,0.3,0.04184174628271403,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/humidity_deficit,3,9,30,0.3,0.029552193813276555,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/air_temperature,1,9,30,0.3,0.06572203874068655,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_lee_side,compartment/window_position_lee_side,3,9,30,0.3,0.02112377980266342,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_energy/screen_position,compartment/air_temperature,5,9,30,0.3,0.026471269136841318,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,compartment/screen_blackout/screen_position,5,8,30,0.26666666666666666,0.011846121112760146,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/heating_lower_circuit/pipe_temperature,8,8,30,0.26666666666666666,0.02929879132192557,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/screen_blackout/screen_position,1,8,30,0.26666666666666666,-0.028767576253267625,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,compartment/screen_blackout/screen_position,4,8,30,0.26666666666666666,0.047119640925128596,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
