source,target,lag,count,B,freq,mean_val,tau_max,pc_alpha,alpha_level,fdr,block_len,seed,max_conds_dim,max_conds_px,max_conds_py,parent_restrict,topk_fast,topk_growth,ar_fast,ar_growth,growth_target,delta_7d_lag_points
compartment/leaf_temperature,substrate_temperature_mean,3,1,30,0.03333333333333333,-0.03967671931384755,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_bulk_ec_mean,compartment/leaf_temperature,1,1,30,0.03333333333333333,-0.019000852147894768,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_lee_side,compartment/leaf_temperature,1,1,30,0.03333333333333333,0.07181780204792196,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/leaf_temperature,1,1,30,0.03333333333333333,0.05772680527990379,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/leaf_temperature,4,1,30,0.03333333333333333,0.01838093213939622,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,compartment/screen_energy/screen_position,6,1,30,0.03333333333333333,0.026987727460696605,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/window_position_lee_side,9,1,30,0.03333333333333333,0.020619541327316342,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_lee_side,compartment/window_position_wind_side,9,1,30,0.03333333333333333,0.025601479824289994,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/par,4,1,30,0.03333333333333333,-0.03920388939138321,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/air_temperature,substrate_temperature_mean,1,1,30,0.03333333333333333,-0.08533962132056155,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,substrate_temperature_mean,5,1,30,0.03333333333333333,-0.031075177814195075,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,energy/energy_use.heating,10,1,30,0.03333333333333333,0.03278659116314643,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,energy/energy_use.heating,12,1,30,0.03333333333333333,0.024359610885387305,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_bulk_ec_mean,delta_mass_7d,1,1,30,0.03333333333333333,0.019652594424911844,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
delta_mass_7d,substrate_bulk_ec_mean,16,1,30,0.03333333333333333,-0.024825836516969842,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/screen_energy/screen_position,3,1,30,0.03333333333333333,0.028286529835295553,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/humidity_deficit,3,1,30,0.03333333333333333,0.02659939691889766,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/par,12,1,30,0.03333333333333333,-0.04040050762619786,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_relative_permittivity_mean,substrate_bulk_ec_mean,2,1,30,0.03333333333333333,0.03010433112555911,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,compartment/screen_energy/screen_position,7,1,30,0.03333333333333333,-0.01738252056251363,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,compartment/screen_blackout/screen_position,6,1,30,0.03333333333333333,0.05130938289389771,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/window_position_lee_side,6,1,30,0.03333333333333333,0.03212375675253292,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/window_position_lee_side,8,1,30,0.03333333333333333,-0.03671450034456879,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_temperature_mean,compartment/air_temperature,9,1,30,0.03333333333333333,0.02892284055168665,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/humidity_deficit,6,1,30,0.03333333333333333,0.018370485843637385,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/par,7,1,30,0.03333333333333333,-0.03588607951119019,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,substrate_bulk_ec_mean,6,1,30,0.03333333333333333,0.017785609822973336,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/par,energy/co2_dosage,6,1,30,0.03333333333333333,0.026046244496954668,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/air_temperature,5,1,30,0.03333333333333333,-0.01751482282004754,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,energy/electricity_use.lighting,7,1,30,0.03333333333333333,-0.02010739649565093,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,compartment/humidity_deficit,6,1,30,0.03333333333333333,0.02550407391010786,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,substrate_temperature_mean,3,1,30,0.03333333333333333,-0.020730675179046185,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/electricity_use.lighting,substrate_temperature_mean,7,1,30,0.03333333333333333,0.038798849726349505,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_lee_side,compartment/window_position_wind_side,10,1,30,0.03333333333333333,0.023466182390652922,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/humidity_deficit,8,1,30,0.03333333333333333,0.0257116859644628,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/leaf_temperature,compartment/air_temperature,8,1,30,0.03333333333333333,-0.028686892577164565,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,substrate_temperature_mean,7,1,30,0.03333333333333333,-0.02177457763737547,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/screen_energy/screen_position,5,1,30,0.03333333333333333,0.021541900333066452,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/par,compartment/leaf_temperature,3,1,30,0.03333333333333333,-0.03130969137232117,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/leaf_temperature,compartment/air_temperature,6,1,30,0.03333333333333333,0.021439964884040662,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/air_temperature,10,1,30,0.03333333333333333,0.01917679855511046,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/electricity_use.lighting,substrate_temperature_mean,8,1,30,0.03333333333333333,-0.019693136106711,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/humidity_deficit,compartment/screen_energy/screen_position,4,1,30,0.03333333333333333,-0.01980000350298855,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/co2_concentration,substrate_temperature_mean,11,1,30,0.03333333333333333,-0.017707545688308922,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/humidity_deficit,4,1,30,0.03333333333333333,-0.017419520681533573,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,energy/electricity_use.lighting,8,1,30,0.03333333333333333,-0.036414044016223085,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_wind_side,compartment/window_position_lee_side,7,1,30,0.03333333333333333,0.019352599273080633,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/screen_blackout/screen_position,compartment/air_temperature,9,1,30,0.03333333333333333,0.016490398561794396,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,compartment/humidity_deficit,6,1,30,0.03333333333333333,0.021016022111262977,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,compartment/humidity_deficit,9,1,30,0.03333333333333333,0.017892384661882973,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_relative_permittivity_mean,substrate_bulk_ec_mean,4,1,30,0.03333333333333333,0.04051413602974383,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_relative_permittivity_mean,substrate_bulk_ec_mean,5,1,30,0.03333333333333333,0.10315616713706385,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
substrate_bulk_ec_mean,substrate_bulk_ec_mean,3,1,30,0.03333333333333333,0.03782623681391801,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,energy/electricity_use.lighting,3,1,30,0.03333333333333333,0.020168669583564242,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/water_supply/water_flow_duration,energy/electricity_use.lighting,9,1,30,0.03333333333333333,-0.026179303000450592,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/electricity_use.lighting,compartment/co2_concentration,3,1,30,0.03333333333333333,-0.017643550050133277,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/window_position_lee_side,compartment/co2_concentration,4,1,30,0.03333333333333333,-0.036908744929041254,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
delta_mass_7d,substrate_bulk_ec_mean,1,1,30,0.03333333333333333,0.025955571461779882,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
compartment/heating_lower_circuit/pipe_temperature,energy/energy_use.heating,3,1,30,0.03333333333333333,-0.03186119970113408,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/energy_use.heating,compartment/screen_blackout/screen_position,5,1,30,0.03333333333333333,-0.030382290784892477,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
energy/co2_dosage,compartment/screen_blackout/screen_position,2,1,30,0.03333333333333333,0.016438269575412414,288,0.1,0.1,False,144,20260211,,,,True,30,30,3,1,delta_mass_7d,1008
