sensor_scenario,event_q,horizon_min,model,algorithm,env_type,n,positive_rate
noise_5,0.95,120,Causal+Lagged Controls,Logistic,high_vpd,1943,0.11116829644879053
noise_5,0.95,120,Causal+Lagged Controls,Logistic,high_par,1942,0.0854788877445932
