event_q,roc_auc_mean,pr_auc_mean,f1_mean,top10_alert_precision_mean,deltaT_threshold,positive_rate,event_rate_percent
0.85,0.8244700820018769,0.4853382547475065,0.42316512944416435,0.5050403621886591,3.140000000000001,0.15158343143603956,15.158343143603956
0.9,0.819675055192073,0.3981758898741683,0.3247646050512584,0.3731336309361787,3.3800000000000026,0.10079925002104183,10.079925002104183
0.95,0.8105571884810421,0.2943786838682158,0.20954247007765772,0.2094935387713432,3.8100000000000014,0.0505921746386329,5.05921746386329
