sensor_scenario,event_q,deltaT_threshold,model,model_key,algorithm,algorithm_key,horizon_min,threshold_mean,threshold_std,threshold_last_fold
missing_5,0.85,3.289999999999999,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,60,0.5759907917765125,0.04240617790277323,0.6378752059418928
missing_5,0.85,3.289999999999999,Causal-parents,CAUSAL_PARENTS,RF,rf,60,0.5527307630335379,0.014304352503136808,0.5553269475599899
missing_5,0.85,3.289999999999999,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,60,0.38433789610862734,0.05079260213975104,0.3436962962150574
missing_5,0.85,3.289999999999999,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,60,0.5977599862413225,0.03640816675771258,0.6523208167028148
missing_5,0.85,3.289999999999999,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,60,0.5771972024008443,0.01898635694706681,0.5692314490199564
missing_5,0.85,3.289999999999999,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,60,0.38742612600326537,0.04145467498357032,0.348577082157135
missing_5,0.85,3.289999999999999,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,120,0.5501142880658525,0.01953540716879395,0.579299820241865
missing_5,0.85,3.289999999999999,DT-proxy base,DT_PROXY_BASE,RF,rf,120,0.5558540985428053,0.022062626025707754,0.5421902541548816
missing_5,0.85,3.289999999999999,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,120,0.3173923194408417,0.021313705506182612,0.3009611666202545
missing_5,0.85,3.289999999999999,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,120,0.5562771069861535,0.031416134116235304,0.6035933281156713
missing_5,0.85,3.289999999999999,Causal-parents,CAUSAL_PARENTS,RF,rf,120,0.560379887303302,0.019571607411874057,0.5684447691427589
missing_5,0.85,3.289999999999999,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,120,0.3739168345928192,0.026679513882164774,0.33233410120010376
missing_5,0.85,3.289999999999999,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,120,0.5473184281959383,0.02679196558864833,0.5635380032931886
missing_5,0.85,3.289999999999999,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,120,0.5712228869430491,0.01753530494045833,0.5819348529589456
missing_5,0.85,3.289999999999999,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,120,0.39263800382614134,0.06329437825327784,0.35400399565696716
