time,deltaT_raw,sensor_scenario,event_h10,event_h30,event_h60,event_h120
2024-09-02 22:00:00,3.6099999999999994,missing_5,1.0,1.0,0.0,0.0
2024-09-02 22:10:00,3.6099999999999994,missing_5,1.0,1.0,0.0,0.0
2024-09-02 22:20:00,3.509999999999998,missing_5,1.0,0.0,0.0,0.0
2024-09-02 22:30:00,3.41,missing_5,1.0,0.0,0.0,0.0
2024-09-02 22:40:00,3.3099999999999987,missing_5,0.0,0.0,0.0,0.0
2024-09-02 22:50:00,3.085000000000001,missing_5,0.0,0.0,0.0,0.0
2024-09-02 23:00:00,2.8599999999999994,missing_5,0.0,0.0,0.0,0.0
2024-09-02 23:10:00,2.710000000000001,missing_5,0.0,0.0,0.0,0.0
2024-09-02 23:20:00,2.5599999999999987,missing_5,0.0,0.0,0.0,0.0
2024-09-02 23:30:00,2.460000000000001,missing_5,0.0,0.0,0.0,0.0
2024-09-02 23:40:00,2.509999999999998,missing_5,0.0,0.0,0.0,1.0
2024-09-02 23:50:00,2.460000000000001,missing_5,0.0,0.0,0.0,1.0
2024-09-03 00:00:00,2.41,missing_5,0.0,0.0,0.0,1.0
2024-09-03 00:10:00,2.460000000000001,missing_5,0.0,0.0,0.0,1.0
2024-09-03 00:20:00,2.585000000000001,missing_5,0.0,0.0,0.0,1.0
2024-09-03 00:30:00,2.710000000000001,missing_5,0.0,0.0,0.0,1.0
2024-09-03 00:40:00,2.8599999999999994,missing_5,0.0,0.0,1.0,1.0
2024-09-03 00:50:00,3.009999999999998,missing_5,0.0,0.0,1.0,1.0
2024-09-03 01:00:00,3.1099999999999994,missing_5,0.0,0.0,1.0,1.0
2024-09-03 01:10:00,3.1099999999999994,missing_5,0.0,1.0,1.0,1.0
2024-09-03 01:20:00,3.210000000000001,missing_5,0.0,1.0,1.0,1.0
2024-09-03 01:30:00,3.259999999999998,missing_5,1.0,1.0,1.0,1.0
2024-09-03 01:40:00,3.41,missing_5,1.0,1.0,1.0,1.0
2024-09-03 01:50:00,3.6099999999999994,missing_5,1.0,1.0,1.0,1.0
2024-09-03 02:00:00,3.460000000000001,missing_5,1.0,1.0,1.0,1.0
2024-09-03 02:10:00,3.509999999999998,missing_5,1.0,1.0,1.0,1.0
2024-09-03 02:20:00,3.460000000000001,missing_5,1.0,1.0,1.0,1.0
2024-09-03 02:30:00,3.460000000000001,missing_5,1.0,1.0,1.0,1.0
2024-09-03 02:40:00,3.41,missing_5,1.0,1.0,1.0,1.0
2024-09-03 02:50:00,3.509999999999998,missing_5,1.0,1.0,1.0,1.0
2024-09-03 03:00:00,3.41,missing_5,1.0,1.0,1.0,1.0
2024-09-03 03:10:00,3.41,missing_5,1.0,1.0,1.0,1.0
2024-09-03 03:20:00,3.460000000000001,missing_5,1.0,1.0,1.0,1.0
2024-09-03 03:30:00,3.41,missing_5,1.0,1.0,1.0,1.0
2024-09-03 03:40:00,3.3099999999999987,missing_5,1.0,1.0,1.0,0.0
2024-09-03 03:50:00,3.3099999999999987,missing_5,1.0,1.0,1.0,0.0
2024-09-03 04:00:00,3.66,missing_5,1.0,1.0,1.0,0.0
2024-09-03 04:10:00,3.8099999999999987,missing_5,1.0,1.0,1.0,0.0
2024-09-03 04:20:00,3.91,missing_5,1.0,1.0,1.0,0.0
2024-09-03 04:30:00,3.9766666666666666,missing_5,1.0,1.0,1.0,0.0
2024-09-03 04:40:00,4.043333333333333,missing_5,1.0,1.0,0.0,0.0
2024-09-03 04:50:00,4.109999999999999,missing_5,1.0,1.0,0.0,0.0
2024-09-03 05:00:00,4.109999999999999,missing_5,1.0,1.0,0.0,0.0
2024-09-03 05:10:00,3.8599999999999994,missing_5,1.0,0.0,0.0,0.0
2024-09-03 05:20:00,3.66,missing_5,1.0,0.0,0.0,0.0
2024-09-03 05:30:00,3.3599999999999994,missing_5,0.0,0.0,0.0,0.0
2024-09-03 05:40:00,3.0599999999999987,missing_5,0.0,0.0,0.0,0.0
2024-09-03 05:50:00,2.8099999999999987,missing_5,0.0,0.0,0.0,0.0
2024-09-03 06:00:00,2.91,missing_5,0.0,0.0,0.0,0.0
2024-09-03 06:10:00,2.960000000000001,missing_5,0.0,0.0,0.0,0.0
2024-09-03 06:20:00,2.4099999999999966,missing_5,0.0,0.0,0.0,0.0
