sensor_scenario,event_q,horizon_min,model,algorithm,env_type,n,positive_rate
missing_5,0.85,10,Causal-parents,XGBoost,high_vpd,2145,0.15011655011655012
missing_5,0.85,10,Causal-parents,XGBoost,high_par,2159,0.10977304307549791
