feature,importance,sensor_scenario,event_q,model,model_key,algorithm,algorithm_key,horizon_min
deltaT_raw_lag1,1.932540683077664,clean,0.9,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag2,0.3816149599629941,clean,0.9,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag3,0.21514987187086818,clean,0.9,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag1,0.4223828688295425,clean,0.9,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag2,0.3140684768831963,clean,0.9,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag3,0.2635486542872612,clean,0.9,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag1,0.5317835211753845,clean,0.9,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag2,0.34774166345596313,clean,0.9,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag3,0.12047481536865234,clean,0.9,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag1,1.9751237318065527,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag2,0.8124203827199492,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag2,0.8113646568627862,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag1,0.7829957932134324,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag3,0.31278868758107586,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag3,0.2539943314459802,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag2,0.19533477146921263,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag3,0.17628278281135396,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag3,0.13605412086651367,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag1,0.06835273896356361,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag1,0.024389936625262437,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag2,0.021774603829689546,clean,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag1,0.32077824692623785,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
deltaT_raw_lag2,0.17398987886377904,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
deltaT_raw_lag3,0.13304293962258487,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/leaf_temperature_lag1,0.05960989404948102,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/leaf_temperature_lag3,0.057530112114561806,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/leaf_temperature_lag2,0.051677430137125585,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/par_lag1,0.05093439847254341,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/par_lag2,0.040045881840911186,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/par_lag3,0.036346628707996896,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/air_temperature_lag1,0.027759765208250874,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/air_temperature_lag3,0.02498908476582272,clean,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
