method,use_autolag,use_hierarchy,fixed_tau_max,global_tau_max,leaf_tau_hat,n_total_edges,n_leaf_parents,n_inadmissible_edges,air_t_to_leaf_t_identified,mean_abs_edge_strength,max_abs_edge_strength,final_pcmciplus_seconds,bootstrap_seconds,total_variant_seconds,bootstrap_reps,bootstrap_threshold_for_summary,forecast_mae,forecast_mae_sd,forecast_rmse,forecast_rmse_sd,forecast_r2,forecast_n_features,forecast_n_folds
hierarchical_autolag_pcmciplus,True,True,12,36,1,74,3,0,True,0.2275083935096558,0.8847141802220531,11.270717400009744,183.60843989998102,194.87915729999077,30,0.6,0.05274940775621961,0.005014272216141519,0.07162430544425721,0.007150993608367858,0.9870062615441035,3,5
