roc_auc,roc_auc_mean,roc_auc_std,roc_auc_mean_std,pr_auc,pr_auc_mean,pr_auc_std,pr_auc_mean_std,f1,f1_mean,f1_std,f1_mean_std,brier,brier_mean,brier_std,brier_mean_std,precision,precision_mean,precision_std,precision_mean_std,recall,recall_mean,recall_std,recall_mean_std,top10_alert_precision,top10_alert_precision_mean,top10_alert_precision_std,top10_alert_precision_mean_std,sensor_scenario,event_q,deltaT_threshold,model,model_key,algorithm,algorithm_key,horizon_min,n_folds,n_samples,positive_rate
0.9592007000704461,0.9592007000704461,0.030218074487153676,0.959 ± 0.030,0.701810441538335,0.701810441538335,0.17793629925222007,0.702 ± 0.178,0.5200928982004683,0.5200928982004683,0.32829145979662333,0.520 ± 0.328,0.04867004503238649,0.04867004503238649,0.024673535410864096,0.049 ± 0.025,0.5848026666458078,0.5848026666458078,0.35721173585210125,0.585 ± 0.357,0.4698680784865217,0.4698680784865217,0.3066586576748754,0.470 ± 0.307,0.3116279069767442,0.3116279069767442,0.3096332815838102,0.312 ± 0.310,missing_10,0.95,4.27,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10,5,11445,0.05041502839667977
0.9606700164698962,0.9606700164698962,0.028030699917571185,0.961 ± 0.028,0.7270667919362876,0.7270667919362876,0.16936026578428198,0.727 ± 0.169,0.5433582271791227,0.5433582271791227,0.330644589391071,0.543 ± 0.331,0.01855605765082688,0.01855605765082688,0.0114962971077926,0.019 ± 0.011,0.5463816272998482,0.5463816272998482,0.3314250267651635,0.546 ± 0.331,0.5405224162402178,0.5405224162402178,0.3302073701125842,0.541 ± 0.330,0.3116279069767442,0.3116279069767442,0.3009977549062888,0.312 ± 0.301,missing_10,0.95,4.27,DT-proxy base,DT_PROXY_BASE,RF,rf,10,5,11445,0.05041502839667977
0.961107140427215,0.961107140427215,0.027690213118193585,0.961 ± 0.028,0.7172458836374346,0.7172458836374346,0.18669047230243782,0.717 ± 0.187,0.5275209338123246,0.5275209338123246,0.33747432433906893,0.528 ± 0.337,0.013847126047140678,0.013847126047140678,0.009499419852160582,0.014 ± 0.009,0.5876995337307993,0.5876995337307993,0.3640380382561255,0.588 ± 0.364,0.4813678383576564,0.4813678383576564,0.3174894185077628,0.481 ± 0.317,0.313953488372093,0.313953488372093,0.3033023130993603,0.314 ± 0.303,missing_10,0.95,4.27,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10,5,11445,0.05041502839667977
0.9674254579205146,0.9674254579205146,0.028092388424427597,0.967 ± 0.028,0.7302726734767025,0.7302726734767025,0.1489062728973465,0.730 ± 0.149,0.49823781676413254,0.49823781676413254,0.3034040095079431,0.498 ± 0.303,0.028019855061246202,0.028019855061246202,0.020138975757428085,0.028 ± 0.020,0.6366506794564348,0.6366506794564348,0.3920698402129733,0.637 ± 0.392,0.4359176101394892,0.4359176101394892,0.2915906211188859,0.436 ± 0.292,0.313953488372093,0.313953488372093,0.303775592502631,0.314 ± 0.304,missing_10,0.95,4.27,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10,5,11442,0.05042824680999825
0.9625136699349559,0.9625136699349559,0.02709482559775593,0.963 ± 0.027,0.7097508240783598,0.7097508240783598,0.15364955321831944,0.710 ± 0.154,0.4749021619469233,0.4749021619469233,0.345262987843054,0.475 ± 0.345,0.016079851162529732,0.016079851162529732,0.010904398515164561,0.016 ± 0.011,0.6173880476038749,0.6173880476038749,0.35607165743640967,0.617 ± 0.356,0.424915112339713,0.424915112339713,0.3466908956629787,0.425 ± 0.347,0.3232558139534884,0.3232558139534884,0.31235055918407895,0.323 ± 0.312,missing_10,0.95,4.27,Causal-parents,CAUSAL_PARENTS,RF,rf,10,5,11442,0.05042824680999825
0.9634747628009399,0.9634747628009399,0.04281535729149822,0.963 ± 0.043,0.7142943554565315,0.7142943554565315,0.225992384155586,0.714 ± 0.226,0.5423892938744423,0.5423892938744423,0.34188879524090515,0.542 ± 0.342,0.013633693070376604,0.013633693070376604,0.00957023540719951,0.014 ± 0.010,0.6141055716499773,0.6141055716499773,0.36245827492183236,0.614 ± 0.362,0.49217486283548145,0.49217486283548145,0.3310487500792913,0.492 ± 0.331,0.3174418604651163,0.3174418604651163,0.3074696536007146,0.317 ± 0.307,missing_10,0.95,4.27,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10,5,11442,0.05042824680999825
0.9075657511028471,0.9075657511028471,0.11717468046026318,0.908 ± 0.117,0.5760179484885315,0.5760179484885315,0.2386783239648422,0.576 ± 0.239,0.38787513199304957,0.38787513199304957,0.29512426131575675,0.388 ± 0.295,0.03865176719738246,0.03865176719738246,0.03609901122519968,0.039 ± 0.036,0.5919112260288731,0.5919112260288731,0.37498926591672543,0.592 ± 0.375,0.31929065856586003,0.31929065856586003,0.2677356325825295,0.319 ± 0.268,0.20348837209302326,0.20348837209302326,0.1207008110001552,0.203 ± 0.121,missing_10,0.95,4.27,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,10,5,11442,0.05042824680999825
0.9651359269130909,0.9651359269130909,0.019863190232235598,0.965 ± 0.020,0.639992361756515,0.639992361756515,0.11468083956385297,0.640 ± 0.115,0.1639188531626053,0.1639188531626053,0.21148122990299836,0.164 ± 0.211,0.020703550120167627,0.020703550120167627,0.017097140574026053,0.021 ± 0.017,0.5586504723346829,0.5586504723346829,0.3826443041252843,0.559 ± 0.383,0.11373177107868031,0.11373177107868031,0.16942415425384233,0.114 ± 0.169,0.31511627906976747,0.31511627906976747,0.308287590582724,0.315 ± 0.308,missing_10,0.95,4.27,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,10,5,11442,0.05042824680999825
0.9608410525843027,0.9608410525843027,0.03200741813872132,0.961 ± 0.032,0.6348357264353781,0.6348357264353781,0.20158711898392348,0.635 ± 0.202,0.28877335744424354,0.28877335744424354,0.22119337103886655,0.289 ± 0.221,0.022723615306411548,0.022723615306411548,0.020742177177443834,0.023 ± 0.021,0.6178021978021977,0.6178021978021977,0.36042314355537286,0.618 ± 0.360,0.19865642729610303,0.19865642729610303,0.16775010548740243,0.199 ± 0.168,0.3081395348837209,0.3081395348837209,0.29844332017931624,0.308 ± 0.298,missing_10,0.95,4.27,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,10,5,11442,0.05042824680999825
0.8871884632993072,0.8871884632993072,0.07006604402291607,0.887 ± 0.070,0.48407976323705265,0.48407976323705265,0.24635862395346309,0.484 ± 0.246,0.4073086376097927,0.4073086376097927,0.29533286401426856,0.407 ± 0.295,0.07013471018603538,0.07013471018603538,0.03252843527076975,0.070 ± 0.033,0.4157908469078344,0.4157908469078344,0.2953134181361748,0.416 ± 0.295,0.40014744754888554,0.40014744754888554,0.29621636877944474,0.400 ± 0.296,0.2697674418604651,0.2697674418604651,0.28808711537746984,0.270 ± 0.288,missing_10,0.95,4.27,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,30,5,11443,0.05042383990212357
