sensor_scenario,event_q,horizon_min,model,algorithm,env_type,n,positive_rate
missing_10,0.95,30,Causal+Lagged Controls,Logistic,high_vpd,2146,0.05312208760484623
missing_10,0.95,30,Causal+Lagged Controls,Logistic,high_par,2158,0.03707136237256719
