sensor_scenario,event_q,horizon_min,model,algorithm,env_type,n,positive_rate
missing_10,0.95,60,Causal-parents,XGBoost,high_vpd,2145,0.05687645687645688
missing_10,0.95,60,Causal-parents,XGBoost,high_par,2155,0.041299303944315545
