method,use_autolag,use_hierarchy,fixed_tau_max,global_tau_max,leaf_tau_hat,n_total_edges,n_leaf_parents,n_inadmissible_edges,air_t_to_leaf_t_identified,mean_abs_edge_strength,max_abs_edge_strength,final_pcmciplus_seconds,bootstrap_seconds,total_variant_seconds,bootstrap_reps,bootstrap_threshold_for_summary,forecast_mae,forecast_mae_sd,forecast_rmse,forecast_rmse_sd,forecast_r2,forecast_n_features,forecast_n_folds
standard_pcmciplus,False,False,12,12,12,198,8,88,True,0.12470376221693263,0.8495014498267492,86.36665699991863,0.0,86.36665699991863,0,0.6,0.05406692828157318,0.00568435275510724,0.07383257970489172,0.007637211972065117,0.9863688448163188,8,5
