roc_auc,roc_auc_mean,roc_auc_std,roc_auc_mean_std,pr_auc,pr_auc_mean,pr_auc_std,pr_auc_mean_std,f1,f1_mean,f1_std,f1_mean_std,brier,brier_mean,brier_std,brier_mean_std,precision,precision_mean,precision_std,precision_mean_std,recall,recall_mean,recall_std,recall_mean_std,top10_alert_precision,top10_alert_precision_mean,top10_alert_precision_std,top10_alert_precision_mean_std,sensor_scenario,event_q,deltaT_threshold,model,model_key,algorithm,algorithm_key,horizon_min,n_folds,n_samples,positive_rate
0.751345206374051,0.751345206374051,0.11371736367126987,0.751 ± 0.114,0.25771537040830994,0.25771537040830994,0.1922127657782738,0.258 ± 0.192,0.18313351902672143,0.18313351902672143,0.18640239538010708,0.183 ± 0.186,0.12177600998226923,0.12177600998226923,0.047328381614181174,0.122 ± 0.047,0.22420151863923685,0.22420151863923685,0.2117651509933034,0.224 ± 0.212,0.17902470393967382,0.17902470393967382,0.18003106506282018,0.179 ± 0.180,0.25769230769230766,0.25769230769230766,0.21806181077892592,0.258 ± 0.218,clean,0.9,3.3800000000000026,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,120,5,10356,0.10119737350328312
0.7840905458202504,0.7840905458202504,0.06608470148670628,0.784 ± 0.066,0.2644422192596762,0.2644422192596762,0.18498525825507495,0.264 ± 0.185,0.09042597187758479,0.09042597187758479,0.12415947418424801,0.090 ± 0.124,0.07801736195825874,0.07801736195825874,0.03210905583921939,0.078 ± 0.032,0.3006846846846847,0.3006846846846847,0.37797778880570754,0.301 ± 0.378,0.05435383346158913,0.05435383346158913,0.07632009553523113,0.054 ± 0.076,0.24871794871794872,0.24871794871794872,0.191526189837891,0.249 ± 0.192,clean,0.9,3.3800000000000026,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,120,5,10356,0.10119737350328312
0.7527239154695241,0.7527239154695241,0.08483846846864816,0.753 ± 0.085,0.2451221396052004,0.2451221396052004,0.1846733180377407,0.245 ± 0.185,0.1260232309609013,0.1260232309609013,0.19696394329439074,0.126 ± 0.197,0.07858864438239643,0.07858864438239643,0.04078808973087518,0.079 ± 0.041,0.2611448871086951,0.2611448871086951,0.291444480873865,0.261 ± 0.291,0.09685404850508184,0.09685404850508184,0.16379777803146758,0.097 ± 0.164,0.2564102564102564,0.2564102564102564,0.21662493908610003,0.256 ± 0.217,clean,0.9,3.3800000000000026,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,120,5,10356,0.10119737350328312
0.950601102721756,0.950601102721756,0.043617530195022736,0.951 ± 0.044,0.5664991674119783,0.5664991674119783,0.18576606163643566,0.566 ± 0.186,0.5271789344293036,0.5271789344293036,0.15459442201647688,0.527 ± 0.155,0.08208216178717147,0.08208216178717147,0.049268658752990635,0.082 ± 0.049,0.5416815537403772,0.5416815537403772,0.1337399847336841,0.542 ± 0.134,0.5191109115771784,0.5191109115771784,0.17969875823247514,0.519 ± 0.180,0.3146496815286624,0.3146496815286624,0.19962844304971505,0.315 ± 0.200,clean,0.95,3.8100000000000023,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10,5,10420,0.05047984644913628
0.9638585558415642,0.9638585558415642,0.019479660563084103,0.964 ± 0.019,0.5849496700002023,0.5849496700002023,0.219361538840517,0.585 ± 0.219,0.5411601626846636,0.5411601626846636,0.20419195303388218,0.541 ± 0.204,0.030085166734384116,0.030085166734384116,0.019759991907812812,0.030 ± 0.020,0.5660614116043527,0.5660614116043527,0.2148751305532313,0.566 ± 0.215,0.5264099269046796,0.5264099269046796,0.20934117464422522,0.526 ± 0.209,0.3273885350318471,0.3273885350318471,0.21527343267917984,0.327 ± 0.215,clean,0.95,3.8100000000000023,DT-proxy base,DT_PROXY_BASE,RF,rf,10,5,10420,0.05047984644913628
0.9631542495186274,0.9631542495186274,0.027006526102716585,0.963 ± 0.027,0.5746951799266523,0.5746951799266523,0.22546240382294602,0.575 ± 0.225,0.5156882020630988,0.5156882020630988,0.18865577867026634,0.516 ± 0.189,0.02269932539003893,0.02269932539003893,0.016492566665680376,0.023 ± 0.016,0.5302965197862803,0.5302965197862803,0.18734582534028318,0.530 ± 0.187,0.506685846637121,0.506685846637121,0.19361899656940404,0.507 ± 0.194,0.3146496815286624,0.3146496815286624,0.19881387903590161,0.315 ± 0.199,clean,0.95,3.8100000000000023,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10,5,10420,0.05047984644913628
0.9380815300741153,0.9380815300741153,0.05840766585823622,0.938 ± 0.058,0.5595096036329348,0.5595096036329348,0.29347135052187073,0.560 ± 0.293,0.3364284146694921,0.3364284146694921,0.2776849867346934,0.336 ± 0.278,0.03842348165261782,0.03842348165261782,0.029919134414888048,0.038 ± 0.030,0.521767166260021,0.521767166260021,0.4067268533545545,0.522 ± 0.407,0.28940262011851214,0.28940262011851214,0.28783550377571665,0.289 ± 0.288,0.30573248407643316,0.30573248407643316,0.2354965802208427,0.306 ± 0.235,clean,0.95,3.8100000000000023,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10,5,10420,0.05047984644913628
0.9457412453137136,0.9457412453137136,0.01916323999776535,0.946 ± 0.019,0.5351146328362997,0.5351146328362997,0.23454505887539,0.535 ± 0.235,0.40393298538832073,0.40393298538832073,0.1890426083646607,0.404 ± 0.189,0.0229551077432696,0.0229551077432696,0.014170146877562751,0.023 ± 0.014,0.6240743299253937,0.6240743299253937,0.21047181316782526,0.624 ± 0.210,0.3162969751388042,0.3162969751388042,0.17680169292785827,0.316 ± 0.177,0.31592356687898093,0.31592356687898093,0.22071695052803617,0.316 ± 0.221,clean,0.95,3.8100000000000023,Causal-parents,CAUSAL_PARENTS,RF,rf,10,5,10420,0.05047984644913628
0.9566415563802739,0.9566415563802739,0.015628563161435006,0.957 ± 0.016,0.5455768090781692,0.5455768090781692,0.2033119192578897,0.546 ± 0.203,0.40747786661231106,0.40747786661231106,0.19920623517377192,0.407 ± 0.199,0.025001492669466652,0.025001492669466652,0.016662387476703226,0.025 ± 0.017,0.5932334869431644,0.5932334869431644,0.3079422766055141,0.593 ± 0.308,0.3165382830562741,0.3165382830562741,0.15723452522220385,0.317 ± 0.157,0.32229299363057323,0.32229299363057323,0.2170563824521442,0.322 ± 0.217,clean,0.95,3.8100000000000023,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10,5,10420,0.05047984644913628
0.8998775863378224,0.8998775863378224,0.0872566222865679,0.900 ± 0.087,0.5116932495464637,0.5116932495464637,0.3318055344774233,0.512 ± 0.332,0.3107925407925408,0.3107925407925408,0.25257555293666706,0.311 ± 0.253,0.042586348155680256,0.042586348155680256,0.03281761939837238,0.043 ± 0.033,0.5473563218390805,0.5473563218390805,0.41127137096252087,0.547 ± 0.411,0.2568538944813308,0.2568538944813308,0.25453070081657087,0.257 ± 0.255,0.3006369426751593,0.3006369426751593,0.24033088743183,0.301 ± 0.240,clean,0.95,3.8100000000000023,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,10,5,10420,0.05047984644913628
