method,use_autolag,use_hierarchy,fixed_tau_max,global_tau_max,leaf_tau_hat,n_total_edges,n_leaf_parents,n_inadmissible_edges,air_t_to_leaf_t_identified,mean_abs_edge_strength,max_abs_edge_strength,final_pcmciplus_seconds,bootstrap_seconds,total_variant_seconds,bootstrap_reps,bootstrap_threshold_for_summary,forecast_mae,forecast_mae_sd,forecast_rmse,forecast_rmse_sd,forecast_r2,forecast_n_features,forecast_n_folds
autolag_pcmciplus,True,False,12,36,1,116,4,61,True,0.16992771520127278,0.8524860906662215,26.976449500070885,0.0,26.976449500070885,0,0.6,0.053268070372278785,0.005441138108720314,0.07240499449104915,0.007634142150635539,0.9867372143827016,4,5
