sensor_scenario,event_q,deltaT_threshold,model,model_key,algorithm,algorithm_key,horizon_min,threshold_mean,threshold_std,threshold_last_fold
noise_5,0.85,3.1758386827288914,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,60,0.3981160640716553,0.04005049272785177,0.33711639046669006
noise_5,0.85,3.1758386827288914,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,120,0.5315752548246491,0.01851761748330952,0.5580486874456129
noise_5,0.85,3.1758386827288914,DT-proxy base,DT_PROXY_BASE,RF,rf,120,0.5384731299776717,0.029790038523910434,0.5622161642371218
noise_5,0.85,3.1758386827288914,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,120,0.29561797976493837,0.026956775678346596,0.25797519087791443
noise_5,0.85,3.1758386827288914,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,120,0.5192044034369326,0.042386124761107175,0.5723671216567099
noise_5,0.85,3.1758386827288914,Causal-parents,CAUSAL_PARENTS,RF,rf,120,0.5697010243004639,0.014327197853653122,0.5713183672155702
noise_5,0.85,3.1758386827288914,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,120,0.40677858591079713,0.00802109601686159,0.41152188181877136
noise_5,0.85,3.1758386827288914,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,120,0.5550899936568771,0.055709209455742016,0.5838843196329905
noise_5,0.85,3.1758386827288914,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,120,0.5757774817804739,0.0253491170287488,0.554444623444538
noise_5,0.85,3.1758386827288914,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,120,0.40518439412117,0.02482026884301546,0.37065795063972473
