feature,importance,sensor_scenario,event_q,model,model_key,algorithm,algorithm_key,horizon_min
deltaT_raw_lag1,1.8213585334772464,noise_5,0.85,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag2,0.3657009093683164,noise_5,0.85,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag3,0.3415167212418373,noise_5,0.85,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag1,0.4102044453559922,noise_5,0.85,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag2,0.31999044807286053,noise_5,0.85,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag3,0.2698051065711473,noise_5,0.85,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag1,0.5490078926086426,noise_5,0.85,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag2,0.32765811681747437,noise_5,0.85,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag3,0.12333402037620544,noise_5,0.85,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag1,1.7396700142489394,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag1,0.7832341129156957,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag2,0.7155603599551709,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag2,0.6717239134922585,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag3,0.2761082376179945,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag2,0.27232874161882764,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag3,0.26746978558164025,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag3,0.15660375566606693,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag1,0.11145067104440103,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag2,0.042945766107148405,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag3,0.031702332559156034,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag1,0.014931569226646832,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag1,0.2996639469552348,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
deltaT_raw_lag2,0.17928598827023454,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
deltaT_raw_lag3,0.1368508411835377,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/leaf_temperature_lag3,0.06856962228589415,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/leaf_temperature_lag1,0.0563461663510619,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/leaf_temperature_lag2,0.05350448390458439,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/par_lag1,0.03797151977946247,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/par_lag3,0.035619101834994796,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/air_temperature_lag1,0.035140351536760435,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/par_lag2,0.033914374688731284,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/air_temperature_lag3,0.03227469476429001,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/air_temperature_lag2,0.03085890844521345,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,RF,rf,10
deltaT_raw_lag1,0.42547258734703064,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
deltaT_raw_lag2,0.11440566927194595,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
compartment/leaf_temperature_lag1,0.05985788628458977,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
deltaT_raw_lag3,0.05618274584412575,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
compartment/leaf_temperature_lag2,0.051168568432331085,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
compartment/par_lag3,0.04788719117641449,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
compartment/par_lag1,0.04732543230056763,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
compartment/par_lag2,0.04515223205089569,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
compartment/leaf_temperature_lag3,0.043051283806562424,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
compartment/air_temperature_lag2,0.04010158032178879,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
compartment/air_temperature_lag1,0.034913185983896255,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
compartment/air_temperature_lag3,0.034481652081012726,noise_5,0.85,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10
deltaT_raw_lag1,1.7083603898725186,noise_5,0.85,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,10
energy/energy_use.heating_lag1,0.8053399326833358,noise_5,0.85,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,10
