sensor_scenario,event_q,horizon_min,model,algorithm,env_type,n,positive_rate
missing_10,0.9,60,DT-proxy base,XGBoost,high_vpd,2145,0.11608391608391608
missing_10,0.9,60,DT-proxy base,XGBoost,high_par,2155,0.08723897911832947
