sensor_scenario,event_q,horizon_min,model,algorithm,env_type,n,positive_rate
missing_10,0.9,120,Causal-parents,XGBoost,high_vpd,2147,0.1481136469492315
missing_10,0.9,120,Causal-parents,XGBoost,high_par,2149,0.11074918566775244
