method,use_autolag,use_hierarchy,fixed_tau_max,global_tau_max,leaf_tau_hat,n_total_edges,n_leaf_parents,n_inadmissible_edges,air_t_to_leaf_t_identified,mean_abs_edge_strength,max_abs_edge_strength,final_pcmciplus_seconds,bootstrap_seconds,total_variant_seconds,bootstrap_reps,bootstrap_threshold_for_summary,forecast_mae,forecast_mae_sd,forecast_rmse,forecast_rmse_sd,forecast_r2,forecast_n_features,forecast_n_folds
hierarchical_pcmciplus,False,True,12,12,12,118,7,0,True,0.17380172259173735,0.8852379750216768,22.846177499974146,0.0,22.846177499974146,0,0.6,0.05080257797056964,0.0049389263375722225,0.07014086584474785,0.008008010456358934,0.9874901378894831,7,5
