time,deltaT_raw,sensor_scenario,event_h10,event_h30,event_h60,event_h120
2024-11-17 13:00:00,1.3845492507876678,noise_5,0.0,0.0,0.0,1.0
2024-11-17 13:10:00,2.013201275518586,noise_5,0.0,0.0,0.0,1.0
2024-11-17 13:20:00,1.8154827709534018,noise_5,0.0,0.0,0.0,1.0
2024-11-17 13:30:00,2.2669337374804854,noise_5,0.0,0.0,0.0,1.0
2024-11-17 13:40:00,2.388486486518982,noise_5,0.0,0.0,0.0,1.0
2024-11-17 13:50:00,2.746466376650474,noise_5,0.0,0.0,0.0,1.0
2024-11-17 14:00:00,2.391017427728695,noise_5,0.0,0.0,1.0,1.0
2024-11-17 14:10:00,2.743129478259835,noise_5,0.0,0.0,1.0,0.0
2024-11-17 14:20:00,2.849634200877727,noise_5,0.0,0.0,1.0,0.0
2024-11-17 14:30:00,2.7603689956629864,noise_5,0.0,1.0,1.0,1.0
2024-11-17 14:40:00,2.927206661754024,noise_5,0.0,1.0,1.0,1.0
2024-11-17 14:50:00,3.2348744745427993,noise_5,1.0,1.0,1.0,1.0
2024-11-17 15:00:00,3.901185265011396,noise_5,1.0,1.0,1.0,1.0
2024-11-17 15:10:00,3.961322718494479,noise_5,1.0,1.0,0.0,1.0
2024-11-17 15:20:00,3.9879687698096937,noise_5,1.0,1.0,0.0,1.0
2024-11-17 15:30:00,4.35881384640674,noise_5,1.0,1.0,1.0,1.0
2024-11-17 15:40:00,4.314453335398007,noise_5,1.0,0.0,1.0,1.0
2024-11-17 15:50:00,4.5554119183609565,noise_5,1.0,0.0,1.0,0.0
2024-11-17 16:00:00,3.8816400160160534,noise_5,0.0,1.0,1.0,0.0
2024-11-17 16:10:00,3.3863788577343072,noise_5,0.0,1.0,1.0,0.0
2024-11-17 16:20:00,3.3583282754757633,noise_5,1.0,1.0,1.0,0.0
2024-11-17 16:30:00,3.775250614590732,noise_5,1.0,1.0,1.0,0.0
2024-11-17 16:40:00,3.970268345952917,noise_5,1.0,1.0,1.0,0.0
2024-11-17 16:50:00,4.216597603964679,noise_5,1.0,1.0,0.0,0.0
2024-11-17 17:00:00,4.402695452314287,noise_5,1.0,1.0,0.0,0.0
2024-11-17 17:10:00,4.537998841077112,noise_5,1.0,1.0,0.0,0.0
2024-11-17 17:20:00,4.24024838744079,noise_5,1.0,0.0,0.0,0.0
2024-11-17 17:30:00,3.7469649211294147,noise_5,1.0,0.0,0.0,0.0
2024-11-17 17:40:00,3.504219618554867,noise_5,0.0,0.0,0.0,0.0
2024-11-17 17:50:00,2.808696656082219,noise_5,0.0,0.0,0.0,0.0
2024-11-17 18:00:00,2.5922857573256657,noise_5,0.0,0.0,0.0,0.0
2024-11-17 18:10:00,2.891758556655873,noise_5,0.0,0.0,0.0,0.0
2024-11-17 18:20:00,2.8870939422646273,noise_5,0.0,0.0,0.0,0.0
2024-11-17 18:30:00,2.9770173494163856,noise_5,0.0,0.0,0.0,0.0
2024-11-17 18:40:00,2.7312727773574856,noise_5,0.0,0.0,0.0,0.0
2024-11-17 18:50:00,2.8145184093962,noise_5,0.0,0.0,0.0,0.0
2024-11-17 19:00:00,2.6621346938926784,noise_5,0.0,0.0,0.0,0.0
2024-11-17 19:10:00,3.225948010844313,noise_5,0.0,0.0,0.0,0.0
2024-11-17 19:20:00,3.183990274649952,noise_5,0.0,0.0,0.0,0.0
2024-11-17 19:30:00,2.9094790697688353,noise_5,0.0,0.0,0.0,0.0
2024-11-17 19:40:00,2.0049202617485484,noise_5,0.0,0.0,0.0,0.0
2024-11-17 19:50:00,2.222891107918457,noise_5,0.0,0.0,0.0,0.0
2024-11-17 20:00:00,2.2596843632915444,noise_5,0.0,0.0,0.0,0.0
2024-11-17 20:10:00,2.2242329131766247,noise_5,0.0,0.0,0.0,0.0
2024-11-17 20:20:00,1.807764552896554,noise_5,0.0,0.0,0.0,0.0
