sensor_scenario,event_q,deltaT_threshold,model,model_key,algorithm,algorithm_key,horizon_min,threshold_mean,threshold_std,threshold_last_fold
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10,0.6639785540126754,0.04732684326373004,0.7227962642268835
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,RF,rf,10,0.5215916023914644,0.05999021292424486,0.5502568152390772
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10,0.34704792499542236,0.039984530308757316,0.29647114872932434
noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10,0.6532661547947339,0.035653892837930294,0.704426206440287
noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,RF,rf,10,0.5776154788667307,0.031372649084064994,0.5592560491628775
noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10,0.40183826088905333,0.02836530783433523,0.3743201494216919
noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,10,0.6999459377426638,0.05933923656692439,0.7770203416770611
noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,10,0.5917956255564263,0.031446475239380524,0.5761024898177342
noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,10,0.41093393564224245,0.019033471188728123,0.3854990005493164
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,30,0.6270328276671473,0.027342669947781378,0.6597699242397438
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,RF,rf,30,0.5923988480038429,0.050161424577448516,0.5328423143030111
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,30,0.3357195913791656,0.02141080114065364,0.30383530259132385
noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,30,0.6695200518931282,0.07407347056830481,0.7098692401083883
noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,RF,rf,30,0.5684659681429055,0.033519028843595915,0.5355220504847791
noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,30,0.3673528254032135,0.025253326414388474,0.3279961347579956
noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,30,0.6784358885093472,0.05113744995428703,0.7007602606181469
noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,30,0.6004546688254314,0.02614785101645943,0.5932839827538178
noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,30,0.38401558995246887,0.04103340217821381,0.33619263768196106
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,60,0.5971579965724569,0.023222176298345706,0.6295956911489546
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,RF,rf,60,0.5456727898993783,0.04575357146486624,0.5010020680466354
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,60,0.29336867332458494,0.04270717141442247,0.250310480594635
noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,60,0.596888487323388,0.04684305393230123,0.6302461546024544
noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,RF,rf,60,0.5617641060283705,0.027719140560178712,0.5614377498325277
noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,60,0.36848830580711367,0.041412573389855316,0.35523658990859985
noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,60,0.6443285421706662,0.016322560319256763,0.650033365010624
noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,60,0.5839114068958976,0.025148973291826627,0.6039054398287709
noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,60,0.37391769886016846,0.036694575661454364,0.3405728042125702
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,120,0.5268239102443697,0.015549479255384828,0.5495492064010525
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,RF,rf,120,0.5208285749235411,0.012906698814937926,0.5204854244070459
noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,120,0.22274973392486572,0.032739807852108775,0.1920965313911438
noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,120,0.5323771402824029,0.050618531187879214,0.5948231779675883
