time,sensor_scenario,compartment/leaf_temperature,compartment/air_temperature,deltaT_raw
2024-09-05 09:40:00,noise_5,,22.683502349308323,
2024-09-05 09:50:00,noise_5,,22.923453198534823,
2024-09-05 10:00:00,noise_5,,23.000036875459962,
2024-09-05 10:10:00,noise_5,,23.12850603193471,
2024-09-05 10:20:00,noise_5,,23.538784905126864,
2024-09-05 10:30:00,noise_5,,23.349543922727257,
2024-09-05 10:40:00,noise_5,,23.685163811271572,
2024-09-05 10:50:00,noise_5,,23.937049795152433,
2024-09-05 11:00:00,noise_5,,23.9960559577386,
2024-09-05 11:10:00,noise_5,,25.052800010588253,
2024-09-05 11:20:00,noise_5,,25.044877766448796,
2024-09-05 11:30:00,noise_5,,25.581672953353873,
2024-09-05 11:40:00,noise_5,,25.858107103277067,
2024-09-05 11:50:00,noise_5,,26.42159792030458,
2024-09-05 12:00:00,noise_5,,26.29282335983553,
2024-09-05 12:10:00,noise_5,,27.145608069821122,
2024-09-05 12:20:00,noise_5,,27.786615211132883,
2024-09-05 12:30:00,noise_5,,27.96128344507071,
2024-09-05 12:40:00,noise_5,,28.469529620136264,
2024-09-05 12:50:00,noise_5,,28.631635746655412,
2024-09-05 13:00:00,noise_5,,29.24535532361361,
2024-09-05 13:10:00,noise_5,,29.282767432674458,
2024-09-05 13:20:00,noise_5,,29.519213405495716,
2024-09-05 13:30:00,noise_5,,29.897334186873785,
2024-09-05 13:40:00,noise_5,,29.858089912735167,
2024-09-05 13:50:00,noise_5,,30.114816896003134,
2024-09-05 14:00:00,noise_5,,30.14567922048951,
2024-09-05 14:10:00,noise_5,,30.208255851298535,
2024-09-05 14:20:00,noise_5,,30.280094873699234,
2024-09-05 14:30:00,noise_5,,29.974926429334115,
2024-09-05 14:40:00,noise_5,,30.06680914541636,
2024-09-05 14:50:00,noise_5,,29.749013006095037,
2024-09-05 15:00:00,noise_5,,29.576853964008922,
2024-09-05 15:10:00,noise_5,,29.61680727432888,
2024-09-05 15:20:00,noise_5,,28.95063111462003,
2024-09-05 15:30:00,noise_5,,28.48736978416238,
2024-09-05 15:40:00,noise_5,,29.545985924444974,
2024-09-05 15:50:00,noise_5,,28.90711817759046,
2024-09-05 16:00:00,noise_5,,29.043652961326796,
2024-09-05 16:10:00,noise_5,,28.77389626519277,
2024-09-05 16:20:00,noise_5,,28.316058200315712,
2024-09-05 16:30:00,noise_5,,28.714880607855104,
