feature,importance,sensor_scenario,event_q,model,model_key,algorithm,algorithm_key,horizon_min
deltaT_raw_lag1,1.7437888522409573,noise_5,0.9,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag2,0.35079427024019194,noise_5,0.9,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag3,0.2831400043793951,noise_5,0.9,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10
deltaT_raw_lag1,0.411768806962265,noise_5,0.9,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag2,0.3160956431059265,noise_5,0.9,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag3,0.27213554993180866,noise_5,0.9,DT-proxy base,DT_PROXY_BASE,RF,rf,10
deltaT_raw_lag1,0.5300102233886719,noise_5,0.9,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag2,0.3359324038028717,noise_5,0.9,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag3,0.1340574026107788,noise_5,0.9,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10
deltaT_raw_lag1,1.6802179782762703,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag2,0.7160025547695753,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag1,0.7027434603276315,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag2,0.6942559937163924,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag3,0.24330725127864195,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag2,0.22228415685077269,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/air_temperature_lag3,0.18585521425131918,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag1,0.14631087077535604,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag2,0.10741634075320143,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag3,0.07119753677391615,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/leaf_temperature_lag1,0.03412846830135775,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
compartment/par_lag3,0.030672308025761076,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10
deltaT_raw_lag1,0.29906799215935403,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
deltaT_raw_lag2,0.16428120268643068,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
deltaT_raw_lag3,0.13322027722756768,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/leaf_temperature_lag3,0.06562266685072794,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/leaf_temperature_lag1,0.06316820747881853,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/leaf_temperature_lag2,0.05469749419749303,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/par_lag1,0.046737999401640105,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/par_lag2,0.04363606260601509,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/par_lag3,0.03526747565981177,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
compartment/air_temperature_lag1,0.032553710834679624,noise_5,0.9,Causal-parents,CAUSAL_PARENTS,RF,rf,10
