roc_auc,roc_auc_mean,roc_auc_std,roc_auc_mean_std,pr_auc,pr_auc_mean,pr_auc_std,pr_auc_mean_std,f1,f1_mean,f1_std,f1_mean_std,brier,brier_mean,brier_std,brier_mean_std,precision,precision_mean,precision_std,precision_mean_std,recall,recall_mean,recall_std,recall_mean_std,top10_alert_precision,top10_alert_precision_mean,top10_alert_precision_std,top10_alert_precision_mean_std,sensor_scenario,event_q,deltaT_threshold,model,model_key,algorithm,algorithm_key,horizon_min,n_folds,n_samples,positive_rate
0.9197809599245433,0.9197809599245433,0.04411924422541933,0.920 ± 0.044,0.6032590617257754,0.6032590617257754,0.1542710734700901,0.603 ± 0.154,0.5710738925090562,0.5710738925090562,0.10037050798043139,0.571 ± 0.100,0.09623919832174255,0.09623919832174255,0.05177930758447062,0.096 ± 0.052,0.530543684817852,0.530543684817852,0.09365794552291727,0.531 ± 0.094,0.6198048156862361,0.6198048156862361,0.11321050943433485,0.620 ± 0.113,0.5235668789808917,0.5235668789808917,0.22235594896307895,0.524 ± 0.222,noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10,5,10420,0.10009596928982725
0.9065679869961831,0.9065679869961831,0.04076052879135916,0.907 ± 0.041,0.5827142770485321,0.5827142770485321,0.17075515908707978,0.583 ± 0.171,0.5730566485733191,0.5730566485733191,0.1241627781580779,0.573 ± 0.124,0.059023868232945344,0.059023868232945344,0.029201524799153344,0.059 ± 0.029,0.5217302278378954,0.5217302278378954,0.12393564574525148,0.522 ± 0.124,0.6418819326618946,0.6418819326618946,0.13584082104268536,0.642 ± 0.136,0.5159235668789808,0.5159235668789808,0.2250580859115255,0.516 ± 0.225,noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,RF,rf,10,5,10420,0.10009596928982725
0.9148984665809292,0.9148984665809292,0.03921241805940012,0.915 ± 0.039,0.57895130186132,0.57895130186132,0.17536888147147042,0.579 ± 0.175,0.5515172307571862,0.5515172307571862,0.14924965662425668,0.552 ± 0.149,0.04850411986814105,0.04850411986814105,0.025908242465132788,0.049 ± 0.026,0.5615469732829027,0.5615469732829027,0.1186316294615536,0.562 ± 0.119,0.5464385871059936,0.5464385871059936,0.17909129352732797,0.546 ± 0.179,0.510828025477707,0.510828025477707,0.22606530366726177,0.511 ± 0.226,noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10,5,10420,0.10009596928982725
0.9204470134682798,0.9204470134682798,0.04424012793512581,0.920 ± 0.044,0.5921144554927257,0.5921144554927257,0.20894801836029658,0.592 ± 0.209,0.5036909341545142,0.5036909341545142,0.2134929884609223,0.504 ± 0.213,0.06584984072165774,0.06584984072165774,0.037103358082161746,0.066 ± 0.037,0.650026383773979,0.650026383773979,0.13054500240951739,0.650 ± 0.131,0.4323627450260298,0.4323627450260298,0.21618723953229105,0.432 ± 0.216,0.4942675159235669,0.4942675159235669,0.24398313443606098,0.494 ± 0.244,noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10,5,10420,0.10009596928982725
0.9072997173829555,0.9072997173829555,0.0444874287376134,0.907 ± 0.044,0.5876880462296303,0.5876880462296303,0.18837145878829656,0.588 ± 0.188,0.49782488857374385,0.49782488857374385,0.11964257391830234,0.498 ± 0.120,0.05015850182150576,0.05015850182150576,0.026654884487203736,0.050 ± 0.027,0.6668224857510572,0.6668224857510572,0.14749118982356918,0.667 ± 0.147,0.400265051263783,0.400265051263783,0.10355315668242078,0.400 ± 0.104,0.5286624203821656,0.5286624203821656,0.24507812748498076,0.529 ± 0.245,noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,RF,rf,10,5,10420,0.10009596928982725
0.9099405964200693,0.9099405964200693,0.04532441025049371,0.910 ± 0.045,0.5846805353821639,0.5846805353821639,0.2062206418658649,0.585 ± 0.206,0.49832482556375773,0.49832482556375773,0.15735776137373875,0.498 ± 0.157,0.0501300906700108,0.0501300906700108,0.026690063455145432,0.050 ± 0.027,0.6494413223447115,0.6494413223447115,0.186433347443355,0.649 ± 0.186,0.40676058089976924,0.40676058089976924,0.13603141791512002,0.407 ± 0.136,0.513375796178344,0.513375796178344,0.23719594709682754,0.513 ± 0.237,noise_5,0.9,3.408375338190723,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10,5,10420,0.10009596928982725
0.898891003360812,0.898891003360812,0.07467380678487572,0.899 ± 0.075,0.5761034235102107,0.5761034235102107,0.2204301586935169,0.576 ± 0.220,0.5104712909374964,0.5104712909374964,0.18389038890928008,0.510 ± 0.184,0.07152120754518641,0.07152120754518641,0.0409196301374626,0.072 ± 0.041,0.6548265107212476,0.6548265107212476,0.1634035797441395,0.655 ± 0.163,0.43708333163310964,0.43708333163310964,0.18898269391133277,0.437 ± 0.189,0.5006369426751591,0.5006369426751591,0.24912520890254916,0.501 ± 0.249,noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,10,5,10420,0.10009596928982725
0.8973119759168157,0.8973119759168157,0.057183013712141434,0.897 ± 0.057,0.5587982615423244,0.5587982615423244,0.19951719134604876,0.559 ± 0.200,0.43823573657185416,0.43823573657185416,0.19399460027251253,0.438 ± 0.194,0.05180110843572433,0.05180110843572433,0.026361062132979275,0.052 ± 0.026,0.7058343171979535,0.7058343171979535,0.12023478075771621,0.706 ± 0.120,0.3315622824563852,0.3315622824563852,0.1697378597104622,0.332 ± 0.170,0.510828025477707,0.510828025477707,0.23503961459900566,0.511 ± 0.235,noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,10,5,10420,0.10009596928982725
0.9072908100589727,0.9072908100589727,0.05402470206672862,0.907 ± 0.054,0.5514372494068516,0.5514372494068516,0.21900916281093394,0.551 ± 0.219,0.4563146410820371,0.4563146410820371,0.21895442103396537,0.456 ± 0.219,0.05258134737047543,0.05258134737047543,0.030875712794566464,0.053 ± 0.031,0.6204618707116503,0.6204618707116503,0.1942738048483849,0.620 ± 0.194,0.3759116456342201,0.3759116456342201,0.19456243355812972,0.376 ± 0.195,0.5070063694267516,0.5070063694267516,0.2475733171507072,0.507 ± 0.248,noise_5,0.9,3.408375338190723,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,10,5,10420,0.10009596928982725
0.8415916879205632,0.8415916879205632,0.05911127732496665,0.842 ± 0.059,0.42239665454320924,0.42239665454320924,0.1643237160902863,0.422 ± 0.164,0.43349849566950677,0.43349849566950677,0.09700602675551138,0.433 ± 0.097,0.12950303239485111,0.12950303239485111,0.054047483264601875,0.130 ± 0.054,0.3940065195338955,0.3940065195338955,0.08023135645960632,0.394 ± 0.080,0.4832945682343273,0.4832945682343273,0.1216305146260175,0.483 ± 0.122,0.4,0.4,0.16842026189085627,0.400 ± 0.168,noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,30,5,10406,0.10013453776667307
0.8266743926144127,0.8266743926144127,0.05229396946854885,0.827 ± 0.052,0.39934228300341235,0.39934228300341235,0.17750707461534013,0.399 ± 0.178,0.4106118308916148,0.4106118308916148,0.11912079049461456,0.411 ± 0.119,0.07899750982548792,0.07899750982548792,0.034882587027118994,0.079 ± 0.035,0.4399782978562962,0.4399782978562962,0.08099306247153516,0.440 ± 0.081,0.39634150501620385,0.39634150501620385,0.15869484111765472,0.396 ± 0.159,0.3948717948717949,0.3948717948717949,0.17346821864446646,0.395 ± 0.173,noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,RF,rf,30,5,10406,0.10013453776667307
0.8355590833300353,0.8355590833300353,0.06136083982036347,0.836 ± 0.061,0.40468959709555,0.40468959709555,0.1740796614005286,0.405 ± 0.174,0.4171016880106427,0.4171016880106427,0.11093976695443224,0.417 ± 0.111,0.061607258854542934,0.061607258854542934,0.030326552332890652,0.062 ± 0.030,0.4380767420439743,0.4380767420439743,0.09188344469866468,0.438 ± 0.092,0.4000710176613792,0.4000710176613792,0.12512784033706625,0.400 ± 0.125,0.38717948717948725,0.38717948717948725,0.1662099264333223,0.387 ± 0.166,noise_5,0.9,3.408375338190723,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,30,5,10406,0.10013453776667307
