target,stage,tau_max,tau_cap_lags,n_edges,n_features,pcmci_seconds,mean_mae,std_mae,mean_rmse,std_rmse,mean_r2,n_folds
compartment/screen_blackout/screen_position,coarse,12,12,6,6,86.18588929995894,0.07027936136589467,0.00942056605795335,0.1994709029563045,0.03596834474057149,0.9576934859861241,5
compartment/screen_blackout/screen_position,fine,1,12,2,2,5.101932299905457,0.06343978234691192,0.01309204466926097,0.21111470352869896,0.03824943807946078,0.9526020695945088,5
compartment/screen_blackout/screen_position,fine,2,12,3,3,14.020402100053616,0.0729499355869131,0.00792552649681868,0.20141831351873501,0.03727986807991849,0.9568077815307742,5
compartment/screen_blackout/screen_position,fine,3,12,4,4,21.37957450002432,0.06694804662809305,0.01291046760094591,0.2001697072978364,0.03639426595329174,0.9573805023759079,5
compartment/screen_blackout/screen_position,fine,4,12,4,4,33.92370549996849,0.06696412878726556,0.012904757282769238,0.20016382833207444,0.03633323534596851,0.9573861433490867,5
compartment/screen_blackout/screen_position,fine,5,12,7,7,44.53041340003256,0.06986226105121922,0.01000818355429268,0.199422904873524,0.0359534548258157,0.9577123570579099,5
compartment/water_supply/water_flow_duration,coarse,6,36,12,12,48.65413769998122,0.035158069969640555,0.012876034193494411,0.10158931793460875,0.02826726108669024,0.9904810647463769,5
compartment/water_supply/water_flow_duration,coarse,9,36,11,11,79.41754349996336,0.034834410347874246,0.012730960378598331,0.10155686011718319,0.028249833001785497,0.9904870027870387,5
compartment/water_supply/water_flow_duration,coarse,12,36,12,12,86.65784149989486,0.03515092679398691,0.012790231889545447,0.10149713120632105,0.02841958252984492,0.9905032660802033,5
compartment/water_supply/water_flow_duration,coarse,36,36,11,11,213.77560440008529,0.03484595452491999,0.01274440496967972,0.10156693877119809,0.02825192964619092,0.990484942719274,5
compartment/water_supply/water_flow_duration,fine,1,36,5,5,5.107098700013012,0.032687450457406605,0.010550376910904616,0.11948901220149204,0.03368405986238515,0.9868495133603989,5
compartment/water_supply/water_flow_duration,fine,2,36,6,6,13.865448099910282,0.03310535003856182,0.011254788427222344,0.10559527230972802,0.029635055665638437,0.9897268631652851,5
compartment/water_supply/water_flow_duration,fine,3,36,8,8,21.776023900019936,0.03353325249174799,0.01186712003458303,0.10270450466865941,0.028423890893896804,0.9902669986553627,5
compartment/water_supply/water_flow_duration,fine,4,36,11,11,33.9652259000577,0.03468720175256201,0.012094229818238982,0.1016108649310991,0.028134914257789873,0.990472380114371,5
compartment/water_supply/water_flow_duration,fine,5,36,11,11,45.88232800003607,0.03481801855782493,0.012706555268565,0.10155671207566319,0.02824491430121558,0.9904868878432463,5
compartment/window_position_lee_side,coarse,6,12,9,9,48.1449790999759,0.1338985275615006,0.03845978894042014,0.21999776060085074,0.06122243406898016,0.9219889113941135,5
compartment/window_position_lee_side,coarse,9,12,12,12,78.97621630004141,0.13453723750752405,0.039436580630288716,0.22054182327550756,0.06215915000013972,0.9215395316200343,5
compartment/window_position_lee_side,coarse,12,12,11,11,86.65280899999198,0.13493413801035997,0.038914416904898164,0.22047415859935984,0.061948124742044045,0.9215743121703834,5
compartment/window_position_lee_side,fine,1,12,5,5,5.1418835000367835,0.13485855384091236,0.038510410104535764,0.2225661100469579,0.06304301643338933,0.9201392495891738,5
compartment/window_position_lee_side,fine,2,12,10,10,14.026383899967186,0.13488815426051023,0.03925475179873147,0.21952972255874617,0.06158820879920515,0.9222333875875149,5
compartment/window_position_lee_side,fine,3,12,7,7,21.356076000025496,0.1320012246509395,0.03922651789579032,0.21818258183009412,0.06142116210939949,0.9230791746967153,5
compartment/window_position_lee_side,fine,4,12,8,8,33.51921679999214,0.1356918116556181,0.03551094118083744,0.2202726837824538,0.06017749161444603,0.9216791264896941,5
compartment/window_position_lee_side,fine,5,12,8,8,45.08960870001465,0.13569543631983044,0.035508993073073404,0.22027548687630896,0.06017776570424138,0.9216771561945094,5
compartment/window_position_wind_side,coarse,6,12,6,6,48.69221870007459,0.1098513819541032,0.04298760692140491,0.2010926708220207,0.07304021731555592,0.9264370238424997,5
compartment/window_position_wind_side,coarse,9,12,8,8,79.14544150000438,0.1095243105703877,0.04610577081442192,0.2008435827155645,0.07392156222751448,0.9271748125345857,5
compartment/window_position_wind_side,coarse,12,12,9,9,86.84251099999528,0.11144017776821755,0.04283037467881378,0.19994618644903364,0.07282534802385156,0.9276561126570781,5
compartment/window_position_wind_side,fine,1,12,6,6,5.114568200078793,0.10913903702337366,0.04607109023110266,0.20410959357001338,0.07263568636622274,0.924481938693603,5
compartment/window_position_wind_side,fine,2,12,5,5,13.910103700007312,0.10775576429451053,0.04145775619736241,0.19939884863452537,0.07191543198070904,0.9272626393723542,5
compartment/window_position_wind_side,fine,3,12,7,7,21.660182400024496,0.10795660989978044,0.04480152333513983,0.20002035104957966,0.07338368495471338,0.9274137205929671,5
compartment/window_position_wind_side,fine,4,12,5,5,34.21044619998429,0.11021665812000747,0.042024181706886626,0.20104458741508235,0.07250326129133479,0.9263876930752477,5
compartment/window_position_wind_side,fine,5,12,5,5,45.357193999923766,0.11022001023574321,0.04202056616097763,0.201046107868932,0.07250188175408519,0.9263861455037159,5
compartment/heating_lower_circuit/pipe_temperature,coarse,6,12,10,10,48.60865030006971,0.2114429841747348,0.022370986988539468,0.3668133636069335,0.030511348952692273,0.7533757971501537,5
compartment/heating_lower_circuit/pipe_temperature,coarse,9,12,12,12,78.99520139989909,0.2106996520040331,0.027863678856205016,0.3636854579046257,0.033866637029722244,0.7587408694608408,5
compartment/heating_lower_circuit/pipe_temperature,coarse,12,12,11,11,87.5968392000068,0.21103973115010416,0.028025941480414162,0.36408927287955095,0.03393654256406864,0.7581888051480148,5
compartment/heating_lower_circuit/pipe_temperature,fine,1,12,5,5,5.233927299967036,0.21976469513597374,0.020430957734126533,0.384127537145473,0.028889614487836484,0.72897566356288,5
compartment/heating_lower_circuit/pipe_temperature,fine,2,12,9,9,14.117760099936277,0.2276242689247543,0.025215332105650134,0.37836573830796255,0.030743119478552825,0.7377027607449722,5
compartment/heating_lower_circuit/pipe_temperature,fine,3,12,11,11,21.634102400043048,0.21870287329212154,0.02420454320148111,0.3707725593778588,0.029901744093997373,0.7476473155967094,5
compartment/heating_lower_circuit/pipe_temperature,fine,4,12,9,9,33.75269120000303,0.22199545117260952,0.024225837815329915,0.3740249815597804,0.03081768060083396,0.743314142854787,5
compartment/heating_lower_circuit/pipe_temperature,fine,5,12,12,12,44.869819000014104,0.21114259672739624,0.027771520760025734,0.3644092960615872,0.03281319532583141,0.7574203773457568,5
compartment/leaf_temperature,coarse,6,12,9,9,48.83740899991244,0.05412814077686916,0.005667518809221469,0.07387476605916307,0.007617253944440123,0.9863534625031717,5
compartment/leaf_temperature,coarse,9,12,9,9,79.6539832999697,0.0541314844065582,0.005666291593601183,0.07387595907938616,0.0076162510415804605,0.9863530423226937,5
compartment/leaf_temperature,coarse,12,12,8,8,86.29329830000643,0.054079872225812384,0.00567810567423711,0.07384155171923747,0.007632417009211067,0.9863654393443259,5
compartment/leaf_temperature,fine,1,12,4,4,5.033647799980827,0.053268070372278785,0.005441138108720314,0.07240499449104915,0.007634142150635539,0.9867372143827016,5
compartment/leaf_temperature,fine,2,12,6,6,13.949588499963284,0.05133519566907398,0.004925342809102435,0.07045522112557248,0.007791790199479811,0.987383836348118,5
compartment/leaf_temperature,fine,3,12,6,6,20.938494100002572,0.0523700328354871,0.005107693941321444,0.07156695182639429,0.006515545198894586,0.9871714159702787,5
compartment/leaf_temperature,fine,4,12,9,9,33.31459280010313,0.05597202846295725,0.006556316880530849,0.07616510885276537,0.008545673831370908,0.9855377316317318,5
compartment/leaf_temperature,fine,5,12,10,10,45.40754949999973,0.05530650503959019,0.006686988725834559,0.075521633779038,0.00880194625721746,0.9857890487876233,5
