target,stage,tau_max,tau_cap_lags,n_edges,n_features,pcmci_seconds,mean_mae,std_mae,mean_rmse,std_rmse,mean_r2,n_folds
energy/co2_dosage,fine,3,12,12,12,21.52998310001567,0.3640074218268875,0.06494516253620544,0.5794842244772478,0.07451684966111485,0.5096517915211618,5
energy/co2_dosage,fine,4,12,12,12,33.708735699998215,0.3552790074140278,0.06295174147920901,0.5757441900098405,0.07671644155133953,0.5168941385400767,5
energy/co2_dosage,fine,5,12,12,12,44.868334500002675,0.35369641426750975,0.06312574790208227,0.5744294629421032,0.0764424221836024,0.5198234590222297,5
compartment/screen_energy/screen_position,coarse,6,12,10,10,49.21666570007801,0.07643365149845889,0.020547689630925542,0.1791181191837223,0.058743488072561904,0.8934037010299951,5
compartment/screen_energy/screen_position,coarse,9,12,11,11,79.00444819999393,0.0761171843066055,0.020365786376548418,0.1788905128296394,0.05855277630747286,0.8935958407417287,5
compartment/screen_energy/screen_position,coarse,12,12,11,11,86.70642499998212,0.07556770264782768,0.02056066296161671,0.1787621414216194,0.05840800630113299,0.8933805143671479,5
compartment/screen_energy/screen_position,fine,1,12,5,5,5.171661200001836,0.06965883502278772,0.022909112090331002,0.18555178254032584,0.06377543136717134,0.88982988574301,5
compartment/screen_energy/screen_position,fine,2,12,7,7,13.795923099969514,0.07666074740228725,0.02029380496777896,0.1801735468078268,0.059459128412304794,0.8934925966447503,5
compartment/screen_energy/screen_position,fine,3,12,8,8,21.713033400010318,0.07612332471855342,0.020612173556141616,0.18070995099595977,0.05896739059389455,0.8913878978731266,5
compartment/screen_energy/screen_position,fine,4,12,8,8,33.904616500018165,0.08106342648578543,0.02348127675280891,0.18209676751025977,0.05895759489946984,0.888614855753431,5
compartment/screen_energy/screen_position,fine,5,12,10,10,45.07894719997421,0.07599098086178697,0.0203901628780604,0.1789781650698597,0.05876497827745157,0.8938614812476764,5
compartment/screen_blackout/screen_position,coarse,6,12,6,6,49.0479750999948,0.07025873373104526,0.009429132530699148,0.19947130384426742,0.035969532393291447,0.9576932483743297,5
compartment/screen_blackout/screen_position,coarse,9,12,9,9,78.90107020002324,0.07173980477759964,0.009813589993501312,0.19943104854820398,0.03569967563319578,0.957725398777512,5
