roc_auc,roc_auc_mean,roc_auc_std,roc_auc_mean_std,pr_auc,pr_auc_mean,pr_auc_std,pr_auc_mean_std,f1,f1_mean,f1_std,f1_mean_std,brier,brier_mean,brier_std,brier_mean_std,precision,precision_mean,precision_std,precision_mean_std,recall,recall_mean,recall_std,recall_mean_std,top10_alert_precision,top10_alert_precision_mean,top10_alert_precision_std,top10_alert_precision_mean_std,sensor_scenario,event_q,deltaT_threshold,model,model_key,algorithm,algorithm_key,horizon_min,n_folds,n_samples,positive_rate
0.9376595771834968,0.9376595771834968,0.041042986681097994,0.938 ± 0.041,0.7450332559586075,0.7450332559586075,0.08948011707364628,0.745 ± 0.089,0.6761842084960193,0.6761842084960193,0.06286813896827913,0.676 ± 0.063,0.07725561243754044,0.07725561243754044,0.039298960679166585,0.077 ± 0.039,0.6600305977394079,0.6600305977394079,0.06544489019671378,0.660 ± 0.065,0.6963213536632378,0.6963213536632378,0.07594540217668529,0.696 ± 0.076,0.6802325581395349,0.6802325581395349,0.2567701474066696,0.680 ± 0.257,missing_10,0.85,3.2900000000000027,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,10,5,11445,0.15002184359982526
0.9426921426391448,0.9426921426391448,0.03769318801230428,0.943 ± 0.038,0.7519623061670293,0.7519623061670293,0.09267574790643457,0.752 ± 0.093,0.6852127792058104,0.6852127792058104,0.07436750482135353,0.685 ± 0.074,0.05959627981016506,0.05959627981016506,0.03313200399924328,0.060 ± 0.033,0.6874349071325452,0.6874349071325452,0.07810256583671876,0.687 ± 0.078,0.684834997622481,0.684834997622481,0.08223426026289865,0.685 ± 0.082,0.6802325581395349,0.6802325581395349,0.24553200481137993,0.680 ± 0.246,missing_10,0.85,3.2900000000000027,DT-proxy base,DT_PROXY_BASE,RF,rf,10,5,11445,0.15002184359982526
0.9407202028953368,0.9407202028953368,0.03881982771181679,0.941 ± 0.039,0.7475615506071249,0.7475615506071249,0.10016629483920855,0.748 ± 0.100,0.6801683668559187,0.6801683668559187,0.0768086726410691,0.680 ± 0.077,0.05244249229181654,0.05244249229181654,0.030734835665572422,0.052 ± 0.031,0.6510866963094374,0.6510866963094374,0.0785535061851675,0.651 ± 0.079,0.7137988490150143,0.7137988490150143,0.0839371226470633,0.714 ± 0.084,0.6790697674418605,0.6790697674418605,0.2571779176781427,0.679 ± 0.257,missing_10,0.85,3.2900000000000027,DT-proxy base,DT_PROXY_BASE,XGBoost,xgb,10,5,11445,0.15002184359982526
0.9450611424122586,0.9450611424122586,0.03890534433031633,0.945 ± 0.039,0.7691411887815218,0.7691411887815218,0.08031764723946007,0.769 ± 0.080,0.6838071942344006,0.6838071942344006,0.04841939431511106,0.684 ± 0.048,0.061250898478478824,0.061250898478478824,0.03469876909640195,0.061 ± 0.035,0.7675441938067019,0.7675441938067019,0.06446936340386485,0.768 ± 0.064,0.616717784153645,0.616717784153645,0.03728614178277612,0.617 ± 0.037,0.7011627906976744,0.7011627906976744,0.2637702980739584,0.701 ± 0.264,missing_10,0.85,3.2900000000000027,Causal-parents,CAUSAL_PARENTS,Logistic,logistic,10,5,11442,0.15006117811571404
0.9370099157461995,0.9370099157461995,0.039188370360365626,0.937 ± 0.039,0.7229675710992283,0.7229675710992283,0.11135257055867281,0.723 ± 0.111,0.6335100879261064,0.6335100879261064,0.11636766602334013,0.634 ± 0.116,0.057328828047665634,0.057328828047665634,0.03665800827212813,0.057 ± 0.037,0.756419062019382,0.756419062019382,0.06863566429279683,0.756 ± 0.069,0.5599429098404014,0.5599429098404014,0.15743272226205907,0.560 ± 0.157,0.6511627906976745,0.6511627906976745,0.21593965615433883,0.651 ± 0.216,missing_10,0.85,3.2900000000000027,Causal-parents,CAUSAL_PARENTS,RF,rf,10,5,11442,0.15006117811571404
0.9404443303917999,0.9404443303917999,0.04230128852237862,0.940 ± 0.042,0.7514769575475923,0.7514769575475923,0.11672734020621013,0.751 ± 0.117,0.6645681545436883,0.6645681545436883,0.0723590463060249,0.665 ± 0.072,0.055043671658124446,0.055043671658124446,0.034702867824097886,0.055 ± 0.035,0.7819194275804265,0.7819194275804265,0.09032945098946239,0.782 ± 0.090,0.5833068393529368,0.5833068393529368,0.08679582830489091,0.583 ± 0.087,0.680232558139535,0.680232558139535,0.23922140245861612,0.680 ± 0.239,missing_10,0.85,3.2900000000000027,Causal-parents,CAUSAL_PARENTS,XGBoost,xgb,10,5,11442,0.15006117811571404
0.9318304812562385,0.9318304812562385,0.06623650231292609,0.932 ± 0.066,0.7537440164780825,0.7537440164780825,0.12007019433901635,0.754 ± 0.120,0.6758498803356756,0.6758498803356756,0.08526404281627897,0.676 ± 0.085,0.06905482399812676,0.06905482399812676,0.04585653695988622,0.069 ± 0.046,0.7253346469895684,0.7253346469895684,0.13531933444738584,0.725 ± 0.135,0.641360515832013,0.641360515832013,0.08339974068022563,0.641 ± 0.083,0.6906976744186047,0.6906976744186047,0.26109118072267934,0.691 ± 0.261,missing_10,0.85,3.2900000000000027,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,Logistic,logistic,10,5,11442,0.15006117811571404
0.9328275753006698,0.9328275753006698,0.052227557677135536,0.933 ± 0.052,0.7036008857652896,0.7036008857652896,0.11496173994928939,0.704 ± 0.115,0.5695585415041886,0.5695585415041886,0.17253839267486218,0.570 ± 0.173,0.0617818902804355,0.0617818902804355,0.03789377717691955,0.062 ± 0.038,0.7463218249035918,0.7463218249035918,0.10208842052930832,0.746 ± 0.102,0.4902137266043239,0.4902137266043239,0.20027765122880037,0.490 ± 0.200,0.6488372093023256,0.6488372093023256,0.21794959996134403,0.649 ± 0.218,missing_10,0.85,3.2900000000000027,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,RF,rf,10,5,11442,0.15006117811571404
0.9357891617253458,0.9357891617253458,0.054118766723231335,0.936 ± 0.054,0.7257330183176791,0.7257330183176791,0.13464765256439157,0.726 ± 0.135,0.6391727901928229,0.6391727901928229,0.10387310312024985,0.639 ± 0.104,0.05913278134144614,0.05913278134144614,0.040336492618399146,0.059 ± 0.040,0.7559121773093564,0.7559121773093564,0.10803963793646991,0.756 ± 0.108,0.5690011641346164,0.5690011641346164,0.13907066028661783,0.569 ± 0.139,0.6593023255813953,0.6593023255813953,0.2269900277279586,0.659 ± 0.227,missing_10,0.85,3.2900000000000027,Causal+Lagged Controls,CAUSAL_PLUS_ACTION_LAGGED,XGBoost,xgb,10,5,11442,0.15006117811571404
0.867040932015357,0.867040932015357,0.04877947087878505,0.867 ± 0.049,0.5636131608619529,0.5636131608619529,0.12968264298998303,0.564 ± 0.130,0.5179404029565202,0.5179404029565202,0.08175816981856215,0.518 ± 0.082,0.10986902520843103,0.10986902520843103,0.04350027063693574,0.110 ± 0.044,0.5327974938526209,0.5327974938526209,0.08064031043058688,0.533 ± 0.081,0.5055538565699998,0.5055538565699998,0.0873441359385769,0.506 ± 0.087,0.5558139534883721,0.5558139534883721,0.2479840296503,0.556 ± 0.248,missing_10,0.85,3.2900000000000027,DT-proxy base,DT_PROXY_BASE,Logistic,logistic,30,5,11443,0.14996067464825658
