sensor_scenario,event_q,horizon_min,model,algorithm,env_type,n,positive_rate
noise_10,0.9,60,DT-proxy base,XGBoost,high_vpd,1951,0.15633008713480268
noise_10,0.9,60,DT-proxy base,XGBoost,high_par,1953,0.12186379928315412
