time,sensor_scenario,compartment/leaf_temperature,compartment/air_temperature,deltaT_raw
2024-09-02 22:00:00,noise_10,,20.864795650737648,
2024-09-02 22:10:00,noise_10,,20.92301862292327,
2024-09-02 22:20:00,noise_10,,21.489361923795723,
2024-09-02 22:30:00,noise_10,,21.17955404558648,
2024-09-02 22:40:00,noise_10,,21.445950956315386,
2024-09-02 22:50:00,noise_10,,21.595346004151665,
2024-09-02 23:00:00,noise_10,,21.717504149098573,
2024-09-02 23:10:00,noise_10,,22.014205444911596,
2024-09-02 23:20:00,noise_10,,22.49035237469015,
2024-09-02 23:30:00,noise_10,,22.164769734277698,
2024-09-02 23:40:00,noise_10,,22.156592810977088,
2024-09-02 23:50:00,noise_10,,22.153912380520353,
2024-09-03 00:00:00,noise_10,,22.126581083806272,
2024-09-03 00:10:00,noise_10,,22.21337268656625,
2024-09-03 00:20:00,noise_10,,22.188337045500436,
2024-09-03 00:30:00,noise_10,,21.9037117696097,
2024-09-03 00:40:00,noise_10,,21.485685728381767,
2024-09-03 00:50:00,noise_10,,21.701051879779477,
2024-09-03 01:00:00,noise_10,,21.452327369048994,
2024-09-03 01:10:00,noise_10,,21.240123015079995,
2024-09-03 01:20:00,noise_10,,21.255871992794052,
2024-09-03 01:30:00,noise_10,,21.467603567510782,
2024-09-03 01:40:00,noise_10,,20.802055452728414,
2024-09-03 01:50:00,noise_10,,20.976461619982828,
2024-09-03 02:00:00,noise_10,,21.301779456085182,
2024-09-03 02:10:00,noise_10,,21.22870655203542,
2024-09-03 02:20:00,noise_10,,21.419264197248065,
2024-09-03 02:30:00,noise_10,,20.948943008867044,
2024-09-03 02:40:00,noise_10,,21.362185301909168,
2024-09-03 02:50:00,noise_10,,20.989142148787682,
2024-09-03 03:00:00,noise_10,,21.35324735105365,
2024-09-03 03:10:00,noise_10,,20.97731026464887,
2024-09-03 03:20:00,noise_10,,21.08795210522969,
2024-09-03 03:30:00,noise_10,,21.252738130136326,
2024-09-03 03:40:00,noise_10,,22.13982247318649,
2024-09-03 03:50:00,noise_10,,21.300343920850604,
2024-09-03 04:00:00,noise_10,,20.610027661297345,
2024-09-03 04:10:00,noise_10,,20.851031273135998,
2024-09-03 04:20:00,noise_10,,20.97368417025704,
2024-09-03 04:30:00,noise_10,,20.453505825188522,
2024-09-03 04:40:00,noise_10,,20.26050803199698,
2024-09-03 04:50:00,noise_10,,20.58210435333918,
2024-09-03 05:00:00,noise_10,,20.515268464710662,
2024-09-03 05:10:00,noise_10,,20.845003552289196,
2024-09-03 05:20:00,noise_10,,20.566669780146643,
2024-09-03 05:30:00,noise_10,,21.43498890410165,
2024-09-03 05:40:00,noise_10,,21.95300117253573,
2024-09-03 05:50:00,noise_10,,21.504014056442866,
2024-09-03 06:00:00,noise_10,,21.51830494161389,
2024-09-03 06:10:00,noise_10,,21.44866559087025,
2024-09-03 06:20:00,noise_10,,21.78958276099652,
2024-09-03 06:30:00,noise_10,,22.474032627115594,
2024-09-03 06:40:00,noise_10,,22.30592101758533,
2024-09-03 06:50:00,noise_10,,22.407359896950435,
2024-09-03 07:00:00,noise_10,,22.485114023245554,
2024-09-03 07:10:00,noise_10,,22.645456796050343,
2024-09-03 07:20:00,noise_10,,22.785326841824787,
2024-09-03 07:30:00,noise_10,,23.20425146759929,
2024-09-03 07:40:00,noise_10,,23.338201784055812,
2024-09-03 07:50:00,noise_10,,23.504491324785313,
2024-09-03 08:00:00,noise_10,,23.402258606766484,
2024-09-03 08:10:00,noise_10,,24.085202456684826,
2024-09-03 08:20:00,noise_10,,24.37219066508764,
2024-09-03 08:30:00,noise_10,,24.16280610292096,
2024-09-03 08:40:00,noise_10,,24.79908415432935,
2024-09-03 08:50:00,noise_10,,24.509203967248585,
2024-09-03 09:00:00,noise_10,,24.589148169075226,
2024-09-03 09:10:00,noise_10,,24.28576664073516,
2024-09-03 09:20:00,noise_10,,24.987369789822893,
2024-09-03 09:30:00,noise_10,,24.669973097395207,
2024-09-03 09:40:00,noise_10,,24.33843227826889,
2024-09-03 09:50:00,noise_10,,25.087146880504932,
2024-09-03 10:00:00,noise_10,,24.839248311883363,
2024-09-03 10:10:00,noise_10,,24.959000215183103,
2024-09-03 10:20:00,noise_10,,24.59297098270255,
2024-09-03 10:30:00,noise_10,,23.825139145478428,
2024-09-03 10:40:00,noise_10,,23.802411191604616,
2024-09-03 10:50:00,noise_10,,23.73301899590423,
2024-09-03 11:00:00,noise_10,,23.762848672270948,
2024-09-03 11:10:00,noise_10,,24.24099229018519,
2024-09-03 11:20:00,noise_10,,24.371667516314307,
2024-09-03 11:30:00,noise_10,,24.190172306061914,
2024-09-03 11:40:00,noise_10,,24.58631415740409,
2024-09-03 11:50:00,noise_10,,24.543076238924737,
2024-09-03 12:00:00,noise_10,,24.855309560403846,
2024-09-03 12:10:00,noise_10,,24.772038050001555,
2024-09-03 12:20:00,noise_10,,25.064441381881107,
2024-09-03 12:30:00,noise_10,,24.989306987913633,
2024-09-03 12:40:00,noise_10,,24.99952058515227,
2024-09-03 12:50:00,noise_10,,24.968926196491335,
2024-09-03 13:00:00,noise_10,,25.513757290852617,
2024-09-03 13:10:00,noise_10,,24.915775585998972,
2024-09-03 13:20:00,noise_10,,24.218297305922395,
2024-09-03 13:30:00,noise_10,,24.373815449253645,
2024-09-03 13:40:00,noise_10,,24.386027274117865,
2024-09-03 13:50:00,noise_10,,24.417348585245183,
2024-09-03 14:00:00,noise_10,,23.68171303774009,
2024-09-03 14:10:00,noise_10,,23.711127326752145,
2024-09-03 14:20:00,noise_10,,23.674267140230018,
2024-09-03 14:30:00,noise_10,,23.334048978579265,
2024-09-03 14:40:00,noise_10,,23.61128742317653,
2024-09-03 14:50:00,noise_10,,23.895670269607134,
2024-09-03 15:00:00,noise_10,,24.562598764111154,
2024-09-03 15:10:00,noise_10,,24.484415966641052,
2024-09-03 15:20:00,noise_10,,24.07627718905474,
2024-09-03 15:30:00,noise_10,,23.834494833574826,
2024-09-03 15:40:00,noise_10,,23.8590890406721,
2024-09-03 15:50:00,noise_10,,23.857518214199246,
2024-09-03 16:00:00,noise_10,,23.458132264426467,
2024-09-03 16:10:00,noise_10,,23.90770317118181,
2024-09-03 16:20:00,noise_10,,24.246919993501805,
2024-09-03 16:30:00,noise_10,,23.61720508758588,
2024-09-03 16:40:00,noise_10,,23.26368504417842,
2024-09-03 16:50:00,noise_10,,23.60629777242678,
2024-09-03 17:00:00,noise_10,,23.06259301498387,
2024-09-03 17:10:00,noise_10,,23.06136577268883,
2024-09-03 17:20:00,noise_10,,22.922053121612382,
2024-09-03 17:30:00,noise_10,,22.27371186593637,
2024-09-03 17:40:00,noise_10,,21.990359131184288,
2024-09-03 17:50:00,noise_10,,21.636066196795017,
2024-09-03 18:00:00,noise_10,,21.088784283229568,
2024-09-03 18:10:00,noise_10,,21.929261235821333,
2024-09-03 18:20:00,noise_10,,21.75861259638079,
2024-09-03 18:30:00,noise_10,,21.20597266283793,
2024-09-03 18:40:00,noise_10,,21.475356686557173,
2024-09-03 18:50:00,noise_10,,21.417483875650987,
2024-09-03 19:00:00,noise_10,,21.165150854004903,
2024-09-03 19:10:00,noise_10,,20.68377819376896,
2024-09-03 19:20:00,noise_10,,20.70537999004781,
2024-09-03 19:30:00,noise_10,,20.387330680888432,
2024-09-03 19:40:00,noise_10,,20.99705163703134,
2024-09-03 19:50:00,noise_10,,20.06903185214987,
2024-09-03 20:00:00,noise_10,,20.1401218709376,
2024-09-03 20:10:00,noise_10,,20.59801668978951,
2024-09-03 20:20:00,noise_10,,20.38533473086072,
2024-09-03 20:30:00,noise_10,,19.82191682688436,
2024-09-03 20:40:00,noise_10,,20.180741376457025,
2024-09-03 20:50:00,noise_10,,20.426158526211882,
2024-09-03 21:00:00,noise_10,,19.93723571824304,
2024-09-03 21:10:00,noise_10,,20.242461906993515,
2024-09-03 21:20:00,noise_10,,20.434552341536875,
2024-09-03 21:30:00,noise_10,,20.49893201214664,
2024-09-03 21:40:00,noise_10,,20.397159928404033,
2024-09-03 21:50:00,noise_10,,20.43894207897043,
2024-09-03 22:00:00,noise_10,,20.08199295584531,
2024-09-03 22:10:00,noise_10,,19.86931793021802,
2024-09-03 22:20:00,noise_10,,20.23138516358548,
2024-09-03 22:30:00,noise_10,,19.691558198742403,
2024-09-03 22:40:00,noise_10,,20.01632208175745,
2024-09-03 22:50:00,noise_10,,19.497096204315135,
2024-09-03 23:00:00,noise_10,,19.59334149327196,
2024-09-03 23:10:00,noise_10,,19.694488518809784,
2024-09-03 23:20:00,noise_10,,19.581958932754546,
2024-09-03 23:30:00,noise_10,,19.807353070542923,
2024-09-03 23:40:00,noise_10,,19.14815587877124,
2024-09-03 23:50:00,noise_10,,19.271999125976915,
2024-09-04 00:00:00,noise_10,,19.418402499785252,
2024-09-04 00:10:00,noise_10,,19.78794055207313,
2024-09-04 00:20:00,noise_10,,19.820548259406397,
2024-09-04 00:30:00,noise_10,,19.205596641909644,
2024-09-04 00:40:00,noise_10,,19.436184958868647,
2024-09-04 00:50:00,noise_10,,20.063858071044574,
2024-09-04 01:00:00,noise_10,,19.44219157942563,
2024-09-04 01:10:00,noise_10,,20.162738100410735,
2024-09-04 01:20:00,noise_10,,19.9561096792833,
2024-09-04 01:30:00,noise_10,,19.963313013803607,
2024-09-04 01:40:00,noise_10,,19.575139620321313,
2024-09-04 01:50:00,noise_10,,19.61205669037031,
2024-09-04 02:00:00,noise_10,,19.66932785788529,
2024-09-04 02:10:00,noise_10,,19.510181163426786,
2024-09-04 02:20:00,noise_10,,19.675029149243738,
2024-09-04 02:30:00,noise_10,,19.596145444082172,
2024-09-04 02:40:00,noise_10,,19.7285723841917,
2024-09-04 02:50:00,noise_10,,19.35040939168972,
2024-09-04 03:00:00,noise_10,,19.368121540029023,
2024-09-04 03:10:00,noise_10,,19.564851640168666,
2024-09-04 03:20:00,noise_10,,19.780336241401717,
