sensor_scenario,event_q,horizon_min,model,algorithm,env_type,n,positive_rate
noise_10,0.9,120,Causal+Lagged Controls,Logistic,high_vpd,1943,0.1914565105506948
noise_10,0.9,120,Causal+Lagged Controls,Logistic,high_par,1942,0.14830072090628219
