sensor_scenario,event_q,horizon_min,model,algorithm,env_type,n,positive_rate
missing_5,0.95,60,Causal-parents,RF,high_vpd,2145,0.05687645687645688
missing_5,0.95,60,Causal-parents,RF,high_par,2155,0.04083526682134571
